vehicle_id,vehicle_type,engine_type,vehicle_age
13598,Car,Diesel,10
13599,Truck,Electric,1
13600,Bus,Electric,14
13601,Car,Hybrid,3
13602,Car,Diesel,6
13603,Truck,Hybrid,4
13604,Car,Hybrid,14
13605,Car,Hybrid,12
13606,Car,Electric,3
13607,Car,Diesel,1
13608,Bus,Diesel,1
13609,Bus,Hybrid,0
13610,Car,Diesel,9
13611,Car,Diesel,13
13612,Car,Hybrid,5
13613,Bus,Electric,5
13614,Bus,Hybrid,3
13615,Truck,Hybrid,8
13616,Truck,Electric,12
13617,Car,Electric,3
13618,Car,Electric,2
13619,Bus,Electric,10
13620,Car,Hybrid,9
13621,Car,Electric,8
13622,Bus,Diesel,0
13623,Bus,Hybrid,12
13624,Bus,Hybrid,14
13625,Bus,Electric,1
13626,Truck,Electric,0
13627,Bus,Diesel,6
13628,Bus,Electric,11
13629,Car,Hybrid,12
13630,Car,Electric,0
13631,Car,Diesel,10
13632,Truck,Hybrid,10
13633,Bus,Hybrid,0
13634,Bus,Electric,5
13635,Truck,Diesel,5
13636,Bus,Diesel,10
13637,Car,Electric,11
13638,Truck,Hybrid,4
13639,Bus,Hybrid,3
13640,Truck,Hybrid,7
13641,Truck,Electric,2
13642,Bus,Hybrid,0
13643,Car,Hybrid,0
13644,Bus,Electric,4
13645,Bus,Hybrid,2
13646,Car,Electric,2
13647,Bus,Diesel,10
13648,Bus,Diesel,14
13649,Bus,Electric,1
13650,Truck,Electric,8
13651,Truck,Electric,10
13652,Truck,Hybrid,12
13653,Bus,Hybrid,5
13654,Car,Electric,6
13655,Truck,Electric,1
13656,Car,Hybrid,10
13657,Bus,Hybrid,0
13658,Truck,Electric,7
13659,Bus,Hybrid,13
13660,Car,Hybrid,9
13661,Truck,Diesel,14
13662,Truck,Electric,3
13663,Truck,Electric,12
13664,Truck,Hybrid,8
13665,Car,Diesel,11
13666,Truck,Electric,8
13667,Bus,Electric,12
13668,Truck,Hybrid,10
13669,Car,Electric,11
13670,Truck,Hybrid,3
13671,Car,Diesel,9
13672,Car,Diesel,2
13673,Bus,Electric,4
13674,Truck,Hybrid,5
13675,Truck,Diesel,9
13676,Truck,Electric,3
13677,Bus,Electric,0
13678,Bus,Electric,6
13679,Car,Hybrid,14
13680,Car,Hybrid,4
13681,Car,Diesel,1
13682,Bus,Hybrid,13
13683,Bus,Hybrid,10
13684,Bus,Electric,13
13685,Car,Electric,8
13686,Bus,Diesel,7
13687,Car,Electric,9
13688,Car,Electric,6
13689,Truck,Electric,14
13690,Truck,Hybrid,12
13691,Truck,Electric,14
13692,Car,Diesel,8
13693,Truck,Diesel,9
13694,Truck,Electric,1
13695,Truck,Electric,13
13696,Bus,Diesel,12
13697,Car,Hybrid,2
13698,Truck,Electric,8
13699,Bus,Diesel,5
13700,Bus,Hybrid,1
13701,Bus,Diesel,5
13702,Truck,Hybrid,13
13703,Bus,Diesel,13
13704,Car,Diesel,4
13705,Bus,Hybrid,9
13706,Bus,Electric,4
13707,Bus,Diesel,4
13708,Bus,Electric,1
13709,Car,Diesel,13
13710,Truck,Hybrid,5
13711,Car,Electric,12
13712,Car,Hybrid,6
13713,Truck,Hybrid,8
13714,Bus,Electric,13
13715,Truck,Electric,4
13716,Truck,Electric,10
13717,Car,Hybrid,14
13718,Truck,Hybrid,10
13719,Bus,Hybrid,4
13720,Car,Electric,14
13721,Bus,Diesel,14
13722,Car,Electric,8
13723,Bus,Diesel,5
13724,Truck,Hybrid,6
13725,Truck,Diesel,3
13726,Truck,Electric,3
13727,Bus,Electric,0
13728,Car,Electric,10
13729,Car,Diesel,4
13730,Car,Electric,1
13731,Truck,Diesel,4
13732,Bus,Hybrid,4
13733,Car,Diesel,3
13734,Bus,Hybrid,14
13735,Car,Diesel,12
13736,Truck,Hybrid,11
13737,Bus,Electric,9
13738,Car,Diesel,12
13739,Car,Hybrid,8
13740,Car,Electric,4
13741,Car,Electric,5
13742,Truck,Hybrid,13
13743,Car,Hybrid,0
13744,Car,Diesel,11
13745,Truck,Hybrid,4
13746,Car,Hybrid,11
13747,Bus,Electric,8
13748,Bus,Hybrid,11
13749,Car,Hybrid,10
13750,Truck,Hybrid,5
13751,Truck,Electric,8
13752,Truck,Electric,11
13753,Car,Electric,12
13754,Car,Electric,3
13755,Bus,Diesel,1
13756,Truck,Electric,14
13757,Car,Electric,8
13758,Car,Diesel,3
13759,Car,Diesel,13
13760,Truck,Diesel,10
13761,Truck,Hybrid,13
13762,Bus,Electric,1
13763,Truck,Hybrid,0
13764,Car,Diesel,1
13765,Bus,Diesel,4
13766,Truck,Diesel,2
13767,Truck,Diesel,12
13768,Truck,Hybrid,5
13769,Truck,Diesel,13
13770,Car,Electric,3
13771,Truck,Electric,1
13772,Car,Electric,12
13773,Car,Hybrid,6
13774,Car,Diesel,11
13775,Bus,Hybrid,10
13776,Car,Electric,5
13777,Truck,Diesel,7
13778,Bus,Hybrid,12
13779,Truck,Diesel,9
13780,Car,Diesel,4
13781,Truck,Hybrid,2
13782,Bus,Electric,3
13783,Bus,Hybrid,4
13784,Truck,Hybrid,4
13785,Truck,Electric,5
13786,Truck,Hybrid,8
13787,Bus,Diesel,3
13788,Car,Electric,6
13789,Truck,Hybrid,6
13790,Car,Diesel,14
13791,Bus,Electric,5
13792,Truck,Hybrid,0
13793,Truck,Electric,8
13794,Bus,Diesel,5
13795,Truck,Diesel,2
13796,Car,Electric,10
13797,Bus,Diesel,1
13798,Bus,Diesel,13
13799,Truck,Electric,11
13800,Bus,Electric,11
13801,Truck,Hybrid,2
13802,Truck,Hybrid,10
13803,Bus,Electric,0
13804,Truck,Diesel,2
13805,Car,Diesel,14
13806,Car,Electric,4
13807,Truck,Electric,3
13808,Car,Electric,9
13809,Truck,Diesel,0
13810,Car,Hybrid,4
13811,Bus,Hybrid,2
13812,Truck,Diesel,9
13813,Truck,Hybrid,10
13814,Truck,Electric,13
13815,Truck,Electric,12
13816,Truck,Diesel,13
13817,Truck,Diesel,6
13818,Bus,Electric,13
13819,Bus,Electric,9
13820,Car,Diesel,13
13821,Truck,Diesel,10
13822,Car,Electric,12
13823,Car,Electric,7
13824,Bus,Hybrid,4
13825,Car,Hybrid,9
13826,Bus,Electric,7
13827,Car,Diesel,5
13828,Truck,Hybrid,5
13829,Car,Hybrid,4
13830,Bus,Electric,10
13831,Bus,Diesel,9
13832,Bus,Diesel,5
13833,Car,Electric,13
13834,Car,Diesel,0
13835,Bus,Electric,7
13836,Truck,Diesel,4
13837,Truck,Electric,7
13838,Car,Diesel,2
13839,Car,Electric,9
13840,Bus,Electric,5
13841,Car,Diesel,0
13842,Car,Electric,0
13843,Bus,Hybrid,3
13844,Bus,Diesel,13
13845,Car,Electric,11
13846,Truck,Diesel,13
13847,Car,Diesel,9
13848,Truck,Electric,12
13849,Truck,Hybrid,5
13850,Truck,Diesel,2
13851,Bus,Hybrid,12
13852,Bus,Hybrid,10
13853,Bus,Electric,10
13854,Car,Electric,11
13855,Bus,Diesel,11
13856,Bus,Electric,4
13857,Car,Diesel,9
13858,Car,Diesel,10
13859,Truck,Hybrid,3
13860,Car,Electric,9
13861,Car,Electric,11
13862,Bus,Diesel,2
13863,Truck,Hybrid,8
13864,Truck,Electric,3
13865,Car,Hybrid,9
13866,Bus,Hybrid,14
13867,Bus,Diesel,6
13868,Bus,Electric,4
13869,Bus,Electric,6
13870,Car,Electric,4
13871,Bus,Hybrid,2
13872,Truck,Electric,5
13873,Truck,Diesel,8
13874,Car,Hybrid,14
13875,Bus,Electric,14
13876,Bus,Hybrid,11
13877,Bus,Hybrid,5
13878,Bus,Hybrid,3
13879,Car,Diesel,14
13880,Bus,Electric,0
13881,Car,Electric,2
13882,Bus,Hybrid,2
13883,Bus,Electric,1
13884,Truck,Hybrid,9
13885,Car,Hybrid,14
13886,Truck,Hybrid,1
13887,Car,Diesel,7
13888,Bus,Electric,14
13889,Bus,Hybrid,7
13890,Car,Electric,2
13891,Truck,Diesel,3
13892,Car,Diesel,4
13893,Car,Hybrid,10
13894,Bus,Diesel,8
13895,Truck,Diesel,4
13896,Car,Diesel,10
13897,Truck,Diesel,5
13898,Truck,Diesel,6
13899,Car,Diesel,10
13900,Truck,Electric,1
13901,Bus,Diesel,3
13902,Bus,Electric,5
13903,Bus,Hybrid,3
13904,Bus,Diesel,4
13905,Truck,Diesel,2
13906,Bus,Electric,1
13907,Car,Diesel,13
13908,Bus,Electric,0
13909,Car,Electric,2
13910,Car,Diesel,9
13911,Bus,Hybrid,8
13912,Bus,Hybrid,0
13913,Truck,Hybrid,7
13914,Car,Electric,4
13915,Bus,Electric,11
13916,Truck,Diesel,3
13917,Bus,Electric,4
13918,Bus,Hybrid,10
13919,Bus,Diesel,6
13920,Car,Hybrid,13
13921,Bus,Diesel,7
13922,Truck,Hybrid,1
13923,Bus,Diesel,5
13924,Bus,Hybrid,13
13925,Truck,Electric,3
13926,Truck,Hybrid,13
13927,Car,Diesel,7
13928,Car,Hybrid,12
13929,Car,Electric,11
13930,Car,Diesel,3
13931,Truck,Electric,11
13932,Bus,Hybrid,2
13933,Bus,Diesel,4
13934,Bus,Hybrid,3
13935,Car,Diesel,14
13936,Truck,Electric,11
13937,Truck,Electric,4
13938,Truck,Electric,8
13939,Bus,Hybrid,13
13940,Car,Diesel,10
13941,Truck,Electric,2
13942,Car,Hybrid,14
13943,Truck,Hybrid,13
13944,Car,Diesel,1
13945,Truck,Electric,1
13946,Car,Hybrid,13
13947,Truck,Electric,8
13948,Truck,Diesel,6
13949,Car,Electric,9
13950,Car,Electric,11
13951,Bus,Hybrid,3
13952,Car,Hybrid,5
13953,Truck,Diesel,9
13954,Truck,Diesel,5
13955,Car,Diesel,2
13956,Bus,Hybrid,8
13957,Car,Diesel,3
13958,Truck,Diesel,0
13959,Truck,Hybrid,1
13960,Bus,Diesel,4
13961,Car,Hybrid,13
13962,Truck,Diesel,13
13963,Truck,Hybrid,7
13964,Truck,Electric,6
13965,Car,Hybrid,8
13966,Car,Hybrid,0
13967,Bus,Hybrid,1
13968,Truck,Diesel,14
13969,Truck,Hybrid,9
13970,Bus,Hybrid,3
13971,Truck,Diesel,6
13972,Bus,Electric,12
13973,Bus,Hybrid,14
13974,Truck,Diesel,12
13975,Car,Electric,0
13976,Car,Hybrid,4
13977,Car,Electric,1
13978,Car,Hybrid,13
13979,Truck,Hybrid,14
13980,Bus,Electric,1
13981,Bus,Electric,1
13982,Truck,Electric,14
13983,Car,Hybrid,8
13984,Bus,Hybrid,10
13985,Truck,Diesel,9
13986,Truck,Diesel,4
13987,Car,Diesel,14
13988,Truck,Hybrid,7
13989,Bus,Electric,12
13990,Bus,Diesel,9
13991,Truck,Hybrid,5
13992,Bus,Electric,10
13993,Truck,Diesel,0
13994,Bus,Electric,9
13995,Car,Electric,8
13996,Bus,Diesel,14
13997,Car,Diesel,6
13998,Car,Hybrid,10
13999,Truck,Electric,1
14000,Car,Diesel,13
14001,Bus,Diesel,7
14002,Bus,Electric,1
14003,Car,Electric,1
14004,Truck,Electric,3
14005,Car,Diesel,7
14006,Bus,Diesel,6
14007,Bus,Hybrid,1
14008,Car,Electric,9
14009,Car,Diesel,5
14010,Car,Diesel,10
14011,Bus,Electric,10
14012,Bus,Diesel,3
14013,Bus,Electric,9
14014,Truck,Diesel,12
14015,Bus,Electric,0
14016,Bus,Electric,7
14017,Truck,Diesel,7
14018,Truck,Electric,5
14019,Truck,Hybrid,9
14020,Truck,Hybrid,13
14021,Truck,Electric,6
14022,Truck,Hybrid,11
14023,Car,Diesel,12
14024,Car,Diesel,2
14025,Car,Electric,8
14026,Car,Diesel,3
14027,Bus,Diesel,10
14028,Truck,Hybrid,14
14029,Bus,Diesel,1
14030,Truck,Diesel,3
14031,Truck,Hybrid,1
14032,Bus,Electric,11
14033,Car,Electric,3
14034,Bus,Hybrid,1
14035,Bus,Hybrid,11
14036,Truck,Diesel,14
14037,Truck,Diesel,13
14038,Truck,Electric,10
14039,Car,Electric,14
14040,Bus,Hybrid,7
14041,Bus,Diesel,5
14042,Car,Hybrid,13
14043,Bus,Electric,7
14044,Bus,Electric,10
14045,Truck,Hybrid,0
14046,Car,Diesel,8
14047,Truck,Diesel,11
14048,Car,Hybrid,10
14049,Truck,Electric,13
14050,Bus,Hybrid,1
14051,Car,Hybrid,7
14052,Car,Diesel,3
14053,Truck,Electric,13
14054,Car,Electric,14
14055,Bus,Diesel,1
14056,Bus,Electric,12
14057,Bus,Electric,0
14058,Truck,Diesel,11
14059,Car,Electric,3
14060,Truck,Electric,9
14061,Bus,Hybrid,14
14062,Car,Electric,0
14063,Bus,Hybrid,7
14064,Car,Hybrid,1
14065,Car,Hybrid,7
14066,Truck,Diesel,9
14067,Car,Diesel,0
14068,Bus,Electric,6
14069,Car,Hybrid,6
14070,Bus,Electric,4
14071,Truck,Electric,2
14072,Bus,Electric,5
14073,Car,Electric,10
14074,Bus,Electric,4
14075,Bus,Hybrid,8
14076,Car,Hybrid,3
14077,Bus,Hybrid,8
14078,Car,Hybrid,13
14079,Truck,Diesel,9
14080,Bus,Hybrid,5
14081,Truck,Hybrid,8
14082,Bus,Hybrid,2
14083,Bus,Diesel,11
14084,Truck,Electric,13
14085,Bus,Diesel,12
14086,Bus,Hybrid,0
14087,Truck,Hybrid,11
14088,Bus,Diesel,5
14089,Car,Electric,3
14090,Bus,Diesel,10
14091,Bus,Diesel,9
14092,Bus,Hybrid,14
14093,Truck,Diesel,3
14094,Car,Diesel,3
14095,Car,Diesel,0
14096,Bus,Diesel,4
14097,Truck,Diesel,8
14098,Truck,Diesel,2
14099,Car,Hybrid,11
14100,Truck,Hybrid,1
14101,Bus,Hybrid,11
14102,Bus,Hybrid,1
14103,Truck,Diesel,14
14104,Bus,Diesel,9
14105,Car,Diesel,6
14106,Bus,Diesel,13
14107,Truck,Hybrid,5
14108,Car,Hybrid,14
14109,Bus,Diesel,1
14110,Car,Diesel,12
14111,Truck,Diesel,0
14112,Bus,Diesel,6
14113,Bus,Electric,13
14114,Car,Electric,14
14115,Bus,Electric,10
14116,Bus,Electric,5
14117,Bus,Diesel,4
14118,Bus,Diesel,4
14119,Truck,Diesel,9
14120,Bus,Electric,12
14121,Car,Electric,2
14122,Truck,Diesel,10
14123,Car,Electric,14
14124,Car,Hybrid,11
14125,Car,Electric,4
14126,Truck,Electric,13
14127,Truck,Electric,11
14128,Truck,Electric,5
14129,Bus,Diesel,10
14130,Car,Hybrid,6
14131,Truck,Diesel,6
14132,Car,Electric,12
14133,Truck,Electric,9
14134,Truck,Electric,9
14135,Truck,Electric,7
14136,Car,Electric,4
14137,Bus,Hybrid,13
14138,Truck,Diesel,3
14139,Truck,Electric,11
14140,Truck,Hybrid,6
14141,Bus,Diesel,1
14142,Car,Diesel,7
14143,Car,Diesel,3
14144,Car,Electric,9
14145,Car,Electric,0
14146,Truck,Hybrid,1
14147,Bus,Hybrid,14
14148,Truck,Diesel,0
14149,Bus,Electric,4
14150,Car,Diesel,0
14151,Bus,Diesel,10
14152,Truck,Hybrid,13
14153,Truck,Electric,11
14154,Car,Hybrid,8
14155,Truck,Electric,10
14156,Truck,Diesel,14
14157,Bus,Diesel,10
14158,Truck,Diesel,3
14159,Car,Electric,9
14160,Car,Diesel,2
14161,Truck,Electric,13
14162,Car,Electric,8
14163,Bus,Hybrid,3
14164,Bus,Diesel,0
14165,Truck,Hybrid,1
14166,Truck,Electric,3
14167,Bus,Diesel,10
14168,Car,Diesel,0
14169,Truck,Electric,5
14170,Truck,Diesel,6
14171,Car,Electric,0
14172,Truck,Diesel,5
14173,Car,Diesel,2
14174,Car,Electric,6
14175,Car,Hybrid,10
14176,Car,Electric,1
14177,Car,Diesel,1
14178,Bus,Electric,14
14179,Car,Electric,10
14180,Bus,Electric,14
14181,Car,Diesel,3
14182,Truck,Hybrid,10
14183,Bus,Hybrid,7
14184,Truck,Diesel,2
14185,Car,Hybrid,7
14186,Car,Electric,6
14187,Truck,Electric,4
14188,Car,Hybrid,14
14189,Truck,Hybrid,11
14190,Car,Hybrid,3
14191,Car,Electric,13
14192,Bus,Electric,9
14193,Truck,Diesel,9
14194,Car,Diesel,1
14195,Truck,Electric,8
14196,Bus,Electric,3
14197,Truck,Diesel,4
14198,Bus,Diesel,1
14199,Truck,Electric,1
14200,Truck,Hybrid,1
14201,Bus,Electric,9
14202,Car,Hybrid,1
14203,Car,Electric,8
14204,Car,Diesel,12
14205,Truck,Diesel,11
14206,Truck,Diesel,4
14207,Car,Electric,10
14208,Truck,Electric,5
14209,Truck,Electric,3
14210,Car,Hybrid,1
14211,Bus,Electric,2
14212,Truck,Hybrid,13
14213,Truck,Hybrid,2
14214,Truck,Hybrid,14
14215,Truck,Diesel,10
14216,Bus,Hybrid,10
14217,Car,Hybrid,9
14218,Truck,Diesel,7
14219,Car,Hybrid,7
14220,Truck,Electric,14
14221,Bus,Electric,5
14222,Car,Diesel,10
14223,Bus,Diesel,12
14224,Truck,Hybrid,9
14225,Bus,Hybrid,10
14226,Bus,Hybrid,7
14227,Truck,Diesel,2
14228,Truck,Hybrid,6
14229,Car,Electric,4
14230,Truck,Electric,13
14231,Car,Hybrid,8
14232,Bus,Diesel,8
14233,Bus,Electric,4
14234,Car,Diesel,5
14235,Truck,Electric,0
14236,Truck,Hybrid,11
14237,Bus,Hybrid,13
14238,Car,Diesel,11
14239,Bus,Hybrid,13
14240,Bus,Diesel,3
14241,Truck,Diesel,14
14242,Car,Electric,0
14243,Bus,Electric,3
14244,Truck,Hybrid,11
14245,Bus,Diesel,0
14246,Bus,Electric,12
14247,Truck,Hybrid,13
14248,Truck,Hybrid,9
14249,Car,Electric,3
14250,Bus,Hybrid,5
14251,Car,Electric,8
14252,Truck,Diesel,1
14253,Truck,Hybrid,1
14254,Bus,Diesel,5
14255,Car,Electric,10
14256,Car,Diesel,9
14257,Bus,Electric,11
14258,Bus,Hybrid,12
14259,Car,Hybrid,5
14260,Truck,Hybrid,11
14261,Truck,Diesel,2
14262,Bus,Diesel,1
14263,Car,Diesel,13
14264,Car,Electric,2
14265,Car,Hybrid,11
14266,Truck,Diesel,11
14267,Truck,Electric,3
14268,Car,Diesel,12
14269,Car,Electric,3
14270,Bus,Hybrid,6
14271,Bus,Diesel,3
14272,Car,Hybrid,9
14273,Car,Diesel,13
14274,Truck,Electric,5
14275,Car,Hybrid,5
14276,Bus,Diesel,12
14277,Truck,Diesel,13
14278,Bus,Hybrid,9
14279,Bus,Electric,2
14280,Truck,Hybrid,8
14281,Bus,Diesel,14
14282,Car,Hybrid,13
14283,Bus,Hybrid,9
14284,Truck,Electric,13
14285,Truck,Electric,4
14286,Truck,Hybrid,9
14287,Bus,Electric,14
14288,Car,Electric,14
14289,Truck,Diesel,8
14290,Car,Electric,9
14291,Truck,Hybrid,5
14292,Car,Hybrid,5
14293,Car,Diesel,8
14294,Car,Diesel,12
14295,Truck,Diesel,9
14296,Bus,Hybrid,14
14297,Bus,Hybrid,12
14298,Bus,Electric,4
14299,Car,Diesel,2
14300,Truck,Electric,2
14301,Car,Electric,1
14302,Truck,Hybrid,1
14303,Car,Electric,13
14304,Truck,Diesel,5
14305,Truck,Diesel,7
14306,Truck,Hybrid,12
14307,Car,Hybrid,10
14308,Bus,Hybrid,7
14309,Car,Diesel,7
14310,Car,Hybrid,9
14311,Truck,Diesel,6
14312,Truck,Electric,1
14313,Bus,Hybrid,14
14314,Bus,Hybrid,9
14315,Truck,Hybrid,10
14316,Bus,Diesel,1
14317,Bus,Electric,12
14318,Truck,Hybrid,9
14319,Car,Electric,6
14320,Bus,Hybrid,3
14321,Truck,Diesel,5
14322,Bus,Electric,8
14323,Bus,Electric,4
14324,Truck,Hybrid,9
14325,Bus,Electric,3
14326,Bus,Diesel,2
14327,Bus,Electric,6
14328,Car,Electric,6
14329,Car,Electric,6
14330,Bus,Electric,4
14331,Truck,Hybrid,12
14332,Bus,Hybrid,9
14333,Bus,Electric,7
14334,Car,Electric,10
14335,Car,Diesel,1
14336,Car,Hybrid,3
14337,Bus,Hybrid,0
14338,Bus,Hybrid,5
14339,Truck,Electric,5
14340,Bus,Hybrid,2
14341,Bus,Diesel,0
14342,Car,Diesel,11
14343,Car,Diesel,4
14344,Car,Diesel,11
14345,Car,Diesel,13
14346,Car,Hybrid,0
14347,Truck,Electric,2
14348,Truck,Electric,7
14349,Truck,Electric,9
14350,Car,Electric,8
14351,Car,Hybrid,2
14352,Car,Hybrid,8
14353,Truck,Hybrid,6
14354,Car,Diesel,7
14355,Truck,Electric,5
14356,Car,Hybrid,14
14357,Bus,Hybrid,12
14358,Truck,Hybrid,13
14359,Bus,Electric,4
14360,Truck,Electric,9
14361,Car,Diesel,12
14362,Car,Diesel,7
14363,Bus,Diesel,11
14364,Car,Electric,13
14365,Truck,Diesel,13
14366,Car,Diesel,14
14367,Car,Hybrid,13
14368,Truck,Electric,1
14369,Bus,Diesel,6
14370,Bus,Diesel,13
14371,Car,Electric,0
14372,Truck,Diesel,6
14373,Bus,Electric,14
14374,Bus,Electric,5
14375,Car,Electric,3
14376,Truck,Diesel,2
14377,Bus,Diesel,8
14378,Car,Diesel,5
14379,Car,Electric,13
14380,Car,Diesel,5
14381,Car,Hybrid,12
14382,Bus,Electric,0
14383,Truck,Diesel,4
14384,Car,Electric,14
14385,Car,Diesel,11
14386,Bus,Electric,6
14387,Car,Hybrid,13
14388,Car,Electric,3
14389,Truck,Electric,11
14390,Car,Electric,13
14391,Bus,Diesel,1
14392,Truck,Electric,14
14393,Bus,Diesel,12
14394,Truck,Electric,8
14395,Truck,Diesel,5
14396,Car,Diesel,8
14397,Car,Diesel,7
14398,Car,Diesel,14
14399,Bus,Electric,0
14400,Car,Electric,1
14401,Car,Diesel,1
14402,Truck,Diesel,12
14403,Car,Diesel,1
14404,Car,Hybrid,13
14405,Car,Hybrid,3
14406,Car,Electric,6
14407,Truck,Hybrid,6
14408,Car,Hybrid,0
14409,Truck,Diesel,7
14410,Bus,Diesel,3
14411,Car,Hybrid,7
14412,Car,Hybrid,9
14413,Car,Hybrid,8
14414,Truck,Diesel,6
14415,Car,Electric,2
14416,Car,Hybrid,11
14417,Bus,Electric,2
14418,Truck,Electric,4
14419,Truck,Hybrid,6
14420,Bus,Electric,13
14421,Truck,Diesel,11
14422,Car,Hybrid,6
14423,Car,Hybrid,8
14424,Bus,Hybrid,14
14425,Truck,Hybrid,0
14426,Truck,Diesel,13
14427,Truck,Diesel,2
14428,Bus,Electric,0
14429,Car,Hybrid,5
14430,Bus,Hybrid,11
14431,Car,Electric,9
14432,Bus,Diesel,6
14433,Car,Hybrid,1
14434,Truck,Electric,13
14435,Truck,Diesel,8
14436,Truck,Electric,12
14437,Bus,Electric,11
14438,Bus,Diesel,4
14439,Bus,Hybrid,2
14440,Truck,Diesel,13
14441,Car,Hybrid,6
14442,Truck,Diesel,6
14443,Truck,Hybrid,0
14444,Car,Hybrid,5
14445,Car,Electric,14
14446,Car,Electric,2
14447,Car,Hybrid,14
14448,Truck,Diesel,6
14449,Bus,Hybrid,4
14450,Truck,Diesel,14
14451,Car,Hybrid,3
14452,Bus,Diesel,12
14453,Bus,Electric,9
14454,Truck,Diesel,6
14455,Truck,Electric,12
14456,Truck,Diesel,12
14457,Bus,Electric,14
14458,Bus,Diesel,12
14459,Bus,Hybrid,6
14460,Car,Diesel,7
14461,Car,Electric,4
14462,Truck,Electric,3
14463,Bus,Diesel,0
14464,Truck,Hybrid,3
14465,Bus,Diesel,13
14466,Truck,Diesel,10
14467,Car,Electric,9
14468,Bus,Hybrid,0
14469,Car,Hybrid,6
14470,Bus,Hybrid,5
14471,Truck,Hybrid,6
14472,Bus,Diesel,7
14473,Car,Hybrid,14
14474,Bus,Hybrid,5
14475,Truck,Hybrid,1
14476,Bus,Electric,1
14477,Car,Electric,8
14478,Truck,Electric,5
14479,Car,Hybrid,5
14480,Bus,Diesel,0
14481,Car,Diesel,7
14482,Bus,Electric,13
14483,Truck,Electric,10
14484,Car,Hybrid,7
14485,Car,Electric,3
14486,Bus,Electric,6
14487,Car,Electric,14
14488,Car,Electric,8
14489,Truck,Diesel,13
14490,Bus,Hybrid,10
14491,Bus,Diesel,12
14492,Truck,Electric,0
14493,Truck,Hybrid,11
14494,Bus,Hybrid,12
14495,Truck,Diesel,4
14496,Truck,Diesel,12
14497,Truck,Electric,7
14498,Bus,Diesel,6
14499,Truck,Electric,12
14500,Car,Electric,9
14501,Car,Electric,3
14502,Bus,Hybrid,2
14503,Truck,Hybrid,0
14504,Car,Diesel,2
14505,Bus,Diesel,14
14506,Car,Hybrid,1
14507,Truck,Diesel,4
14508,Bus,Electric,13
14509,Car,Electric,0
14510,Bus,Hybrid,3
14511,Car,Diesel,7
14512,Car,Diesel,8
14513,Truck,Hybrid,14
14514,Truck,Electric,0
14515,Car,Electric,2
14516,Bus,Diesel,5
14517,Bus,Hybrid,4
14518,Truck,Hybrid,11
14519,Car,Electric,0
14520,Truck,Electric,1
14521,Car,Diesel,1
14522,Car,Hybrid,6
14523,Truck,Diesel,5
14524,Bus,Diesel,12
14525,Truck,Hybrid,14
14526,Car,Hybrid,5
14527,Truck,Electric,0
14528,Bus,Hybrid,12
14529,Bus,Diesel,0
14530,Car,Diesel,3
14531,Truck,Hybrid,9
14532,Bus,Diesel,14
14533,Truck,Hybrid,5
14534,Bus,Electric,10
14535,Car,Electric,5
14536,Car,Hybrid,4
14537,Truck,Diesel,3
14538,Car,Hybrid,1
14539,Bus,Hybrid,6
14540,Car,Electric,11
14541,Bus,Hybrid,5
14542,Bus,Electric,6
14543,Car,Electric,13
14544,Bus,Hybrid,2
14545,Bus,Hybrid,0
14546,Truck,Hybrid,0
14547,Truck,Hybrid,3
14548,Truck,Electric,3
14549,Car,Hybrid,6
14550,Truck,Electric,12
14551,Bus,Electric,6
14552,Car,Diesel,3
14553,Car,Electric,6
14554,Car,Diesel,7
14555,Car,Hybrid,8
14556,Bus,Diesel,5
14557,Bus,Hybrid,14
14558,Truck,Electric,3
14559,Car,Diesel,9
14560,Truck,Hybrid,1
14561,Bus,Hybrid,8
14562,Car,Diesel,11
14563,Bus,Diesel,6
14564,Truck,Hybrid,5
14565,Bus,Hybrid,3
14566,Car,Electric,3
14567,Car,Hybrid,1
14568,Truck,Diesel,0
14569,Car,Hybrid,4
14570,Bus,Hybrid,5
14571,Bus,Diesel,9
14572,Bus,Electric,8
14573,Bus,Hybrid,0
14574,Truck,Diesel,4
14575,Bus,Diesel,10
14576,Truck,Diesel,12
14577,Bus,Diesel,4
14578,Truck,Electric,8
14579,Bus,Diesel,10
14580,Bus,Hybrid,10
14581,Truck,Electric,3
14582,Car,Diesel,12
14583,Car,Hybrid,12
14584,Car,Electric,2
14585,Truck,Hybrid,2
14586,Car,Electric,5
14587,Car,Diesel,14
14588,Truck,Hybrid,10
14589,Car,Diesel,0
14590,Car,Electric,0
14591,Car,Diesel,0
14592,Truck,Diesel,6
14593,Truck,Hybrid,13
14594,Car,Diesel,4
14595,Car,Diesel,13
14596,Truck,Diesel,13
14597,Car,Electric,10
14598,Truck,Hybrid,14
14599,Car,Hybrid,8
14600,Truck,Diesel,11
14601,Bus,Hybrid,10
14602,Bus,Electric,13
14603,Truck,Electric,14
14604,Bus,Diesel,2
14605,Car,Diesel,5
14606,Truck,Electric,6
14607,Truck,Electric,2
14608,Car,Electric,8
14609,Car,Diesel,1
14610,Truck,Electric,11
14611,Car,Diesel,11
14612,Truck,Electric,6
14613,Car,Electric,9
14614,Truck,Hybrid,3
14615,Car,Electric,14
14616,Car,Diesel,8
14617,Bus,Electric,6
14618,Bus,Hybrid,7
14619,Bus,Electric,10
14620,Car,Electric,9
14621,Truck,Electric,2
14622,Car,Diesel,5
