hr_event_id,region_id,required_technicians,availability_rate
20959,16689,1,0.07
20960,5924,19,0.98
20961,23565,12,0.46
20962,7836,8,0.64
20963,298,1,0.43
20964,33327,1,0.72
20965,20958,13,0.79
20966,28262,9,0.95
20967,11616,19,0.42
20968,16361,10,0.5
20969,20245,19,0.21
20970,27575,8,0.42
20971,3587,13,0.87
20972,23470,19,0.72
20973,28822,13,0.36
20974,33453,1,0.34
20975,17502,6,0.11
20976,31973,17,0.75
20977,16229,6,0.45
20978,12613,12,0.76
20979,33348,8,0.12
20980,1830,15,0.33
20981,33032,2,0.55
20982,1869,18,0.92
20983,6861,18,0.5
20984,23533,16,0.92
20985,18603,10,0.13
20986,10049,4,0.56
20987,10106,5,0.36
20988,34048,2,0.11
20989,22494,19,0.11
20990,28177,11,0.49
20991,3759,15,0.61
20992,3145,4,0.21
20993,18888,17,0.85
20994,9397,3,0.75
20995,22238,12,0.06
20996,19661,17,0.9
20997,26412,18,0.53
20998,7126,13,0.24
20999,26852,5,0.52
21000,10875,10,0.15
21001,5112,13,0.24
21002,10829,17,0.74
21003,29565,12,0.49
21004,23486,13,0.5
21005,2801,2,0.02
21006,344,3,0.66
21007,25267,14,0.29
21008,11516,5,0.25
21009,22760,4,0.32
21010,31486,19,0.28
21011,22108,19,0.33
21012,13282,3,0.71
21013,20190,18,0.07
21014,29550,10,0.31
21015,7015,12,0.14
21016,27270,6,0.95
21017,32134,12,0.76
21018,30158,9,0.93
21019,765,7,0.12
21020,24017,18,0.67
21021,8144,9,0.53
21022,8327,3,0.79
21023,32229,14,0.03
21024,29876,11,0.26
21025,14803,5,0.41
21026,29981,12,0.92
21027,7535,13,0.89
21028,23296,18,0.0
21029,32325,3,0.85
21030,12040,9,0.81
21031,30585,17,0.55
21032,17534,14,0.18
21033,17850,17,0.93
21034,19445,1,0.58
21035,22607,16,0.27
21036,10326,3,0.54
21037,19165,16,0.06
21038,10091,13,0.17
21039,33854,7,0.49
21040,11883,19,0.81
21041,24874,19,0.87
21042,28927,5,0.9
21043,19996,12,0.21
21044,7141,13,0.39
21045,13656,14,0.66
21046,31403,17,0.15
21047,5037,5,0.05
21048,1421,5,0.14
21049,25562,17,0.05
21050,17929,7,0.48
21051,11942,9,0.4
21052,11521,16,0.87
21053,3550,6,0.18
21054,19322,10,0.53
21055,6986,3,0.03
21056,18763,6,0.36
21057,1372,19,0.69
21058,1660,8,0.7
21059,33001,16,0.96
21060,28807,13,0.87
21061,26187,11,0.66
21062,8082,8,0.4
21063,24367,1,0.99
21064,25652,7,0.17
21065,21623,15,0.3
21066,1623,15,0.62
21067,8562,19,0.19
21068,29942,11,0.65
21069,32372,5,0.33
21070,13246,1,0.76
21071,276,5,0.74
21072,24128,15,0.13
21073,168,6,0.02
21074,22201,15,0.95
21075,12895,7,0.88
21076,9983,10,0.25
21077,20666,17,0.25
21078,29719,3,0.31
21079,30416,13,0.18
21080,26586,7,0.06
21081,32669,13,0.97
21082,9218,7,0.12
21083,1266,2,0.53
21084,22456,2,0.91
21085,20372,13,0.43
21086,24746,4,0.97
21087,24714,3,0.94
21088,18635,10,0.7
21089,22713,8,0.38
21090,34244,3,0.9
21091,27243,4,0.77
21092,21432,3,0.62
21093,1372,17,0.24
21094,34098,5,0.46
21095,24924,2,0.23
21096,14729,17,0.13
21097,18934,6,0.96
21098,17252,17,0.34
21099,21077,7,0.3
21100,24246,7,0.77
21101,18405,4,0.3
21102,28269,8,0.06
21103,5688,6,0.87
21104,31997,12,0.17
21105,7337,7,0.27
21106,17960,2,0.59
21107,16464,1,0.33
21108,4648,13,0.14
21109,4270,3,0.67
21110,4945,14,0.41
21111,25974,10,0.38
21112,10344,17,0.4
21113,17473,7,0.44
21114,7178,3,0.53
21115,14284,17,0.42
21116,21633,19,0.46
21117,26000,18,0.89
21118,26899,6,0.31
21119,33219,8,0.4
21120,25374,3,0.75
21121,19248,7,0.01
21122,6876,11,0.54
21123,8991,13,0.33
21124,33144,18,0.72
21125,7010,3,0.53
21126,735,11,0.46
21127,19716,19,0.74
21128,12236,1,0.57
21129,28560,19,0.95
21130,88,11,0.16
21131,9116,3,0.39
21132,19140,2,0.47
21133,15202,13,0.15
21134,4764,12,0.13
21135,16012,2,0.39
21136,17092,14,0.04
21137,25390,1,0.11
21138,18109,15,0.95
21139,10999,1,0.77
21140,16411,13,0.13
21141,23061,16,0.13
21142,30550,18,0.24
21143,20576,8,0.86
21144,4296,12,0.93
21145,32090,10,0.22
21146,3283,16,0.55
21147,27086,1,0.27
21148,30170,6,0.03
21149,21073,10,0.86
21150,13902,15,0.37
21151,16957,18,0.06
21152,10534,6,0.52
21153,32372,5,0.2
21154,34999,7,0.19
21155,15589,15,0.46
21156,19273,9,0.54
21157,9014,19,0.41
21158,5619,3,0.58
21159,16688,3,0.44
21160,21642,18,0.4
21161,31891,16,0.43
21162,19780,5,0.09
21163,17774,5,0.46
21164,28499,8,0.06
21165,3782,11,0.02
21166,7213,9,0.36
21167,11708,11,0.08
21168,34206,8,0.94
21169,33377,18,0.09
21170,34442,5,0.72
21171,14250,13,0.99
21172,1171,11,0.55
21173,9432,5,0.25
21174,13993,13,0.27
21175,22237,7,0.13
21176,3537,13,0.5
21177,33591,18,0.8
21178,21999,14,0.92
21179,20906,7,0.31
21180,20846,5,0.95
21181,5382,7,0.66
21182,21301,2,0.72
21183,20524,10,0.13
21184,31494,5,0.48
21185,10425,9,0.64
21186,2814,18,0.76
21187,9826,19,0.91
21188,30167,6,0.65
21189,19292,7,0.75
21190,22531,5,0.39
21191,13030,18,0.83
21192,16814,18,0.5
21193,21475,7,0.39
21194,20932,17,0.36
21195,29591,18,0.02
21196,24305,18,0.27
21197,30689,10,0.35
21198,15633,11,0.1
21199,33272,2,0.78
21200,26466,3,0.72
21201,18822,3,0.52
21202,22579,14,0.16
21203,9475,3,0.06
21204,19672,8,0.65
21205,5112,19,0.88
21206,6342,10,0.32
21207,28816,13,0.5
21208,18980,5,0.53
21209,29970,16,0.58
21210,8576,16,0.77
21211,21623,14,0.4
21212,8432,17,0.46
21213,10985,1,0.09
21214,10439,8,0.6
21215,22704,15,0.64
21216,8740,1,0.38
21217,25377,13,0.6
21218,34376,16,0.58
21219,3506,15,0.22
21220,17955,4,0.76
21221,28004,19,0.52
21222,2406,10,0.83
21223,1020,13,0.65
21224,8286,15,0.7
21225,34262,6,0.25
21226,30916,8,0.41
21227,22160,18,0.4
21228,10582,9,0.75
21229,18553,11,0.6
21230,25198,4,0.44
21231,22625,18,0.93
21232,3350,19,0.59
21233,19912,1,0.8
21234,9177,11,0.09
21235,15709,7,0.33
21236,12396,18,0.3
21237,20677,16,0.73
21238,5048,14,0.65
21239,16670,11,0.19
21240,1197,15,0.42
21241,7213,9,0.31
21242,18014,13,0.37
21243,31907,1,0.44
21244,10230,17,0.92
21245,28447,10,0.3
21246,30130,4,0.9
21247,31920,15,0.38
21248,13715,14,0.36
21249,30,18,0.99
21250,24568,5,0.96
21251,1594,5,0.63
21252,28227,18,0.15
21253,15393,16,0.03
21254,33826,3,0.7
21255,6075,18,0.41
21256,9218,6,0.52
21257,24534,3,0.5
21258,7614,18,0.87
21259,15558,14,0.62
21260,18496,13,0.32
21261,3723,13,0.97
21262,34802,5,0.69
21263,25210,8,0.6
21264,19041,8,0.89
21265,14798,12,0.02
21266,25266,6,0.31
21267,19727,5,0.56
21268,12007,10,0.12
21269,12163,13,0.39
21270,17553,15,0.25
21271,17923,4,0.67
21272,18686,2,0.21
21273,29182,7,0.09
21274,8987,17,0.51
21275,33564,6,0.65
21276,28255,5,0.13
21277,11763,5,0.79
21278,16895,12,0.05
21279,21226,10,0.38
21280,15897,12,0.91
21281,21557,19,0.79
21282,24702,17,0.7
21283,1478,6,0.3
21284,5346,10,0.46
21285,5226,13,0.39
21286,17189,10,0.06
21287,1293,6,0.83
21288,5037,1,0.8
21289,16431,4,0.6
21290,16513,13,0.25
21291,11002,4,0.8
21292,2462,10,0.96
21293,6530,12,0.7
21294,4545,1,0.18
21295,32134,3,0.75
21296,12513,6,0.68
21297,7130,12,0.09
21298,21373,8,0.21
21299,3087,14,0.17
21300,34897,2,0.29
21301,24131,5,0.9
21302,14772,19,0.21
21303,13171,1,0.04
21304,4701,16,0.26
21305,4877,13,0.81
21306,23437,2,0.84
21307,20864,9,0.88
21308,12004,18,0.38
21309,255,15,0.64
21310,28143,2,0.41
21311,24868,14,0.42
21312,31441,1,0.56
21313,1056,18,0.64
21314,29856,14,0.36
21315,28731,19,0.12
21316,8935,11,0.98
21317,34192,2,0.87
21318,1906,5,0.12
21319,11645,5,0.1
21320,15420,3,0.75
21321,25195,4,0.24
21322,6938,16,0.58
21323,25641,6,0.99
21324,16685,16,0.0
21325,16151,12,0.62
21326,2183,2,0.99
21327,22826,2,0.93
21328,29994,1,0.97
21329,7114,13,0.29
21330,1878,12,0.47
21331,32415,5,0.55
21332,18655,2,0.57
21333,1321,12,0.57
21334,33811,10,0.62
21335,22331,19,0.07
21336,7377,15,0.89
21337,11431,17,0.62
21338,10228,19,0.18
21339,28006,13,0.44
21340,14295,9,0.11
21341,25182,11,0.68
21342,4270,1,0.27
21343,9400,5,0.97
21344,25817,13,0.67
21345,17661,4,0.01
21346,12984,7,0.48
21347,14432,13,0.22
21348,22111,17,0.38
21349,13136,10,0.05
21350,711,7,0.52
21351,9075,15,0.36
21352,32093,14,0.58
21353,28757,1,0.47
21354,6769,19,0.28
21355,34659,17,0.69
21356,20129,3,0.15
21357,23933,14,0.89
21358,201,7,0.25
21359,22636,19,0.03
21360,3098,19,0.94
21361,24145,17,0.74
21362,751,3,0.75
21363,30761,18,0.12
21364,9996,16,0.88
21365,26994,9,0.97
21366,10575,19,0.61
21367,3795,18,0.62
21368,6956,16,0.55
21369,18466,2,0.67
21370,33044,8,0.56
21371,26239,5,0.83
21372,7748,7,0.07
21373,9017,9,0.21
21374,3984,4,0.12
21375,28572,12,0.83
21376,17686,12,0.4
21377,10378,15,0.17
21378,34524,2,0.17
21379,25042,13,0.4
21380,33857,15,0.56
21381,22779,3,0.82
21382,4868,3,0.53
21383,12578,6,0.1
21384,21395,10,0.8
21385,19361,19,0.9
21386,28976,11,0.41
21387,2151,6,0.33
21388,20299,5,0.2
21389,9537,12,0.56
21390,33494,1,0.53
21391,26946,3,0.17
21392,32705,8,0.71
21393,18667,2,0.53
21394,30795,7,0.25
21395,34189,2,0.29
21396,33507,14,0.51
21397,20391,5,0.25
21398,22713,5,0.94
21399,29466,12,0.96
21400,25956,18,0.97
21401,11064,11,0.4
21402,32916,4,0.33
21403,23592,3,0.84
21404,7732,16,0.3
21405,27057,3,0.64
21406,13619,2,0.75
21407,13182,10,0.74
21408,26961,4,0.67
21409,11381,7,0.03
21410,16346,14,0.19
21411,32880,1,0.63
21412,22157,15,0.66
21413,6317,7,0.65
21414,26015,15,0.36
21415,5038,2,0.21
21416,23485,19,0.93
21417,21402,17,0.04
21418,17507,17,0.41
21419,11113,7,0.22
21420,11491,4,0.1
21421,626,11,0.22
21422,17330,16,0.06
21423,10159,17,0.27
21424,4572,8,0.69
21425,33321,1,0.63
21426,270,11,0.66
21427,25312,12,0.16
21428,19128,13,0.69
21429,10209,16,0.1
21430,817,6,0.45
21431,2324,11,0.4
21432,13081,5,0.09
21433,1692,4,0.09
21434,28368,19,0.52
21435,34563,14,0.34
21436,32791,18,0.08
21437,24175,11,0.25
21438,15351,5,0.83
21439,2230,7,0.39
21440,31958,8,0.03
21441,32433,15,0.88
21442,24078,8,0.16
21443,34073,3,0.55
21444,15999,4,0.67
21445,28663,9,0.01
21446,27540,3,0.12
21447,22899,6,0.73
21448,26746,4,0.23
21449,2242,8,0.82
21450,13283,1,0.78
21451,25078,19,1.0
21452,14471,3,0.41
21453,794,18,0.73
21454,31353,16,0.05
21455,2774,15,0.6
21456,13914,19,0.95
21457,31436,5,0.4
21458,4203,15,0.24
21459,25581,4,0.58
21460,32995,8,0.4
21461,11868,2,0.86
21462,30876,9,0.14
21463,1260,16,0.96
21464,8911,4,0.91
21465,2900,19,0.93
21466,15452,15,0.47
21467,26387,4,0.78
21468,29087,1,0.62
21469,20167,7,0.49
21470,19035,10,0.7
21471,14396,14,0.19
21472,23375,10,0.12
21473,20329,5,0.22
21474,13382,18,0.93
21475,5033,4,0.04
21476,24400,5,0.56
21477,34938,16,0.92
21478,12269,16,0.36
21479,10397,9,0.03
21480,3994,1,0.54
21481,34252,9,0.74
21482,16402,18,0.58
21483,3550,18,0.81
21484,2990,16,0.41
21485,8789,14,0.63
21486,29451,9,0.03
21487,30650,14,0.71
21488,33733,12,0.82
21489,29509,19,0.39
21490,9254,5,0.53
21491,33588,3,0.34
21492,10960,1,0.47
21493,34155,7,0.72
21494,34730,8,0.27
21495,10450,12,0.33
21496,15046,4,0.63
21497,26308,3,0.93
21498,50,19,0.02
21499,28021,1,0.08
21500,4052,9,0.88
21501,3457,7,0.89
21502,6758,15,0.61
21503,21016,9,0.84
21504,22512,11,0.02
21505,30184,10,0.32
21506,31672,13,0.21
21507,16516,14,0.27
21508,15292,4,0.03
21509,9130,17,0.89
21510,10029,16,0.54
21511,28700,1,0.04
21512,32104,6,0.13
21513,26187,7,0.2
21514,16097,15,0.92
21515,31084,6,0.68
21516,15218,3,0.04
21517,31518,3,0.72
21518,28425,2,0.59
21519,27980,13,0.34
21520,19934,15,0.45
21521,20308,19,0.06
21522,11302,11,0.43
21523,23014,12,0.87
21524,11783,19,0.15
21525,14537,13,0.85
21526,6705,1,0.93
21527,23461,9,0.41
21528,31331,14,0.43
21529,3322,10,0.76
21530,21223,17,0.61
21531,7367,16,0.48
21532,6398,5,0.85
21533,19621,3,0.15
21534,2347,5,0.72
21535,25724,17,0.69
21536,10457,10,0.22
21537,4214,15,0.71
21538,32898,15,0.73
21539,24128,6,0.3
21540,9213,4,0.71
21541,12818,5,0.22
21542,20802,11,0.89
21543,32722,2,0.74
21544,528,11,0.6
21545,30766,12,0.01
21546,28540,5,0.16
21547,438,8,0.97
21548,16305,14,0.4
21549,6818,1,0.7
21550,32487,18,0.63
21551,29430,10,0.66
21552,9740,14,0.58
21553,22426,3,0.22
21554,10560,11,0.41
21555,34734,4,0.89
21556,8151,14,0.87
21557,26252,9,0.19
21558,18299,8,0.04
21559,29528,8,0.16
21560,2132,9,0.28
21561,23146,1,0.75
21562,20182,17,0.71
21563,19466,2,0.5
21564,6492,11,0.83
21565,8513,18,0.16
21566,19873,11,0.14
21567,7490,10,0.8
21568,3380,8,0.46
21569,34554,11,0.55
21570,27825,18,0.26
21571,26944,2,0.09
21572,2987,8,0.01
21573,24460,19,0.83
21574,19051,10,0.32
21575,33341,8,0.73
21576,2355,8,0.62
21577,23051,3,0.78
21578,19280,11,0.53
21579,17145,1,0.08
21580,5411,4,0.82
21581,5148,5,0.88
21582,6962,13,0.72
21583,8690,3,0.35
21584,5372,3,0.18
21585,19619,18,0.57
21586,24176,16,0.49
21587,25089,9,0.3
21588,11423,7,0.58
21589,1686,12,0.68
21590,21918,10,0.65
21591,27819,13,0.99
21592,30540,6,0.49
21593,31035,8,0.76
21594,25322,5,0.53
21595,12994,5,0.37
21596,11450,5,0.96
21597,2317,5,0.13
21598,7694,3,0.6
21599,6711,1,0.84
21600,17661,19,0.16
21601,1844,4,0.41
21602,33914,5,0.81
21603,14108,16,0.29
21604,11472,19,0.7
21605,11527,2,0.27
21606,21798,15,0.41
21607,2870,8,0.2
21608,32617,16,0.25
21609,6558,7,0.27
21610,13471,7,0.83
21611,19054,15,0.22
21612,4537,2,0.29
21613,31984,14,0.12
21614,29257,14,0.46
21615,4376,2,0.85
21616,15317,16,0.16
21617,10396,13,0.91
21618,8115,5,0.67
21619,22099,1,0.35
21620,14306,8,0.06
21621,1489,18,0.31
21622,20239,14,0.1
21623,29957,18,0.57
21624,20428,2,0.66
21625,19442,1,0.12
21626,8997,17,0.61
21627,17763,19,0.32
21628,2094,11,0.88
21629,21008,7,0.75
21630,33346,5,0.47
21631,10036,3,0.99
21632,30910,1,0.03
21633,2908,1,0.22
21634,21917,19,0.49
21635,23522,18,0.46
21636,32696,13,0.56
21637,16700,1,0.45
21638,22699,1,0.47
21639,7598,3,0.89
21640,34722,11,0.94
21641,28821,5,0.13
21642,12316,19,0.91
21643,29012,4,0.2
21644,17244,17,0.73
21645,24783,7,0.9
21646,21507,19,0.98
21647,24997,18,0.82
21648,24396,19,0.15
21649,19391,8,0.16
21650,19105,17,0.94
21651,33838,12,0.9
21652,4616,14,0.81
21653,14210,18,0.43
21654,2872,10,0.81
21655,12063,4,0.2
21656,7109,18,0.1
21657,1533,5,0.52
21658,30891,11,0.74
21659,7526,5,0.55
21660,14584,4,0.89
21661,2256,10,0.76
21662,2919,6,0.11
21663,18236,5,0.2
21664,24144,9,0.15
21665,28281,9,0.98
21666,12305,7,0.48
21667,18653,3,0.23
21668,33177,4,0.64
21669,14586,2,0.48
21670,5776,7,0.04
21671,13901,18,0.69
21672,16256,7,0.86
21673,28560,10,0.32
21674,20371,2,0.71
21675,25005,9,0.64
21676,16027,4,0.3
21677,10994,5,0.22
21678,30726,19,0.2
21679,33057,15,0.74
21680,21220,15,0.81
21681,33654,13,0.51
21682,34177,18,0.07
21683,27398,4,0.56
21684,22394,12,0.58
21685,11420,8,0.62
21686,1650,8,0.94
21687,26480,10,1.0
21688,13849,17,0.3
21689,10143,17,0.18
21690,32773,4,0.27
21691,32444,17,0.44
21692,2638,7,0.16
21693,2264,3,0.59
21694,33673,9,0.67
21695,23240,15,0.67
21696,459,1,0.86
21697,32779,3,0.57
21698,11341,2,0.89
21699,20775,18,0.34
21700,29907,1,0.83
21701,18399,6,0.26
21702,32704,8,0.94
21703,2126,7,0.08
21704,29975,13,0.29
21705,15664,7,0.95
21706,24340,16,0.85
21707,6011,7,0.7
21708,3446,16,0.89
21709,14142,16,0.87
21710,18489,9,0.47
21711,30845,14,0.26
21712,24564,19,0.17
21713,1111,9,0.88
21714,30579,12,0.88
21715,29620,8,0.12
21716,288,11,0.6
21717,26435,9,0.42
21718,10577,10,0.23
21719,27230,6,0.39
21720,19424,2,0.72
21721,24719,3,0.48
21722,18467,14,0.3
21723,23657,17,0.92
21724,17175,10,0.0
21725,13509,8,0.77
21726,10360,5,0.7
21727,17788,13,0.0
21728,6900,1,0.15
21729,31989,16,0.39
21730,8234,7,0.01
21731,30140,13,0.22
21732,15999,6,0.72
21733,25610,18,0.27
21734,19956,18,0.62
21735,19978,3,0.29
21736,4568,2,0.45
21737,26493,14,0.12
21738,9632,12,0.14
21739,32167,12,0.93
21740,1127,17,0.03
21741,9379,13,0.17
21742,17285,15,0.47
21743,28411,17,0.17
21744,10568,9,0.68
21745,22939,15,0.01
21746,8186,12,0.63
21747,5527,11,0.29
21748,2243,1,0.95
21749,22793,9,0.38
21750,9489,4,0.78
21751,4682,9,0.91
21752,15300,1,0.31
21753,10206,7,0.78
21754,16790,11,0.25
21755,18846,16,0.93
21756,14003,5,0.5
21757,3253,11,0.79
21758,31111,8,0.56
21759,28671,9,0.32
21760,5834,13,0.81
21761,14171,18,0.36
21762,19285,18,0.62
21763,19119,17,0.07
21764,20235,18,0.19
21765,5171,7,0.65
21766,9323,4,0.06
21767,5931,2,0.73
21768,6177,7,0.73
21769,29467,9,0.15
21770,23268,15,0.66
21771,11091,9,0.5
21772,1067,17,0.73
21773,19006,16,0.84
21774,29840,4,0.71
21775,31243,3,0.82
21776,12303,17,0.73
21777,21602,5,0.21
21778,29499,18,0.14
21779,22780,9,1.0
21780,11317,10,0.61
21781,46,15,0.99
21782,18665,1,0.89
21783,30395,6,0.64
21784,15162,3,0.86
21785,19221,1,0.32
21786,26930,3,0.26
21787,12487,15,0.84
21788,21297,8,0.47
21789,1230,1,0.15
21790,26535,11,0.98
21791,9024,11,0.57
21792,4999,11,0.78
21793,16188,18,0.27
21794,4721,8,0.64
21795,28118,4,0.4
21796,31699,10,0.99
21797,5726,9,0.43
21798,34441,2,0.2
21799,16966,15,0.03
21800,33101,17,0.03
21801,17167,8,0.73
21802,25536,6,0.64
21803,29435,14,0.04
21804,16808,1,0.79
21805,4306,2,0.89
21806,27248,6,0.43
21807,34560,14,0.57
21808,29148,14,0.0
21809,10685,14,0.93
21810,458,4,0.42
21811,13535,2,0.34
21812,28587,8,0.84
21813,18305,13,0.08
21814,1288,12,0.32
21815,17797,16,0.55
21816,32865,4,0.48
21817,14006,13,0.31
21818,29626,16,0.6
21819,31071,3,0.22
21820,19838,15,0.78
21821,21089,13,0.57
21822,4668,9,0.76
21823,19937,16,0.71
21824,32291,12,0.54
21825,9836,14,0.65
21826,1140,2,0.98
21827,1903,17,0.27
21828,26472,6,0.66
21829,3641,6,0.89
21830,17057,18,0.63
21831,14849,1,0.25
21832,20330,18,0.41
21833,34960,12,0.96
21834,34736,19,0.24
21835,6477,2,0.79
21836,34275,15,0.3
21837,8385,1,0.93
21838,2733,17,0.1
21839,22436,17,0.8
21840,1317,8,0.16
21841,16173,2,0.46
21842,15996,8,0.21
21843,2203,18,0.16
21844,29973,11,0.83
21845,23507,13,0.51
21846,27941,9,0.62
21847,22294,15,0.03
21848,6829,14,0.52
21849,12316,15,0.87
21850,13140,3,0.49
21851,11099,8,0.44
21852,10150,18,0.62
21853,34192,17,0.13
21854,12390,3,0.12
21855,1466,2,0.89
21856,16788,18,0.88
21857,27656,15,0.74
21858,32218,18,0.11
21859,33602,2,0.83
21860,9079,4,0.68
21861,1071,18,0.78
21862,4545,18,0.79
21863,1340,9,0.69
21864,28431,10,0.99
21865,21065,4,0.09
21866,10198,8,0.01
21867,22102,1,0.4
21868,21042,15,0.18
21869,27089,11,0.67
21870,4252,18,0.77
21871,17363,4,0.24
21872,2273,13,0.84
21873,25368,18,0.0
21874,31398,11,0.25
21875,29544,15,0.43
21876,15143,8,0.54
21877,32978,4,0.43
21878,6784,12,0.46
21879,1422,6,0.36
21880,8429,3,0.96
21881,18720,6,0.56
21882,8026,2,0.99
21883,9191,8,0.28
21884,26543,3,0.45
21885,25015,17,0.22
21886,15959,16,0.57
21887,25030,14,0.4
21888,33220,7,0.06
21889,13115,7,0.09
21890,22472,1,0.93
21891,29541,13,0.66
21892,29407,2,0.25
21893,5895,15,0.11
21894,11119,17,0.87
21895,16958,2,0.07
21896,6965,1,0.07
21897,31986,3,0.12
21898,9196,18,0.93
21899,26432,3,0.97
21900,13543,15,0.38
21901,9268,9,0.42
21902,9370,19,0.51
21903,3684,13,0.66
21904,13367,10,0.14
21905,27277,12,0.15
21906,16266,1,0.87
21907,28027,13,0.67
21908,28342,6,0.13
21909,8308,18,0.1
21910,12970,2,0.39
21911,30354,2,0.4
21912,10525,2,0.03
21913,25173,5,0.74
21914,3311,13,0.4
21915,4704,3,0.75
21916,26536,2,0.25
21917,12382,17,0.0
21918,18492,13,0.69
21919,21015,2,0.97
21920,1494,19,0.95
21921,8722,7,0.85
21922,31360,12,0.77
21923,34720,19,0.53
21924,16139,10,0.15
21925,1647,10,0.17
21926,30176,2,0.03
21927,28920,16,0.11
21928,2747,5,0.09
21929,27901,13,0.7
21930,23067,7,0.5
21931,23798,11,0.84
21932,23837,14,0.01
21933,1892,3,0.39
21934,34711,13,0.04
21935,10518,19,0.56
21936,8956,7,0.07
21937,22326,19,0.73
21938,1703,16,0.6
21939,27852,13,0.41
21940,4908,14,0.1
21941,6764,3,0.91
21942,1580,12,0.92
21943,28995,1,0.35
21944,592,17,0.64
21945,15012,11,0.63
21946,23928,16,0.7
21947,14809,18,0.89
21948,29698,1,0.44
21949,9521,19,0.88
21950,2762,7,0.2
21951,20110,3,0.47
21952,16742,15,0.32
21953,7747,5,0.4
21954,2924,4,0.15
21955,26430,14,0.23
21956,3553,5,0.44
21957,2140,2,0.58
21958,8066,8,0.54
21959,31299,19,0.07
21960,6131,14,0.83
21961,22747,19,0.49
21962,10680,13,0.17
21963,31316,6,0.62
21964,33513,10,0.7
21965,27147,3,0.34
21966,24845,8,0.79
21967,18200,13,0.67
21968,27060,12,0.94
21969,12600,13,0.43
21970,9756,6,0.04
21971,19706,9,0.57
21972,11921,13,0.91
21973,32131,5,0.27
21974,16958,16,0.43
21975,24455,2,0.98
21976,17742,2,0.83
21977,34668,11,0.69
21978,32810,1,0.25
21979,32406,16,0.96
21980,34396,16,0.41
21981,6261,2,0.03
21982,4417,18,0.98
21983,8732,3,0.64
21984,27147,1,0.75
21985,16979,12,0.32
21986,30125,9,0.39
21987,31590,12,0.59
21988,29461,16,0.58
21989,34742,19,0.87
21990,4511,13,0.79
21991,19305,7,0.78
21992,7927,5,0.23
21993,18385,14,0.16
21994,16527,19,0.95
21995,7565,3,0.25
21996,9084,11,0.38
21997,24257,9,0.18
21998,3088,10,0.08
21999,1390,4,0.84
22000,34694,14,0.75
22001,22533,19,0.99
22002,14683,16,0.84
22003,19365,8,0.15
22004,30451,10,0.76
22005,17940,1,0.98
22006,4937,12,0.28
22007,30576,17,0.72
22008,11350,9,0.33
22009,24216,4,0.17
22010,12187,12,0.4
22011,4322,7,0.96
22012,20534,2,0.54
22013,29719,15,0.79
22014,8073,16,0.95
22015,30314,14,0.28
22016,4058,10,0.97
22017,29237,4,0.38
22018,32885,2,0.77
22019,5684,11,0.5
22020,30550,18,0.86
22021,3043,3,0.92
22022,3658,13,0.29
22023,29895,3,0.82
22024,16496,2,0.84
22025,3157,11,0.94
22026,19785,3,0.96
22027,24119,15,0.89
22028,18556,18,0.24
22029,28468,11,0.62
22030,15332,8,0.64
22031,31811,10,0.16
22032,33486,5,0.13
22033,15758,14,0.4
22034,7439,15,0.44
22035,30619,5,0.46
22036,6940,16,0.17
22037,23233,9,0.0
22038,4131,16,0.62
22039,15021,9,0.97
22040,34293,8,0.32
22041,5179,15,0.66
22042,15778,5,0.73
22043,22301,13,0.79
22044,657,18,0.9
22045,7691,16,0.03
22046,25874,18,0.9
22047,266,9,0.41
22048,15533,19,0.15
22049,8311,14,0.83
22050,5750,7,0.41
22051,5617,19,0.62
22052,9018,14,0.37
22053,22868,7,0.93
22054,18665,6,0.07
22055,2916,18,0.48
22056,27647,1,0.95
22057,7177,4,0.03
22058,34097,7,0.77
22059,27199,13,0.83
22060,21417,15,0.8
22061,25899,16,0.25
22062,803,17,0.7
22063,23058,6,0.51
22064,34001,18,0.12
22065,28413,19,0.89
22066,3383,13,0.46
22067,15480,8,0.16
22068,22913,15,0.8
22069,15299,17,0.23
22070,23296,13,0.33
22071,5244,9,0.48
22072,7285,10,0.18
22073,32771,17,0.93
22074,25400,18,0.96
22075,32161,4,0.13
22076,858,18,0.02
22077,1958,11,0.2
22078,5840,11,0.86
22079,4819,10,0.46
22080,6418,3,0.03
22081,25310,3,0.7
22082,21547,3,0.26
22083,14805,18,0.7
22084,22686,11,0.53
22085,28034,9,0.73
22086,11993,12,0.47
22087,3826,4,0.09
22088,5361,11,0.31
22089,33902,12,0.56
22090,10709,1,0.63
22091,18208,6,0.48
22092,17955,16,0.52
22093,25534,18,0.77
22094,9120,13,0.88
22095,8669,4,0.19
22096,8669,11,0.66
22097,29857,9,0.8
22098,23328,15,0.54
22099,24742,8,0.56
22100,28655,17,0.71
22101,23235,18,0.16
22102,21959,4,0.83
22103,27256,10,0.77
22104,20273,19,0.04
22105,13870,8,0.45
22106,15680,6,0.87
22107,34723,8,0.94
22108,33238,3,0.15
22109,20376,4,0.8
22110,19794,8,0.69
22111,30465,10,0.22
22112,20349,3,0.01
22113,3465,5,0.34
22114,7215,10,0.95
22115,30887,13,0.41
22116,6100,1,0.22
22117,3556,14,0.33
22118,2336,9,0.94
22119,30527,19,0.35
22120,17877,10,0.3
22121,17584,15,0.89
22122,31552,3,0.96
22123,8570,7,0.35
22124,25995,7,0.41
22125,34155,16,0.61
