inventory_event_id,part_id,stock_level,reorder_probability
20740,461,192,0.69
20741,9704,486,0.57
20742,33622,142,0.62
20743,19809,346,0.99
20744,5027,20,0.15
20745,19211,482,0.28
20746,14964,56,0.78
20747,22732,394,0.13
20748,33833,484,0.71
20749,24985,11,0.55
20750,23012,160,0.26
20751,31255,285,0.69
20752,6916,341,0.48
20753,6845,369,0.22
20754,17417,423,0.4
20755,19297,214,0.26
20756,33743,320,0.1
20757,9885,381,0.44
20758,16675,311,0.35
20759,31905,268,0.18
20760,3614,287,0.49
20761,15512,217,0.32
20762,23810,170,0.86
20763,1464,243,0.86
20764,11049,388,0.38
20765,34094,386,0.37
20766,10149,404,0.81
20767,2672,124,0.46
20768,4799,369,0.52
20769,33619,400,0.45
20770,27143,394,0.93
20771,8147,26,0.92
20772,28088,204,0.51
20773,4763,377,0.28
20774,6167,264,0.38
20775,6370,9,0.82
20776,32206,217,1.0
20777,20777,4,0.51
20778,21779,342,0.32
20779,23121,361,0.74
20780,13121,159,0.1
20781,11027,20,0.71
20782,11273,35,0.1
20783,6049,209,0.99
20784,10516,482,0.08
20785,15654,177,0.67
20786,27566,414,0.88
20787,27247,494,0.41
20788,8017,61,0.32
20789,444,461,0.47
20790,30590,195,0.97
20791,33809,398,0.12
20792,32703,190,0.3
20793,27672,111,0.43
20794,22964,9,0.69
20795,26286,406,0.42
20796,3618,203,0.86
20797,31072,318,0.68
20798,3236,245,0.53
20799,28681,163,0.92
20800,32190,486,0.11
20801,14288,8,0.1
20802,28012,151,0.65
20803,380,447,0.7
20804,6592,398,0.61
20805,30317,73,0.94
20806,31519,279,0.95
20807,1184,325,0.04
20808,15247,258,0.68
20809,30703,343,0.68
20810,18333,134,0.33
20811,19285,371,0.62
20812,8420,47,0.43
20813,13103,8,0.11
20814,17309,194,0.36
20815,20320,34,0.02
20816,9338,248,0.21
20817,13961,464,0.12
20818,19675,337,0.68
20819,8414,218,0.17
20820,8661,67,0.7
20821,29143,357,0.1
20822,29502,244,0.58
20823,19986,491,0.71
20824,19168,266,0.23
20825,1110,144,0.51
20826,24672,411,0.61
20827,6296,491,0.73
20828,29231,187,0.17
20829,17130,331,0.24
20830,10144,398,0.42
20831,33565,326,0.88
20832,6437,153,0.42
20833,6536,388,0.1
20834,11101,120,0.49
20835,33118,490,0.53
20836,212,176,0.53
20837,15399,478,0.18
20838,7738,151,0.63
20839,2421,394,0.95
20840,16870,356,0.59
20841,6686,400,0.8
20842,23760,89,0.14
20843,28027,193,0.9
20844,23016,297,0.08
20845,9477,249,0.39
20846,27302,18,0.97
20847,30256,163,0.08
20848,16540,348,0.37
20849,29768,444,0.62
20850,27424,275,0.12
20851,22453,163,0.14
20852,22640,236,0.99
20853,27452,412,0.72
20854,8490,136,0.95
20855,22291,311,0.41
20856,27611,191,0.94
20857,34939,300,0.28
20858,17060,243,0.52
20859,1862,381,0.82
20860,12182,107,0.02
20861,27860,64,0.7
20862,16783,75,0.55
20863,22688,360,0.8
20864,12168,342,0.98
20865,19580,118,0.98
20866,6367,475,0.02
20867,3652,367,0.59
20868,34950,267,0.99
20869,8185,401,0.6
20870,28318,70,0.25
20871,28508,75,0.66
20872,9601,306,0.17
20873,27018,149,0.3
20874,6269,251,0.57
20875,20956,309,0.07
20876,21064,447,0.47
20877,21278,85,0.49
20878,30946,463,0.85
20879,27249,338,0.07
20880,10745,80,0.41
20881,30377,455,0.74
20882,25755,332,0.69
20883,31937,125,0.42
20884,5868,118,0.2
20885,3474,53,0.42
20886,3590,250,0.78
20887,29746,110,0.89
20888,17674,211,0.49
20889,377,147,0.31
20890,19523,436,0.49
20891,14990,356,0.15
20892,3076,435,0.67
20893,2977,231,0.3
20894,31015,29,0.52
20895,10954,52,0.98
20896,33617,490,0.54
20897,18507,394,0.09
20898,21602,384,0.48
20899,13938,450,0.6
20900,3936,38,0.08
20901,6756,121,0.73
20902,193,358,0.16
20903,33839,255,0.56
20904,7684,228,0.87
20905,7407,376,0.52
20906,7769,483,0.62
20907,25693,475,0.18
20908,29133,337,0.29
20909,2603,13,0.87
20910,32261,15,0.3
20911,1644,381,0.54
20912,6158,486,0.5
20913,1586,388,0.38
20914,10500,466,0.5
20915,33328,37,0.13
20916,5588,243,0.45
20917,1656,481,0.35
20918,14891,220,0.38
20919,11052,342,0.17
20920,21389,381,0.16
20921,10934,67,0.01
20922,6098,365,0.37
20923,21024,173,0.27
20924,19020,129,0.14
20925,34970,93,0.01
20926,13725,374,0.38
20927,18868,432,0.98
20928,12908,201,0.77
20929,16249,173,0.66
20930,4581,298,0.04
20931,11140,193,0.93
20932,6280,334,0.94
20933,8673,74,0.2
20934,2201,77,0.71
20935,32974,110,0.47
20936,16511,19,0.28
20937,17684,0,0.22
20938,26913,88,0.86
20939,16157,205,0.03
20940,32115,67,0.77
20941,23398,400,0.15
20942,9546,309,0.85
20943,17611,380,0.26
20944,7895,199,0.76
20945,1701,424,0.08
20946,22179,201,0.67
20947,22418,156,0.06
20948,30655,344,0.44
20949,22611,214,0.03
20950,17477,148,0.13
20951,19910,161,0.19
20952,24212,152,0.01
20953,30332,150,0.78
20954,3166,406,0.96
20955,2425,415,0.79
20956,21450,122,0.33
20957,33695,61,0.6
20958,3809,156,0.96
20959,28707,298,0.13
20960,14496,405,0.73
20961,6545,299,0.18
20962,20961,186,0.66
20963,16998,92,0.82
20964,14385,496,0.26
20965,22331,304,0.05
20966,19951,261,0.23
20967,1510,95,0.08
20968,10110,462,0.88
20969,21367,442,0.27
20970,10100,219,0.47
20971,9776,193,0.35
20972,21123,190,0.88
20973,33070,282,0.48
20974,28919,160,0.84
20975,30380,134,0.41
20976,29272,138,0.68
20977,6595,218,0.13
20978,16924,382,0.61
20979,31876,176,0.72
20980,19951,119,0.87
20981,25377,132,0.26
20982,15728,441,0.07
20983,30027,362,0.75
20984,9262,107,0.33
20985,18169,15,0.14
20986,28141,340,0.42
20987,20230,213,0.91
20988,33385,247,0.46
20989,18609,364,0.05
20990,12430,115,0.91
20991,24014,481,0.04
20992,16295,183,0.46
20993,24397,398,0.75
20994,28053,160,0.1
20995,23545,99,0.2
20996,4794,475,0.8
20997,12479,117,0.47
20998,1720,163,0.21
20999,16509,45,0.59
21000,6472,11,0.55
21001,25148,294,0.58
21002,32592,350,0.05
21003,31761,196,0.34
21004,34712,81,0.33
21005,9514,180,1.0
21006,22797,248,0.12
21007,15651,9,0.99
21008,9022,315,0.51
21009,18318,179,0.79
21010,31147,469,0.06
21011,16222,331,0.74
21012,28423,273,0.76
21013,10643,156,0.08
21014,33561,79,0.95
21015,11122,87,0.87
21016,11808,70,0.16
21017,31286,291,0.01
21018,13361,370,0.05
21019,7842,326,0.13
21020,15788,244,0.85
21021,8405,374,0.45
21022,6503,491,0.25
21023,23189,372,0.28
21024,18098,436,0.9
21025,21947,82,0.59
21026,20368,212,0.63
21027,8544,408,0.74
21028,10420,232,0.89
21029,20550,432,0.26
21030,24936,53,0.19
21031,20495,255,0.84
21032,24603,314,0.83
21033,31629,324,0.37
21034,12438,95,0.66
21035,2339,23,0.49
21036,7443,372,0.67
21037,13890,220,0.98
21038,13279,126,0.67
21039,5828,34,0.04
21040,28927,494,0.3
21041,463,429,0.36
21042,12100,412,0.01
21043,6964,440,0.72
21044,28698,199,0.26
21045,9182,425,0.57
21046,5437,14,0.36
21047,7685,241,0.61
21048,13972,285,0.03
21049,6053,414,0.55
21050,21585,276,0.95
21051,27246,449,0.62
21052,27787,296,0.78
21053,32668,227,0.25
21054,5189,387,0.61
21055,13543,123,0.5
21056,20144,313,0.63
21057,27588,39,0.54
21058,8207,215,0.39
21059,8912,224,0.93
21060,22571,429,0.51
21061,9016,350,0.37
21062,21057,335,0.04
21063,26863,301,0.57
21064,30312,66,0.92
21065,8421,168,0.67
21066,27454,28,0.91
21067,16557,76,0.0
21068,31750,45,0.05
21069,29125,497,0.46
21070,12630,86,0.78
21071,1306,27,0.79
21072,6511,265,0.35
21073,33008,285,0.71
21074,24425,58,0.29
21075,3754,480,0.72
21076,18531,358,0.14
21077,12643,371,0.92
21078,23780,466,0.77
21079,3907,404,0.07
21080,14901,399,0.82
21081,27113,83,0.0
21082,16826,175,0.3
21083,23961,272,0.12
21084,246,425,0.04
21085,24501,153,0.61
21086,4248,285,0.05
21087,22612,306,0.57
21088,28496,300,0.24
21089,22492,340,0.94
21090,31703,309,0.44
21091,8860,180,0.38
21092,25580,468,0.73
21093,23803,119,0.89
21094,9693,89,0.83
21095,33580,291,0.7
21096,17785,150,0.22
21097,4303,297,0.72
21098,25605,119,0.63
21099,6242,402,0.98
21100,10455,143,0.8
21101,31235,437,0.69
21102,29429,270,0.16
21103,21436,74,0.56
21104,6007,449,0.48
21105,28463,67,0.16
21106,9992,245,0.97
21107,30856,7,0.95
21108,14171,33,0.89
21109,23787,91,0.87
21110,12765,499,0.38
21111,21943,476,0.82
21112,29836,358,0.68
21113,12415,1,0.25
21114,33775,369,0.57
21115,33472,190,0.72
21116,170,495,0.31
21117,8836,264,0.77
21118,14876,140,0.88
21119,22201,342,0.63
21120,3450,283,0.8
21121,20065,15,0.87
21122,20376,411,0.18
21123,17130,259,0.18
21124,26743,409,0.45
21125,33137,375,0.23
21126,19866,39,0.73
21127,29666,491,0.01
21128,31683,192,0.47
21129,16514,56,0.24
21130,10362,139,0.74
21131,14977,219,0.37
21132,20268,253,0.8
21133,7451,217,0.32
21134,9381,329,0.78
21135,34205,50,0.58
21136,9671,38,0.97
21137,256,370,0.07
21138,20163,245,0.13
21139,20963,26,0.72
21140,34604,376,0.43
21141,34394,4,0.24
21142,20479,491,0.81
21143,9472,17,0.55
21144,27044,91,0.91
21145,21701,55,0.02
21146,22232,413,0.57
21147,10825,352,0.14
21148,1179,336,0.12
21149,15913,245,0.86
21150,9095,187,0.48
21151,31257,154,0.5
21152,30532,239,0.06
21153,26056,284,0.98
21154,17653,288,0.17
21155,21512,0,0.67
21156,28759,81,0.83
21157,30799,2,0.98
21158,8345,2,0.23
21159,15277,446,0.23
21160,4522,387,0.37
21161,34886,92,0.04
21162,18742,355,0.73
21163,20498,102,0.11
21164,5666,33,0.12
21165,20338,300,0.75
21166,924,237,0.38
21167,34074,109,0.87
21168,28169,293,0.4
21169,7949,30,0.47
21170,19244,453,0.31
21171,19815,168,0.21
21172,1458,409,0.95
21173,24366,428,0.37
21174,1163,378,0.91
21175,7816,408,0.64
21176,22318,2,0.04
21177,31754,293,0.88
21178,33837,486,0.52
21179,7731,433,0.46
21180,6091,394,0.65
21181,18331,494,0.33
21182,4671,89,0.61
21183,25369,91,0.32
21184,19363,148,0.55
21185,33939,120,0.48
21186,10571,62,0.3
21187,26241,499,0.09
21188,23389,314,0.83
21189,20819,105,0.21
21190,26174,61,0.54
21191,9577,334,0.41
21192,25903,299,0.26
21193,26131,304,0.16
21194,5513,451,0.13
21195,33448,267,0.52
21196,23964,205,0.23
21197,12253,89,0.79
21198,17934,260,0.1
21199,22621,192,0.27
21200,19884,474,0.21
21201,24489,51,0.26
21202,6435,284,0.47
21203,22522,184,0.55
21204,1250,233,0.47
21205,17521,319,0.01
21206,7135,271,0.58
21207,18496,295,0.54
21208,1317,182,0.52
21209,6743,287,0.66
21210,2601,124,0.87
21211,10104,250,0.31
21212,14216,163,0.17
21213,4429,388,0.3
21214,13433,435,0.0
21215,12419,222,0.18
21216,21191,272,0.89
21217,13612,489,0.97
21218,23061,378,0.49
21219,4789,88,0.09
21220,10800,146,0.37
21221,27528,215,0.87
21222,12202,298,0.98
21223,33002,371,0.28
21224,12921,162,0.87
21225,14094,218,0.41
21226,7007,221,0.72
21227,34685,296,0.9
21228,19761,272,0.17
21229,16909,494,0.79
21230,7232,468,0.9
21231,23736,13,0.49
21232,12626,10,0.31
21233,23009,447,0.12
21234,5234,253,0.62
21235,26772,140,0.03
21236,17540,270,0.23
21237,13845,230,0.78
21238,33840,407,0.32
21239,21261,202,0.04
21240,19685,252,0.41
21241,20685,134,0.55
21242,24494,396,0.59
21243,15657,393,0.7
21244,30570,62,0.2
21245,8240,380,0.32
21246,6090,61,0.8
21247,2674,298,0.12
21248,28248,437,0.63
21249,24600,24,0.47
21250,2666,207,0.52
21251,23679,478,0.71
21252,14908,33,0.39
21253,11066,1,0.18
21254,17980,82,0.32
21255,21171,258,0.48
21256,23333,313,0.49
21257,22420,73,0.19
21258,31223,250,0.82
21259,10566,154,0.87
21260,16441,493,0.68
21261,7753,396,1.0
21262,15324,18,0.77
21263,22280,186,0.82
21264,11439,391,0.62
21265,278,489,0.79
21266,6489,490,0.22
21267,30851,477,0.26
21268,21975,364,0.32
21269,14832,221,0.58
21270,18642,229,0.25
21271,8454,147,0.34
21272,28973,434,0.42
21273,7265,6,0.3
21274,15321,108,0.05
21275,23021,132,0.24
21276,27015,396,0.72
21277,25136,77,0.61
21278,7087,181,0.23
21279,34868,405,0.8
21280,19219,311,0.02
21281,28551,219,0.52
21282,31313,69,0.59
21283,28214,13,0.15
21284,20164,282,0.6
21285,32230,369,0.81
21286,6924,496,0.84
21287,15895,261,0.41
21288,24543,148,0.32
21289,29461,143,0.32
21290,2439,308,0.22
21291,690,209,0.66
21292,30944,492,0.87
21293,10253,143,0.76
21294,1946,340,0.71
21295,27721,90,0.8
21296,26538,300,0.63
21297,28530,208,0.18
21298,34158,436,0.13
21299,9551,165,0.14
21300,30151,288,0.98
21301,5987,182,0.91
21302,32394,120,0.05
21303,18260,214,0.92
21304,4374,56,0.62
21305,9998,332,0.11
21306,5261,49,0.47
21307,8135,257,0.24
21308,20947,462,0.91
21309,9751,125,0.78
21310,4062,107,0.31
21311,20999,308,0.91
21312,8481,314,0.54
21313,3886,60,0.08
21314,6733,482,0.54
21315,5583,404,0.23
21316,12148,258,0.09
21317,14035,221,0.07
21318,5549,165,0.85
21319,32252,190,0.6
21320,9122,97,0.49
21321,30777,421,0.64
21322,4210,295,0.82
21323,4381,37,0.67
21324,30363,430,0.5
21325,1468,149,0.52
21326,23544,403,0.04
21327,29840,204,0.16
21328,27897,458,0.26
21329,31933,214,0.26
21330,16635,192,0.54
21331,33851,64,0.93
21332,10687,86,0.62
21333,8233,135,0.45
21334,32404,53,0.87
21335,30635,57,0.85
21336,14993,136,0.02
21337,31986,20,0.37
21338,2255,64,0.87
21339,22245,422,0.2
21340,20067,342,0.92
21341,8479,189,0.8
21342,10643,360,0.68
21343,23156,392,0.9
21344,7769,279,0.27
21345,34826,261,0.23
21346,31232,423,0.9
21347,24253,115,0.64
21348,19127,476,0.02
21349,15213,398,0.44
21350,19097,348,0.15
21351,3349,321,0.82
21352,2872,428,0.0
21353,33458,324,0.85
21354,30933,445,0.08
21355,34987,6,0.19
21356,32821,225,0.27
21357,10732,408,0.48
21358,31140,245,0.27
21359,22868,273,0.5
21360,22609,67,0.53
21361,23798,424,0.65
21362,11929,146,0.76
21363,12774,144,0.83
21364,23298,47,0.9
21365,22875,255,0.19
21366,15454,124,0.86
21367,23229,53,0.6
21368,34488,304,0.57
21369,23312,104,0.98
21370,34044,373,0.42
21371,18395,474,0.85
21372,20040,171,0.86
21373,34314,304,0.62
21374,13777,94,0.68
21375,19268,356,0.91
21376,32526,211,0.14
21377,4775,36,0.85
21378,4761,333,0.65
21379,19469,258,0.24
21380,9426,253,0.62
21381,4776,311,0.36
21382,33297,492,0.98
21383,30678,171,0.15
21384,17789,105,0.81
21385,5073,128,0.15
21386,26161,255,0.91
21387,15834,438,0.95
21388,21394,105,0.91
21389,30814,248,0.31
21390,12026,264,0.4
21391,2666,284,0.14
21392,30319,357,0.93
21393,30614,379,0.49
21394,6700,170,0.32
21395,450,119,0.45
21396,15524,87,0.52
21397,18086,359,0.02
21398,30213,34,0.58
21399,14058,246,0.76
21400,8223,167,0.79
21401,16566,400,0.59
21402,27265,146,0.07
21403,15718,374,0.13
21404,12465,447,0.29
21405,26404,80,0.55
21406,33108,11,0.22
21407,22510,191,0.63
21408,5773,110,0.93
21409,32017,201,0.57
21410,11284,465,0.69
21411,27589,470,0.98
21412,1302,400,0.46
21413,29672,316,0.15
21414,4496,365,0.74
21415,19755,235,0.16
21416,5566,168,0.38
21417,25387,395,0.83
21418,31758,262,0.48
21419,5864,99,0.25
21420,27936,151,0.38
21421,4296,205,0.7
21422,3393,348,0.69
21423,12512,497,0.2
21424,13112,447,0.55
21425,30060,411,0.22
21426,200,368,0.35
21427,9429,381,0.12
21428,20293,393,0.57
21429,1551,264,0.13
21430,1666,263,0.14
21431,9684,9,0.04
21432,33767,483,0.89
21433,25315,311,0.71
21434,2984,100,0.36
21435,27580,456,0.74
21436,4845,167,0.56
21437,30091,122,0.75
21438,4898,376,0.56
21439,27808,398,0.07
21440,11506,312,0.19
21441,15533,70,0.39
21442,3963,99,0.69
21443,30238,192,0.27
21444,33303,32,0.87
21445,12649,76,0.66
21446,23319,10,0.41
21447,30937,224,0.57
21448,18100,448,0.62
21449,20716,426,0.56
21450,23664,425,0.04
21451,17680,320,0.54
21452,48,159,0.88
21453,29958,276,0.39
21454,20336,46,0.3
21455,21552,73,0.43
21456,13287,374,0.78
21457,26841,172,0.19
21458,1420,462,0.51
21459,16353,277,0.83
21460,16752,106,0.57
21461,21639,270,0.64
21462,20057,328,0.72
21463,11136,252,0.7
21464,25916,207,0.95
21465,18669,197,0.27
21466,33986,444,0.14
21467,13220,195,0.83
21468,12786,59,0.55
21469,13682,168,0.95
21470,26616,70,0.78
21471,17131,369,0.89
21472,11648,305,0.86
21473,5662,93,0.57
21474,11050,70,0.72
21475,5778,126,0.66
21476,3522,32,0.26
21477,22780,371,0.48
21478,4804,130,0.91
21479,19469,266,0.87
21480,872,449,0.59
21481,7479,363,0.26
21482,12246,68,0.54
21483,14594,229,0.74
21484,31789,437,0.3
21485,2479,466,0.22
21486,19129,126,0.89
21487,606,405,0.33
21488,416,440,0.36
21489,6926,274,0.44
21490,10146,355,0.45
21491,25995,168,0.47
21492,5030,272,0.11
21493,22809,196,0.09
21494,5413,373,0.53
21495,2632,398,0.03
21496,30805,382,0.28
21497,19569,436,0.37
21498,14345,340,0.17
21499,23331,141,0.85
21500,14288,200,0.22
21501,4119,263,0.47
21502,8759,185,0.54
21503,14916,330,0.27
21504,20919,360,0.07
21505,12286,6,0.41
21506,8217,242,0.69
21507,7613,153,0.71
21508,90,247,0.04
21509,12617,248,0.8
21510,15099,197,0.54
21511,13022,288,0.87
21512,30665,269,0.08
21513,32252,114,0.78
21514,18972,138,0.6
21515,19695,433,0.88
21516,11806,399,0.72
21517,13159,260,0.84
21518,19096,283,0.66
21519,8117,204,0.89
21520,7051,285,0.09
21521,32264,118,0.09
21522,2895,174,0.88
21523,10043,467,0.0
21524,21188,220,0.11
21525,14200,426,0.09
21526,33751,133,0.98
21527,10430,193,0.31
21528,22912,139,0.16
21529,25848,272,0.15
21530,6130,306,0.76
21531,191,113,0.18
21532,12640,177,0.17
21533,24655,208,0.37
21534,17517,192,0.75
21535,8805,311,0.44
21536,19488,18,0.07
21537,11600,483,0.2
21538,9016,145,0.3
21539,3881,367,0.06
21540,20274,318,0.46
21541,1929,2,0.16
21542,11254,186,0.06
21543,24196,470,0.89
21544,846,182,0.64
21545,14416,23,0.55
21546,20891,370,0.1
21547,32650,432,0.23
21548,577,128,0.47
21549,12923,282,0.77
21550,25989,145,0.69
21551,9243,404,0.42
21552,24023,427,0.38
21553,20298,221,0.71
21554,26975,33,0.06
21555,26054,315,0.97
21556,4085,141,0.17
21557,13369,426,0.94
21558,28255,2,0.03
21559,11411,270,0.07
21560,1704,118,0.27
21561,9576,419,0.4
21562,19628,403,0.22
21563,8338,12,0.52
21564,31809,291,0.03
21565,19968,6,0.12
21566,17356,274,0.76
21567,15695,323,0.82
21568,11315,124,0.46
21569,10465,223,0.16
21570,21129,1,0.03
21571,14601,233,0.69
21572,34452,338,0.42
21573,19164,104,0.87
21574,23883,303,0.78
21575,33750,19,0.65
21576,29263,159,0.89
21577,29967,215,0.7
21578,29963,294,0.68
21579,13242,428,0.2
21580,10703,147,0.76
21581,33786,154,0.09
21582,20802,56,0.27
21583,22101,68,0.6
21584,1349,240,0.29
21585,11940,406,0.2
21586,6623,34,0.21
21587,7262,55,0.18
21588,23652,340,0.65
21589,8959,431,0.32
21590,28973,169,0.08
21591,11642,127,0.44
21592,34941,302,0.27
21593,18047,258,0.84
21594,32850,77,0.72
21595,20506,468,0.82
21596,34994,220,0.61
21597,3228,408,0.28
21598,34930,158,0.03
21599,22864,115,0.41
21600,9574,181,0.49
21601,4115,462,0.08
21602,29021,404,0.72
21603,29102,184,0.9
21604,22441,167,0.75
21605,7141,261,0.49
21606,13906,119,0.54
21607,32778,191,0.84
21608,26823,229,1.0
21609,9630,314,0.82
21610,30030,476,0.65
21611,13925,192,0.51
21612,24857,294,0.85
21613,5184,309,0.78
21614,31638,431,0.42
21615,22216,56,0.74
21616,1159,102,0.65
21617,8116,269,0.01
21618,16038,474,0.02
21619,26658,405,0.81
21620,16552,267,0.22
21621,24292,249,0.28
21622,18310,100,0.16
21623,8684,111,0.01
21624,34094,74,0.37
21625,9371,213,0.9
21626,30263,428,0.51
21627,192,413,0.26
21628,23359,161,0.32
21629,2073,384,0.62
21630,30944,161,0.32
21631,10966,212,0.8
21632,14432,155,0.01
21633,1571,479,0.03
21634,2287,180,0.88
21635,6661,440,0.06
21636,2217,404,0.18
21637,6275,356,0.79
21638,18946,373,0.26
21639,2938,237,0.62
21640,27900,442,0.8
21641,23259,187,0.57
21642,16901,209,0.8
21643,1297,137,0.5
21644,25406,372,0.65
21645,24821,312,0.01
21646,20645,219,0.08
21647,8615,353,0.76
21648,26659,95,0.08
21649,11776,396,0.23
21650,4829,416,0.37
21651,16977,442,0.01
21652,33174,394,0.87
21653,25549,391,0.58
21654,4331,256,0.57
21655,16387,192,0.71
21656,26216,282,0.69
21657,17406,353,0.81
21658,14192,233,0.82
21659,19762,480,0.6
21660,24575,12,0.72
21661,22508,492,0.8
21662,33322,79,0.02
21663,2017,376,0.75
21664,34629,204,0.26
21665,21709,39,0.88
21666,27005,61,0.08
21667,30578,456,0.04
21668,26376,436,0.45
21669,8501,231,0.52
21670,19021,98,0.96
21671,23708,487,0.13
21672,2684,431,0.5
21673,21622,405,0.59
21674,14457,47,0.66
21675,5372,131,0.32
21676,1135,73,0.31
21677,403,88,0.18
21678,29652,117,0.04
21679,30485,57,0.09
21680,15936,437,0.86
21681,10660,74,0.47
21682,23361,348,0.89
21683,17894,482,0.49
21684,17486,131,0.14
21685,11882,494,0.8
21686,24011,257,0.73
21687,10394,6,0.34
21688,15788,213,0.56
21689,33122,111,0.35
21690,23161,73,0.37
21691,22378,86,0.86
21692,15734,259,0.99
21693,29860,407,0.82
21694,5523,206,0.36
21695,32616,448,0.82
21696,34129,405,0.77
21697,168,418,0.69
21698,14503,41,0.08
21699,10952,369,0.34
21700,32165,273,0.3
21701,13125,233,0.17
21702,6828,152,0.4
21703,15616,145,0.98
21704,20585,449,0.75
21705,2118,111,0.23
21706,13299,116,0.68
21707,30863,87,0.37
21708,3383,246,0.31
21709,32011,370,0.09
21710,32919,182,0.8
21711,28753,48,0.38
21712,26842,397,0.17
21713,34946,182,0.64
21714,22380,272,0.3
21715,9296,36,0.21
21716,20228,59,0.43
21717,10812,12,0.4
21718,5986,407,0.22
21719,29265,497,0.68
21720,33417,347,0.9
21721,9329,127,0.66
21722,26417,108,0.24
21723,7282,435,0.06
21724,6802,197,0.19
21725,1656,98,0.2
21726,21679,495,0.33
21727,22125,95,0.88
21728,27704,366,0.27
21729,26434,489,0.04
21730,16810,264,0.64
21731,853,74,0.13
21732,25378,213,0.32
21733,294,241,0.85
21734,9211,313,0.22
21735,31448,427,0.98
21736,19972,219,0.37
21737,6452,390,0.09
21738,12022,220,0.95
21739,9250,124,0.83
21740,34076,443,0.63
21741,23706,267,0.2
21742,18325,107,0.67
21743,17914,185,0.85
21744,26275,366,0.52
21745,24993,413,0.54
21746,30368,340,0.36
21747,6094,259,0.64
21748,6427,369,0.66
21749,8963,59,0.29
21750,7783,271,0.48
21751,24914,127,0.48
21752,3397,78,0.94
21753,5832,76,0.3
21754,29387,317,0.82
21755,21831,43,0.7
21756,1461,195,0.96
21757,1725,6,0.65
21758,9910,160,0.39
21759,8525,237,0.11
21760,6509,1,0.02
21761,28311,314,0.31
21762,12623,22,0.1
21763,12469,214,0.19
21764,14598,379,0.74
21765,28587,253,0.64
21766,24186,49,1.0
21767,26945,137,0.78
21768,16867,216,0.69
21769,4489,21,0.72
21770,16416,137,0.87
21771,16294,480,0.07
21772,11280,131,0.52
21773,19803,106,0.01
21774,21117,473,0.61
21775,157,393,0.95
21776,4713,378,0.12
21777,15138,46,0.64
21778,4505,392,0.99
21779,25114,471,0.57
21780,20022,409,0.5
21781,11847,235,0.88
21782,31622,11,0.31
21783,7492,22,0.51
21784,10063,137,0.16
21785,2142,95,0.68
21786,34084,349,0.99
21787,28189,244,0.17
21788,26427,268,0.41
21789,23443,463,0.65
21790,4530,186,0.7
21791,20566,169,0.31
21792,24909,42,0.67
21793,29408,422,0.46
21794,569,442,0.19
21795,27812,125,0.48
21796,24820,243,0.2
21797,16372,152,0.45
21798,17251,25,0.73
21799,20996,267,0.06
21800,5950,187,0.22
21801,33693,457,0.55
21802,25974,345,0.86
21803,2532,453,0.31
21804,7117,253,0.14
21805,15380,438,0.57
21806,28726,362,0.3
21807,30327,493,0.65
21808,30252,7,0.57
21809,27060,328,0.53
21810,17147,272,0.21
21811,2172,344,0.96
21812,24974,68,0.65
21813,8575,435,0.71
21814,20357,189,0.86
21815,11984,385,0.17
21816,15435,462,0.16
21817,5198,208,0.07
21818,7345,346,0.19
21819,34006,237,0.63
21820,29590,333,0.3
21821,20591,266,0.73
21822,30905,153,0.95
21823,14734,303,0.68
21824,29472,437,0.45
21825,29035,384,0.78
21826,13464,113,0.3
21827,3764,44,0.31
21828,4897,122,0.15
21829,9700,15,0.85
21830,20412,326,0.99
21831,14207,44,0.79
21832,28212,211,0.6
21833,33238,274,0.82
21834,6390,291,0.51
21835,5503,140,0.38
21836,17209,432,0.91
21837,33717,329,0.03
21838,4407,283,0.81
21839,10772,385,0.61
21840,11304,17,0.0
21841,16186,237,0.78
21842,5190,235,0.52
21843,30298,8,0.87
21844,15443,428,0.87
21845,352,265,0.05
21846,29163,267,0.06
21847,3538,132,0.83
21848,28988,94,0.56
21849,967,94,0.1
21850,12219,471,0.99
21851,11698,292,0.78
21852,32779,52,0.86
21853,12761,422,0.74
21854,31982,63,0.76
21855,10687,347,0.16
21856,8514,218,0.19
21857,15120,270,0.64
21858,26478,17,0.83
21859,20848,11,0.72
21860,9731,93,0.79
21861,8714,186,0.89
21862,8319,181,0.41
21863,19762,486,0.18
21864,2302,418,0.54
21865,30129,17,0.55
21866,34881,496,0.3
21867,6052,174,0.26
21868,14875,159,0.61
21869,24698,497,0.16
21870,8812,93,0.98
21871,4569,6,0.95
21872,10750,347,0.25
21873,10270,311,0.67
21874,5353,100,0.36
21875,1903,308,0.36
21876,10523,467,0.53
21877,28734,276,0.12
21878,26519,0,0.7
21879,31125,431,0.4
21880,17087,138,0.64
21881,17654,28,0.62
21882,13949,10,0.8
21883,22853,303,0.82
21884,885,336,0.37
21885,12685,200,0.07
21886,22725,384,0.64
21887,7840,114,0.99
21888,19251,469,0.47
21889,51,314,0.84
21890,2346,365,0.01
21891,5086,444,0.06
21892,19555,277,0.16
21893,3821,274,0.56
21894,21055,10,0.48
21895,17731,261,0.84
21896,9902,24,0.56
21897,13603,128,0.22
21898,20115,168,0.19
21899,33716,131,0.09
21900,28888,123,0.33
21901,3728,479,0.99
21902,19324,191,0.25
21903,24646,402,0.76
21904,4817,336,0.98
21905,22933,10,0.77
21906,13249,324,0.04
