part_id,part_name,criticality_level
21577,Battery,Medium
21578,Battery,Low
21579,Brake,Medium
21580,Brake,High
21581,Engine,High
21582,Sensor,High
21583,Brake,High
21584,Engine,Medium
21585,Engine,Low
21586,Brake,Low
21587,Battery,Low
21588,Sensor,Medium
21589,Sensor,High
21590,Battery,High
21591,Battery,Low
21592,Engine,Low
21593,Brake,High
21594,Engine,Medium
21595,Brake,Low
21596,Battery,Low
21597,Engine,High
21598,Sensor,Medium
21599,Engine,Low
21600,Battery,Low
21601,Engine,Low
21602,Engine,Medium
21603,Brake,High
21604,Engine,High
21605,Sensor,Low
21606,Brake,Medium
21607,Brake,Low
21608,Sensor,High
21609,Battery,Medium
21610,Brake,High
21611,Brake,Medium
21612,Engine,Medium
21613,Engine,Medium
21614,Battery,Medium
21615,Brake,Medium
21616,Sensor,High
21617,Battery,High
21618,Battery,Medium
21619,Sensor,Low
21620,Battery,High
21621,Brake,Medium
21622,Engine,Medium
21623,Engine,Low
21624,Brake,High
21625,Sensor,Medium
21626,Brake,High
21627,Sensor,Low
21628,Sensor,Medium
21629,Engine,High
21630,Battery,High
21631,Sensor,Medium
21632,Sensor,Medium
21633,Battery,High
21634,Sensor,Medium
21635,Sensor,Medium
21636,Engine,Low
21637,Engine,Low
21638,Brake,Medium
21639,Sensor,High
21640,Brake,Low
21641,Engine,Low
21642,Sensor,High
21643,Battery,Medium
21644,Engine,High
21645,Engine,High
21646,Sensor,Low
21647,Sensor,High
21648,Battery,Medium
21649,Sensor,Medium
21650,Sensor,Low
21651,Brake,Medium
21652,Engine,Medium
21653,Brake,Low
21654,Battery,High
21655,Sensor,Low
21656,Brake,Low
21657,Brake,High
21658,Sensor,High
21659,Battery,High
21660,Sensor,High
21661,Battery,Low
21662,Engine,Low
21663,Engine,Low
21664,Brake,High
21665,Battery,High
21666,Engine,High
21667,Battery,Medium
21668,Engine,Low
21669,Sensor,Medium
21670,Battery,High
21671,Sensor,Medium
21672,Engine,Low
21673,Battery,High
21674,Brake,Medium
21675,Brake,Medium
21676,Engine,Low
21677,Sensor,Low
21678,Brake,Low
21679,Brake,High
21680,Sensor,Medium
21681,Engine,High
21682,Brake,High
21683,Battery,High
21684,Brake,Medium
21685,Sensor,High
21686,Sensor,Medium
21687,Engine,Low
21688,Sensor,High
21689,Engine,Low
21690,Battery,Low
21691,Engine,Low
21692,Battery,Low
21693,Sensor,Medium
21694,Brake,High
21695,Sensor,Low
21696,Brake,Low
21697,Battery,Low
21698,Brake,Low
21699,Brake,High
21700,Engine,Low
21701,Sensor,High
21702,Brake,Medium
21703,Brake,Low
21704,Brake,Medium
21705,Sensor,Low
21706,Engine,High
21707,Sensor,High
21708,Sensor,High
21709,Engine,High
21710,Brake,High
21711,Sensor,Medium
21712,Sensor,Low
21713,Sensor,High
21714,Engine,Low
21715,Engine,High
21716,Battery,Medium
21717,Brake,Medium
21718,Engine,Low
21719,Brake,Medium
21720,Battery,Low
21721,Battery,High
21722,Engine,Low
21723,Sensor,High
21724,Battery,Low
21725,Battery,Medium
21726,Battery,High
21727,Battery,Medium
21728,Battery,High
21729,Engine,High
21730,Sensor,Medium
21731,Battery,Medium
21732,Sensor,Low
21733,Battery,High
21734,Engine,Low
21735,Sensor,Low
21736,Engine,Medium
21737,Brake,Medium
21738,Brake,High
21739,Sensor,High
21740,Engine,Low
21741,Sensor,Medium
21742,Brake,Medium
21743,Engine,High
21744,Sensor,High
21745,Sensor,Low
21746,Battery,Medium
21747,Engine,High
21748,Sensor,Medium
21749,Engine,Medium
21750,Brake,Medium
21751,Sensor,Medium
21752,Sensor,High
21753,Brake,Medium
21754,Sensor,High
21755,Battery,Medium
21756,Sensor,Medium
21757,Brake,Low
21758,Engine,Medium
21759,Battery,Low
21760,Sensor,Low
21761,Sensor,High
21762,Sensor,Medium
21763,Battery,Medium
21764,Sensor,Low
21765,Engine,Low
21766,Battery,Low
21767,Sensor,High
21768,Battery,High
21769,Engine,High
21770,Engine,Medium
21771,Sensor,Low
21772,Battery,Low
21773,Engine,High
21774,Sensor,Medium
21775,Brake,High
21776,Brake,Medium
21777,Sensor,Low
21778,Brake,Medium
21779,Battery,Medium
21780,Sensor,Medium
21781,Engine,Low
21782,Battery,Low
21783,Engine,High
21784,Engine,High
21785,Battery,Low
21786,Brake,Low
21787,Battery,High
21788,Battery,Medium
21789,Sensor,Low
21790,Battery,High
21791,Brake,High
21792,Battery,Low
21793,Brake,Low
21794,Brake,High
21795,Battery,Low
21796,Brake,High
21797,Brake,High
21798,Brake,High
21799,Engine,Medium
21800,Sensor,Medium
21801,Brake,Medium
21802,Battery,High
21803,Engine,High
21804,Brake,Low
21805,Sensor,Medium
21806,Sensor,Low
21807,Battery,Low
21808,Brake,High
21809,Battery,Medium
21810,Sensor,Low
21811,Brake,Low
21812,Brake,Medium
21813,Battery,Low
21814,Engine,Medium
21815,Battery,Low
21816,Sensor,High
21817,Engine,Low
21818,Sensor,High
21819,Brake,High
21820,Brake,Medium
21821,Brake,Low
21822,Brake,High
21823,Sensor,High
21824,Sensor,Low
21825,Engine,Medium
21826,Engine,Low
21827,Brake,Medium
21828,Brake,High
21829,Sensor,Medium
21830,Battery,Low
21831,Battery,High
21832,Sensor,Low
21833,Engine,Low
21834,Sensor,Low
21835,Engine,Low
21836,Sensor,High
21837,Battery,High
21838,Battery,High
21839,Battery,Medium
21840,Brake,Low
21841,Brake,Low
21842,Battery,Low
21843,Sensor,High
21844,Brake,High
21845,Brake,Medium
21846,Sensor,Medium
21847,Sensor,Medium
21848,Battery,Medium
21849,Sensor,Low
21850,Brake,Low
21851,Battery,Low
21852,Brake,Medium
21853,Battery,Low
21854,Sensor,Medium
21855,Engine,Medium
21856,Engine,Low
21857,Brake,Medium
21858,Engine,Medium
21859,Battery,High
21860,Engine,Low
21861,Sensor,Medium
21862,Battery,Low
21863,Battery,Medium
21864,Engine,Low
21865,Battery,High
21866,Sensor,Low
21867,Battery,Medium
21868,Engine,High
21869,Sensor,High
21870,Battery,Low
21871,Brake,Low
21872,Brake,Low
21873,Sensor,High
21874,Battery,Low
21875,Brake,Low
21876,Engine,Low
21877,Sensor,High
21878,Engine,Medium
21879,Battery,High
21880,Battery,Medium
21881,Sensor,High
21882,Brake,Low
21883,Sensor,Low
21884,Brake,Medium
21885,Sensor,High
21886,Battery,Medium
21887,Brake,Low
21888,Engine,High
21889,Brake,Medium
21890,Engine,High
21891,Engine,Medium
21892,Engine,Medium
21893,Battery,High
21894,Brake,Medium
21895,Sensor,Low
21896,Battery,Medium
21897,Battery,Medium
21898,Battery,Medium
21899,Engine,Medium
21900,Engine,Medium
21901,Engine,Low
21902,Sensor,Medium
21903,Engine,Low
21904,Brake,Medium
21905,Engine,Low
21906,Sensor,High
21907,Sensor,Medium
21908,Sensor,High
21909,Brake,High
21910,Battery,Medium
21911,Sensor,High
21912,Sensor,High
21913,Battery,Low
21914,Sensor,Low
21915,Sensor,Low
21916,Battery,High
21917,Sensor,High
21918,Sensor,Low
21919,Brake,Low
21920,Engine,High
21921,Battery,Low
21922,Brake,High
21923,Sensor,High
21924,Brake,High
21925,Engine,High
21926,Sensor,Medium
21927,Sensor,Low
21928,Engine,High
21929,Brake,Medium
21930,Battery,High
21931,Battery,Low
21932,Sensor,Low
21933,Brake,High
21934,Sensor,Medium
21935,Battery,Medium
21936,Brake,High
21937,Sensor,Low
21938,Sensor,Medium
21939,Engine,High
21940,Engine,High
21941,Battery,High
21942,Sensor,High
21943,Brake,Low
21944,Brake,Medium
21945,Battery,Medium
21946,Engine,Medium
21947,Brake,High
21948,Brake,High
21949,Battery,Medium
21950,Engine,Low
21951,Engine,Low
21952,Brake,High
21953,Engine,High
21954,Sensor,Low
21955,Battery,Medium
21956,Battery,Medium
21957,Engine,Low
21958,Battery,High
21959,Sensor,Medium
21960,Sensor,Low
21961,Engine,Low
21962,Engine,Medium
21963,Brake,Medium
21964,Brake,Low
21965,Sensor,Medium
21966,Battery,High
21967,Brake,Medium
21968,Brake,Medium
21969,Brake,High
21970,Sensor,High
21971,Engine,Medium
21972,Brake,Low
21973,Sensor,Low
21974,Brake,Medium
21975,Battery,High
21976,Engine,High
21977,Sensor,High
21978,Engine,Low
21979,Battery,High
21980,Brake,High
21981,Battery,Low
21982,Sensor,High
21983,Battery,Medium
21984,Brake,Medium
21985,Brake,Low
21986,Battery,Low
21987,Battery,Medium
21988,Engine,High
21989,Sensor,Medium
21990,Brake,Medium
21991,Battery,High
21992,Battery,Low
21993,Battery,Medium
21994,Engine,Low
21995,Brake,Medium
21996,Engine,Low
21997,Sensor,High
21998,Brake,High
21999,Engine,Medium
22000,Battery,Low
22001,Battery,Medium
22002,Brake,Low
22003,Sensor,High
22004,Sensor,High
22005,Battery,High
22006,Sensor,Low
22007,Brake,Medium
22008,Sensor,Low
22009,Battery,High
22010,Battery,Medium
22011,Engine,Low
22012,Brake,High
22013,Engine,Medium
22014,Brake,High
22015,Sensor,Low
22016,Battery,Medium
22017,Sensor,Medium
22018,Engine,High
22019,Engine,Medium
22020,Battery,Low
22021,Brake,High
22022,Sensor,High
22023,Brake,Medium
22024,Sensor,High
22025,Brake,Low
22026,Sensor,Low
22027,Sensor,Low
22028,Brake,Medium
22029,Engine,High
22030,Brake,Medium
22031,Engine,High
22032,Sensor,Medium
22033,Brake,Medium
22034,Sensor,Low
22035,Battery,Medium
22036,Sensor,Low
22037,Engine,Medium
22038,Engine,High
22039,Brake,Medium
22040,Sensor,High
22041,Engine,Medium
22042,Engine,High
22043,Sensor,Medium
22044,Sensor,High
22045,Engine,Medium
22046,Engine,High
22047,Brake,Medium
22048,Sensor,Low
22049,Sensor,Medium
22050,Battery,High
22051,Battery,Low
22052,Sensor,Low
22053,Brake,Low
22054,Engine,High
22055,Engine,Low
22056,Sensor,Low
22057,Brake,Low
22058,Sensor,Low
22059,Brake,Medium
22060,Sensor,Low
22061,Sensor,High
22062,Brake,High
22063,Engine,Low
22064,Brake,Low
22065,Battery,Low
22066,Brake,High
22067,Sensor,Medium
22068,Brake,Medium
22069,Brake,High
22070,Sensor,Medium
22071,Engine,Medium
22072,Engine,High
22073,Engine,High
22074,Sensor,High
22075,Battery,Medium
22076,Brake,Medium
22077,Brake,High
22078,Sensor,Low
22079,Battery,Low
22080,Battery,Medium
22081,Brake,High
22082,Battery,Medium
22083,Engine,Low
22084,Sensor,Low
22085,Engine,Low
22086,Sensor,High
22087,Sensor,High
22088,Brake,High
22089,Brake,Low
22090,Sensor,Medium
22091,Engine,High
22092,Brake,Low
22093,Battery,Medium
22094,Sensor,Low
22095,Brake,Medium
22096,Battery,Low
22097,Engine,Medium
22098,Sensor,Medium
22099,Battery,Medium
22100,Sensor,Medium
22101,Engine,High
22102,Battery,Medium
22103,Battery,Low
22104,Brake,Low
22105,Battery,Medium
22106,Sensor,Low
22107,Engine,Low
22108,Brake,Medium
22109,Engine,High
22110,Sensor,Medium
22111,Battery,Medium
22112,Brake,High
22113,Brake,Medium
22114,Sensor,Medium
22115,Engine,High
22116,Brake,High
22117,Brake,Low
22118,Battery,Medium
22119,Sensor,Medium
22120,Brake,Medium
22121,Engine,Low
22122,Brake,Low
22123,Sensor,High
22124,Sensor,Low
22125,Battery,High
22126,Brake,Low
22127,Engine,Medium
22128,Battery,Medium
22129,Brake,Medium
22130,Sensor,Low
22131,Sensor,Medium
22132,Battery,Low
22133,Engine,Medium
22134,Battery,Low
22135,Battery,High
22136,Sensor,Medium
22137,Battery,Medium
22138,Battery,Low
22139,Sensor,High
22140,Engine,Low
22141,Battery,High
22142,Engine,Medium
22143,Battery,Low
22144,Sensor,Low
22145,Brake,High
22146,Brake,Medium
22147,Brake,Low
22148,Engine,Medium
22149,Battery,High
22150,Sensor,High
22151,Engine,Medium
22152,Engine,Low
22153,Battery,High
22154,Brake,High
22155,Brake,High
22156,Sensor,Medium
22157,Brake,High
22158,Brake,High
22159,Sensor,Low
22160,Battery,Low
22161,Sensor,High
22162,Battery,Medium
22163,Brake,High
22164,Engine,Medium
22165,Battery,Medium
22166,Engine,High
22167,Sensor,Medium
22168,Battery,Medium
22169,Battery,Low
22170,Brake,Medium
22171,Battery,High
22172,Brake,Medium
22173,Engine,Medium
22174,Engine,High
22175,Engine,High
22176,Battery,High
22177,Brake,High
22178,Battery,Low
22179,Battery,Low
22180,Battery,Medium
22181,Sensor,High
22182,Brake,Medium
22183,Brake,Low
22184,Sensor,Medium
22185,Battery,High
22186,Engine,Medium
22187,Brake,High
22188,Engine,High
22189,Sensor,Medium
22190,Battery,Low
22191,Battery,High
22192,Engine,Medium
22193,Sensor,High
22194,Engine,High
22195,Battery,High
22196,Engine,Low
22197,Sensor,Medium
22198,Sensor,Low
22199,Battery,Low
22200,Battery,Medium
22201,Battery,High
22202,Brake,High
22203,Brake,High
22204,Engine,Medium
22205,Battery,Medium
22206,Battery,Medium
22207,Engine,Medium
22208,Brake,Low
22209,Sensor,Medium
22210,Engine,Low
22211,Sensor,Medium
22212,Sensor,Medium
22213,Brake,Medium
22214,Sensor,Medium
22215,Brake,High
22216,Engine,Low
22217,Engine,Low
22218,Brake,Medium
22219,Sensor,High
22220,Battery,Low
22221,Sensor,Medium
22222,Engine,Low
22223,Sensor,High
22224,Sensor,Low
22225,Battery,Low
22226,Battery,Medium
22227,Sensor,Low
22228,Sensor,Medium
22229,Sensor,High
22230,Sensor,High
22231,Engine,High
22232,Brake,Low
22233,Brake,Medium
22234,Engine,High
22235,Engine,Medium
22236,Battery,Low
22237,Sensor,Low
22238,Battery,Low
22239,Engine,Low
22240,Battery,High
22241,Battery,High
22242,Sensor,High
22243,Battery,Medium
22244,Engine,Medium
22245,Brake,High
22246,Sensor,Medium
22247,Battery,Low
22248,Sensor,High
22249,Brake,High
22250,Battery,High
22251,Engine,Low
22252,Brake,Medium
22253,Engine,High
22254,Sensor,High
22255,Engine,Medium
22256,Brake,Medium
22257,Engine,Medium
22258,Sensor,High
22259,Brake,Medium
22260,Brake,Low
22261,Engine,Low
22262,Engine,High
22263,Engine,High
22264,Engine,Medium
22265,Battery,Low
22266,Battery,Low
22267,Battery,High
22268,Sensor,Medium
22269,Brake,Low
22270,Sensor,High
22271,Brake,Low
22272,Battery,Medium
22273,Brake,High
22274,Engine,Low
22275,Brake,High
22276,Engine,High
22277,Battery,Low
22278,Engine,Medium
22279,Battery,Medium
22280,Battery,High
22281,Sensor,Low
22282,Brake,Low
22283,Engine,Low
22284,Battery,Medium
22285,Sensor,Low
22286,Engine,High
22287,Battery,High
22288,Brake,Medium
22289,Engine,Low
22290,Brake,Low
22291,Brake,Medium
22292,Battery,Low
22293,Sensor,High
22294,Engine,Medium
22295,Brake,Low
22296,Engine,Medium
22297,Battery,Low
22298,Engine,Low
22299,Sensor,Low
22300,Battery,Medium
22301,Battery,Low
22302,Engine,Low
22303,Battery,High
22304,Battery,Medium
22305,Battery,High
22306,Brake,Medium
22307,Brake,High
22308,Engine,Medium
22309,Brake,Medium
22310,Sensor,Low
22311,Battery,Medium
22312,Brake,Medium
22313,Brake,Low
22314,Engine,High
22315,Battery,Low
22316,Engine,High
22317,Battery,Low
22318,Sensor,Low
22319,Engine,High
22320,Battery,Medium
22321,Brake,Medium
22322,Battery,High
22323,Engine,Medium
22324,Sensor,Medium
22325,Brake,Medium
22326,Engine,Medium
22327,Battery,High
22328,Sensor,High
22329,Sensor,Low
22330,Engine,High
22331,Sensor,Low
22332,Brake,High
22333,Engine,High
22334,Battery,Low
22335,Sensor,High
22336,Sensor,Medium
22337,Engine,Medium
22338,Brake,High
22339,Brake,Low
22340,Battery,Medium
22341,Brake,High
22342,Sensor,High
22343,Sensor,High
22344,Battery,High
22345,Sensor,Low
22346,Battery,Low
22347,Engine,Low
22348,Battery,Low
22349,Sensor,Low
22350,Engine,High
22351,Brake,Medium
22352,Brake,Low
22353,Engine,Low
22354,Battery,Medium
22355,Engine,Low
22356,Engine,High
22357,Brake,Low
22358,Engine,Medium
22359,Sensor,Medium
22360,Engine,Low
22361,Sensor,High
22362,Sensor,Medium
22363,Battery,High
22364,Sensor,Medium
22365,Engine,Low
22366,Brake,Low
22367,Brake,Medium
22368,Brake,High
22369,Battery,High
22370,Engine,Low
22371,Brake,High
22372,Battery,Medium
22373,Engine,Medium
22374,Battery,Medium
22375,Brake,Medium
22376,Battery,High
22377,Battery,Medium
22378,Engine,Low
22379,Brake,Low
22380,Sensor,Medium
22381,Sensor,Low
22382,Sensor,Low
22383,Engine,Low
22384,Engine,Low
22385,Engine,Low
22386,Battery,Low
22387,Brake,High
22388,Sensor,Medium
22389,Engine,Low
22390,Engine,Medium
22391,Battery,Medium
22392,Brake,Low
22393,Battery,High
22394,Sensor,Medium
22395,Engine,High
22396,Battery,Low
22397,Engine,High
22398,Sensor,Medium
22399,Sensor,Medium
22400,Battery,Medium
22401,Sensor,High
22402,Battery,Low
22403,Engine,High
22404,Brake,Medium
22405,Battery,Medium
22406,Engine,Low
22407,Battery,High
22408,Sensor,Medium
22409,Brake,Medium
22410,Brake,Low
22411,Sensor,High
22412,Engine,High
22413,Battery,Low
22414,Battery,Low
22415,Sensor,Medium
22416,Battery,High
22417,Sensor,Low
22418,Battery,Low
22419,Sensor,Medium
22420,Engine,Medium
22421,Engine,Low
22422,Engine,Low
22423,Battery,Medium
22424,Engine,High
22425,Sensor,High
22426,Battery,Medium
22427,Battery,High
22428,Battery,High
22429,Brake,Low
22430,Brake,High
22431,Sensor,Low
22432,Battery,High
22433,Sensor,Medium
22434,Battery,High
22435,Battery,Low
22436,Brake,Medium
22437,Brake,Low
22438,Sensor,Medium
22439,Battery,Medium
22440,Brake,High
22441,Engine,High
22442,Engine,Low
22443,Battery,Medium
22444,Engine,Low
22445,Engine,High
22446,Brake,Medium
22447,Engine,Low
22448,Battery,Low
22449,Brake,Medium
22450,Battery,High
22451,Sensor,Medium
22452,Sensor,High
22453,Engine,Low
22454,Sensor,Low
22455,Engine,Medium
22456,Battery,Low
22457,Battery,Medium
22458,Sensor,Low
22459,Engine,Low
22460,Battery,Medium
22461,Engine,Low
22462,Engine,Medium
22463,Sensor,High
22464,Battery,Medium
22465,Battery,Low
22466,Engine,Low
22467,Battery,Medium
22468,Engine,Low
22469,Sensor,Medium
22470,Sensor,High
22471,Sensor,Medium
22472,Brake,High
22473,Engine,High
22474,Sensor,Low
22475,Sensor,Medium
22476,Engine,Low
22477,Battery,Low
22478,Engine,High
22479,Engine,Low
22480,Sensor,Low
22481,Engine,Low
22482,Battery,Low
22483,Sensor,Low
22484,Brake,Medium
22485,Sensor,Low
22486,Engine,High
22487,Battery,Medium
22488,Battery,High
22489,Sensor,High
22490,Battery,High
22491,Engine,High
22492,Battery,Medium
22493,Engine,High
22494,Brake,Low
22495,Brake,High
22496,Engine,Medium
22497,Sensor,Low
22498,Engine,Medium
22499,Engine,Low
22500,Sensor,Low
22501,Sensor,Low
22502,Engine,Medium
22503,Sensor,High
22504,Engine,Medium
22505,Engine,High
22506,Engine,Low
22507,Battery,Low
22508,Battery,Low
22509,Engine,Low
22510,Engine,High
22511,Battery,High
22512,Sensor,Low
22513,Sensor,Medium
22514,Battery,Medium
22515,Sensor,High
22516,Engine,High
22517,Battery,Low
22518,Sensor,Low
22519,Battery,Low
22520,Battery,Medium
22521,Sensor,High
22522,Engine,Medium
22523,Brake,High
22524,Engine,Low
22525,Engine,Medium
22526,Engine,Medium
22527,Brake,High
22528,Engine,Medium
22529,Sensor,Medium
22530,Sensor,Low
22531,Brake,Low
22532,Engine,Medium
22533,Engine,Low
22534,Brake,High
22535,Engine,High
22536,Sensor,Medium
22537,Engine,High
22538,Engine,High
22539,Sensor,Medium
22540,Engine,Medium
22541,Sensor,High
22542,Sensor,Medium
22543,Sensor,High
22544,Battery,Low
22545,Battery,Medium
22546,Sensor,Low
22547,Brake,Low
22548,Sensor,Low
22549,Brake,High
22550,Battery,Medium
22551,Engine,Medium
22552,Engine,High
22553,Engine,Medium
22554,Engine,Medium
22555,Sensor,High
22556,Brake,High
22557,Battery,Low
22558,Battery,Medium
22559,Engine,Low
22560,Battery,Low
22561,Sensor,Low
22562,Engine,Low
22563,Engine,Low
22564,Engine,Low
22565,Brake,High
22566,Battery,Medium
22567,Engine,High
22568,Brake,High
22569,Engine,Medium
22570,Battery,Low
22571,Brake,Medium
22572,Engine,Medium
22573,Sensor,Medium
22574,Sensor,High
22575,Brake,High
22576,Sensor,Medium
22577,Brake,Medium
22578,Engine,Medium
22579,Sensor,Low
22580,Brake,Low
22581,Battery,Medium
22582,Brake,Medium
22583,Brake,Low
22584,Battery,High
22585,Battery,Low
22586,Engine,High
22587,Battery,High
22588,Brake,Medium
22589,Battery,Low
22590,Engine,Medium
22591,Brake,Low
22592,Brake,High
22593,Sensor,Medium
22594,Sensor,High
22595,Brake,Low
22596,Brake,Medium
22597,Engine,High
22598,Brake,High
22599,Brake,High
22600,Sensor,Medium
22601,Battery,Low
22602,Engine,Medium
22603,Engine,Low
22604,Sensor,Medium
22605,Sensor,Medium
22606,Battery,High
22607,Engine,High
22608,Battery,Low
22609,Sensor,Medium
22610,Battery,Low
22611,Engine,Low
22612,Brake,Medium
22613,Battery,High
22614,Brake,Low
22615,Battery,High
22616,Sensor,Medium
22617,Sensor,Low
22618,Battery,Low
22619,Battery,Medium
22620,Brake,Low
22621,Engine,Low
22622,Sensor,High
22623,Sensor,Low
22624,Engine,High
22625,Engine,High
22626,Brake,High
22627,Engine,High
22628,Brake,High
22629,Brake,High
22630,Battery,High
22631,Sensor,Medium
22632,Brake,Low
22633,Battery,Low
22634,Battery,Medium
22635,Sensor,Low
22636,Battery,Medium
22637,Sensor,Medium
22638,Brake,High
22639,Brake,Medium
22640,Sensor,Low
22641,Brake,Low
22642,Sensor,Low
22643,Battery,High
22644,Engine,Low
22645,Battery,Low
22646,Sensor,Low
22647,Battery,Low
22648,Engine,High
22649,Sensor,High
22650,Brake,High
22651,Battery,Low
22652,Engine,Low
22653,Engine,High
22654,Engine,High
22655,Brake,High
22656,Brake,Medium
22657,Engine,Medium
22658,Engine,Low
22659,Brake,Low
22660,Sensor,Medium
22661,Brake,Low
22662,Battery,High
22663,Brake,Medium
22664,Sensor,High
22665,Sensor,Low
22666,Sensor,Medium
22667,Sensor,Medium
22668,Brake,High
22669,Sensor,Medium
22670,Brake,Medium
22671,Sensor,Medium
22672,Sensor,Medium
22673,Brake,High
22674,Battery,High
22675,Sensor,Medium
22676,Battery,Low
22677,Engine,Low
22678,Sensor,Low
22679,Sensor,High
22680,Sensor,Low
22681,Engine,Low
22682,Battery,Medium
22683,Sensor,Medium
22684,Brake,Medium
22685,Engine,High
22686,Battery,Low
22687,Battery,High
22688,Engine,Low
22689,Sensor,High
22690,Sensor,Medium
22691,Engine,High
22692,Engine,Medium
22693,Engine,Low
22694,Sensor,Low
22695,Engine,High
22696,Engine,High
22697,Battery,Low
22698,Brake,High
22699,Engine,Medium
22700,Brake,Medium
22701,Battery,Medium
22702,Engine,High
22703,Brake,High
22704,Sensor,High
22705,Brake,Low
22706,Engine,Medium
22707,Sensor,Medium
22708,Battery,Low
22709,Brake,Medium
22710,Engine,High
22711,Engine,Low
22712,Sensor,High
22713,Brake,High
22714,Sensor,High
22715,Sensor,Medium
22716,Sensor,Medium
22717,Engine,Low
22718,Sensor,Low
22719,Engine,Low
22720,Brake,Low
22721,Brake,High
22722,Sensor,High
22723,Battery,Medium
22724,Brake,Low
22725,Brake,High
22726,Sensor,Low
22727,Battery,Low
22728,Battery,Medium
22729,Sensor,Medium
22730,Sensor,Medium
22731,Brake,Low
22732,Brake,Low
22733,Battery,Low
22734,Brake,Medium
22735,Battery,Low
22736,Sensor,Low
22737,Sensor,Medium
22738,Battery,Medium
22739,Battery,Low
22740,Sensor,Medium
22741,Battery,Low
22742,Engine,Medium
22743,Engine,Medium
22744,Sensor,High
22745,Engine,Low
22746,Battery,Low
22747,Battery,Medium
22748,Battery,High
22749,Engine,Low
22750,Engine,Low
22751,Sensor,Low
22752,Engine,Low
22753,Engine,Low
22754,Engine,Medium
22755,Brake,Medium
22756,Engine,High
22757,Sensor,Low
22758,Sensor,High
22759,Sensor,Low
22760,Engine,High
22761,Brake,High
22762,Engine,Low
22763,Battery,Low
22764,Engine,Medium
22765,Sensor,Medium
22766,Brake,Low
22767,Engine,Low
22768,Sensor,Low
22769,Engine,Medium
22770,Sensor,Medium
22771,Brake,Medium
22772,Sensor,Medium
22773,Sensor,High
22774,Battery,Low
22775,Engine,Low
22776,Battery,Medium
22777,Sensor,High
22778,Engine,Low
22779,Battery,Low
22780,Brake,High
22781,Battery,High
22782,Sensor,Low
22783,Sensor,High
22784,Engine,High
22785,Sensor,Low
22786,Battery,High
22787,Battery,Low
22788,Sensor,High
22789,Brake,Medium
22790,Sensor,Medium
22791,Brake,Low
22792,Engine,Medium
22793,Battery,High
22794,Sensor,Medium
22795,Sensor,High
22796,Battery,Low
22797,Battery,Low
22798,Sensor,Low
22799,Battery,High
22800,Engine,Low
22801,Battery,High
22802,Battery,High
22803,Brake,High
22804,Sensor,High
22805,Brake,Low
22806,Battery,Medium
22807,Battery,Medium
22808,Brake,Low
22809,Brake,Low
22810,Brake,High
22811,Sensor,High
22812,Brake,High
22813,Brake,Medium
22814,Battery,High
22815,Engine,Medium
22816,Engine,Low
22817,Sensor,Low
22818,Engine,Low
22819,Brake,Low
22820,Brake,Low
22821,Battery,Medium
22822,Engine,High
22823,Engine,Low
22824,Battery,Low
22825,Battery,Low
22826,Engine,Medium
22827,Sensor,Medium
22828,Brake,Low
22829,Brake,Low
22830,Engine,Low
22831,Engine,High
22832,Battery,Medium
22833,Sensor,High
22834,Battery,High
22835,Brake,High
22836,Sensor,High
22837,Sensor,High
22838,Brake,High
22839,Battery,Medium
22840,Sensor,Medium
22841,Battery,Low
22842,Battery,Low
22843,Battery,Medium
22844,Engine,High
22845,Battery,Medium
22846,Battery,High
22847,Sensor,High
22848,Battery,Medium
22849,Engine,Low
22850,Battery,Medium
22851,Sensor,Medium
22852,Brake,Medium
22853,Sensor,Low
22854,Battery,Low
22855,Battery,High
22856,Brake,Medium
22857,Sensor,Medium
22858,Engine,High
22859,Engine,High
22860,Brake,High
22861,Battery,Low
22862,Battery,Low
22863,Sensor,Medium
22864,Engine,Low
22865,Engine,Medium
22866,Battery,High
22867,Engine,High
22868,Battery,High
22869,Brake,High
22870,Battery,Low
22871,Engine,High
22872,Battery,High
22873,Battery,High
22874,Battery,Low
22875,Brake,Low
22876,Engine,High
22877,Engine,High
22878,Battery,High
22879,Brake,Low
22880,Engine,Low
22881,Battery,Medium
22882,Battery,Low
22883,Engine,Low
22884,Battery,High
22885,Engine,Low
22886,Sensor,Low
22887,Battery,Medium
22888,Battery,Low
22889,Engine,Low
22890,Battery,High
22891,Engine,High
22892,Sensor,Medium
22893,Engine,High
22894,Engine,Low
22895,Sensor,Low
22896,Sensor,Medium
22897,Engine,Medium
22898,Sensor,High
22899,Brake,Low
22900,Brake,High
22901,Battery,High
22902,Sensor,Medium
22903,Brake,Low
22904,Sensor,Low
22905,Brake,High
22906,Sensor,Low
22907,Brake,Medium
22908,Engine,High
22909,Engine,Medium
22910,Brake,Low
22911,Sensor,Low
22912,Brake,Medium
22913,Battery,High
22914,Engine,Low
22915,Battery,Low
22916,Brake,High
22917,Engine,Medium
22918,Engine,High
22919,Sensor,Medium
22920,Brake,Low
22921,Engine,High
22922,Engine,Low
22923,Brake,Medium
22924,Battery,High
22925,Engine,High
22926,Sensor,High
22927,Battery,Low
22928,Sensor,High
22929,Brake,Medium
22930,Battery,Low
22931,Sensor,Medium
22932,Battery,High
22933,Brake,Low
22934,Battery,Medium
22935,Sensor,Medium
22936,Sensor,Medium
22937,Engine,Low
22938,Sensor,Medium
