warranty_event_id,vehicle_id,claim_cost,failure_confirmed
13478,9381,1388.99,1
13479,21456,3071.16,0
13480,28166,3335.43,1
13481,12857,2531.06,0
13482,32039,3359.65,0
13483,8264,1000.99,0
13484,25228,2134.2,0
13485,14498,3803.04,0
13486,23319,2464.27,1
13487,15771,2878.42,1
13488,32093,385.27,1
13489,23147,2640.15,0
13490,12049,2362.33,0
13491,4712,3910.98,0
13492,31883,2190.06,1
13493,10888,2398.61,1
13494,18629,360.92,0
13495,30769,2053.52,0
13496,34773,2037.8,1
13497,12051,3568.82,0
13498,7254,4818.72,1
13499,34687,4869.48,0
13500,18051,1584.87,0
13501,25411,272.64,1
13502,8527,1789.22,0
13503,33559,592.54,1
13504,11433,971.48,0
13505,19171,2527.77,1
13506,29265,4320.18,1
13507,16052,2893.62,0
13508,16551,938.07,0
13509,1698,668.41,0
13510,13437,216.4,1
13511,6962,1674.85,1
13512,18599,1328.53,1
13513,27295,1235.14,0
13514,8607,2556.78,1
13515,29723,897.12,1
13516,28390,1404.18,1
13517,4183,3019.45,0
13518,29869,1586.12,1
13519,23897,4770.11,0
13520,5025,4768.44,1
13521,23506,572.02,1
13522,2205,3728.56,0
13523,21271,2357.05,1
13524,30190,1203.92,1
13525,16068,3780.89,1
13526,23192,4396.22,0
13527,16804,267.9,0
13528,1178,4294.1,0
13529,21460,552.14,0
13530,29529,1130.18,1
13531,19447,1192.15,0
13532,74,1471.89,1
13533,24703,2671.6,0
13534,22800,1170.98,0
13535,27902,311.93,1
13536,27854,1578.14,0
13537,2356,2968.56,0
13538,31496,2799.94,1
13539,2936,1371.74,1
13540,34008,2737.58,1
13541,10860,4272.14,0
13542,13881,482.66,0
13543,21060,2336.1,1
13544,25528,4917.86,1
13545,20082,2377.46,1
13546,12858,3468.36,0
13547,13674,3894.02,0
13548,32689,2128.96,1
13549,12225,3138.48,1
13550,6279,4585.51,1
13551,12069,2241.91,0
13552,28204,2658.61,0
13553,8592,3760.63,1
13554,27380,3456.94,1
13555,24274,4532.64,0
13556,8515,2927.07,0
13557,5495,4919.94,1
13558,24927,3158.04,0
13559,29954,1121.95,0
13560,25158,2494.44,0
13561,14450,2299.21,0
13562,8153,2588.66,0
13563,26970,3797.38,0
13564,24517,4858.56,0
13565,4206,4968.08,1
13566,19602,4401.42,0
13567,4065,3441.66,0
13568,2342,991.94,0
13569,30531,3234.88,0
13570,26957,3896.75,1
13571,15589,2118.59,0
13572,21522,3595.23,1
13573,6399,4794.63,1
13574,19011,2574.63,0
13575,598,516.56,0
13576,20515,3330.58,0
13577,28232,1321.78,0
13578,18054,2756.03,0
13579,26441,2257.01,0
13580,19481,3971.91,1
13581,18400,4189.52,1
13582,21724,251.28,0
13583,24787,2482.31,0
13584,5888,2471.3,0
13585,14643,3250.82,1
13586,2235,2763.95,1
13587,2838,2691.34,1
13588,27049,3114.03,1
13589,3726,4236.69,0
13590,4570,4198.23,0
13591,903,3362.62,0
13592,32542,4660.08,1
13593,22869,1057.52,1
13594,11406,2741.4,1
13595,1082,3456.35,0
13596,22154,2857.5,0
13597,25900,502.95,0
13598,9003,4691.87,1
13599,14099,518.43,0
13600,27974,1998.06,1
13601,10631,282.02,1
13602,29878,1066.16,0
13603,1189,3108.45,1
13604,12974,4729.33,1
13605,20580,3804.87,0
13606,29617,2811.11,1
13607,25810,2382.69,0
13608,21172,2250.2,0
13609,28271,1882.69,0
13610,14269,3389.32,1
13611,14131,929.77,1
13612,32839,1475.0,0
13613,31811,4218.05,0
13614,7411,952.67,0
13615,34504,2557.76,1
13616,14755,1347.52,1
13617,34992,4912.51,1
13618,4657,3034.13,0
13619,12191,3632.86,0
13620,17733,317.13,0
13621,33295,1450.14,0
13622,13441,2376.29,0
13623,6053,4534.42,1
13624,629,751.81,0
13625,12520,2680.28,0
13626,11762,2702.85,1
13627,5946,2171.52,0
13628,13752,2765.81,1
13629,28512,3672.82,0
13630,22896,3888.87,0
13631,18114,3703.0,0
13632,24587,209.8,0
13633,5737,1898.06,1
13634,30994,2014.31,0
13635,12777,4072.08,0
13636,5850,3732.49,0
13637,21813,3140.27,0
13638,31382,3183.94,1
13639,20025,4466.52,1
13640,5453,3233.1,0
13641,11955,1384.83,1
13642,31536,4358.24,0
13643,31914,888.2,1
13644,6968,4694.68,1
13645,1308,1067.13,1
13646,8556,2914.08,1
13647,31033,4270.22,0
13648,17093,1254.3,1
13649,15180,3440.47,1
13650,30902,2370.24,0
13651,12090,3233.32,0
13652,32046,992.62,1
13653,18048,1043.33,1
13654,28401,1056.83,0
13655,21403,1737.53,1
13656,23430,2849.29,1
13657,6740,1087.01,1
13658,9089,1108.94,0
13659,32829,3150.41,0
13660,32194,1514.25,1
13661,28458,1911.41,1
13662,15554,1131.71,1
13663,15893,4334.95,0
13664,17142,1876.89,1
13665,17108,3986.45,0
13666,12823,3676.47,1
13667,7964,373.91,0
13668,14663,896.22,0
13669,31477,4938.44,0
13670,2841,1370.26,0
13671,31895,4493.54,1
13672,12402,3867.89,1
13673,32756,3898.6,0
13674,3191,4277.84,0
13675,7283,3138.83,0
13676,6321,3111.82,0
13677,6746,3618.57,1
13678,27118,2117.14,0
13679,5602,4898.96,0
13680,23097,2161.18,0
13681,16641,898.23,0
13682,3630,3469.77,1
13683,11329,2281.61,1
13684,2634,2984.2,1
13685,9720,842.86,0
13686,16205,4070.78,0
13687,27375,4028.35,1
13688,4661,3283.42,1
13689,4044,1379.57,0
13690,8538,1919.9,1
13691,23624,1842.05,1
13692,25784,3695.71,0
13693,32575,4786.42,0
13694,16559,2612.28,0
13695,11293,3956.57,1
13696,28493,2849.21,1
13697,14620,367.04,0
13698,6622,114.08,1
13699,14985,2346.85,1
13700,22564,4506.6,0
13701,20377,2568.18,1
13702,29945,2997.77,1
13703,24777,3390.23,1
13704,12299,1587.36,1
13705,25188,4825.04,0
13706,15092,421.23,0
13707,25167,940.73,0
13708,5001,4325.42,0
13709,25892,4586.77,0
13710,30728,341.46,1
13711,33593,3225.46,0
13712,10715,925.73,1
13713,15361,3010.41,0
13714,27648,3139.82,1
13715,31562,105.6,1
13716,24745,3181.25,1
13717,13255,3401.24,1
13718,22857,1689.15,1
13719,23698,2796.51,1
13720,27449,3044.74,1
13721,18925,1988.32,1
13722,2609,4710.64,1
13723,6199,3922.6,1
13724,23775,164.23,1
13725,13220,3921.66,1
13726,2387,3870.19,0
13727,8928,1516.51,0
13728,7191,3223.05,0
13729,27068,4869.0,1
13730,12143,1538.21,0
13731,8719,1634.81,1
13732,12733,2166.49,1
13733,34916,4403.62,0
13734,9675,117.12,1
13735,25332,468.58,0
13736,11305,3194.65,1
13737,17745,795.59,0
13738,31337,4635.54,0
13739,12206,1377.8,0
13740,15029,1169.16,1
13741,13112,674.64,1
13742,33197,4867.52,1
13743,30914,2320.28,1
13744,28094,4031.23,0
13745,3048,1551.26,1
13746,24240,1376.69,0
13747,4809,4638.75,0
13748,10715,4504.51,0
13749,304,2908.25,1
13750,2753,4114.36,0
13751,15396,4017.65,0
13752,29035,2132.96,1
13753,22212,313.47,0
13754,20290,4426.55,1
13755,14869,313.23,1
13756,10797,123.56,0
13757,19265,4086.67,1
13758,27689,2064.22,0
13759,9485,1166.98,0
13760,29090,1571.44,0
13761,34295,816.85,1
13762,14421,906.08,1
13763,30005,4337.89,1
13764,22568,1116.68,1
13765,12669,1128.99,0
13766,33082,1278.36,1
13767,29491,301.71,1
13768,15805,3452.55,1
13769,13252,4686.28,1
13770,21712,1725.07,0
13771,6680,1934.16,0
13772,32881,148.41,1
13773,30625,3838.51,1
13774,9794,1486.36,1
13775,5866,2275.07,1
13776,8958,325.35,0
13777,17264,4938.34,1
13778,6936,4698.41,1
13779,11406,707.65,0
13780,7547,3641.56,0
13781,30525,1203.79,0
13782,4744,2878.04,1
13783,23309,4057.07,0
13784,3602,3466.2,1
13785,14778,1406.28,0
13786,33092,765.78,1
13787,26340,1652.22,0
13788,20143,1602.91,1
13789,9797,562.0,1
13790,17213,2124.08,0
13791,17060,2250.87,1
13792,27674,2715.21,0
13793,13681,678.54,1
13794,26435,2113.11,1
13795,1399,3381.51,0
13796,4011,2749.24,1
13797,31020,1432.85,0
13798,34329,4301.9,0
13799,8181,583.03,0
13800,15022,4542.09,1
13801,18804,4023.35,1
13802,22048,2019.17,0
13803,7958,4432.39,0
13804,19670,4731.8,1
13805,3884,4363.88,0
13806,21443,321.73,0
13807,18836,4773.86,0
13808,29879,2865.95,1
13809,4321,2245.71,0
13810,9593,1232.7,1
13811,7720,1382.38,0
13812,9288,3721.57,1
13813,8554,3552.38,1
13814,20798,3888.33,0
13815,17166,2649.26,0
13816,29178,1434.92,1
13817,27654,4018.79,0
13818,15407,1901.64,1
13819,32659,4165.19,1
13820,16733,2878.31,1
13821,4175,4715.99,0
13822,16113,397.91,1
13823,10254,1438.1,1
13824,29912,2790.11,1
13825,18902,4872.58,1
13826,12589,2492.55,1
13827,11516,3841.04,0
13828,17955,4434.04,1
13829,28512,869.13,1
13830,22007,1437.31,1
13831,6559,2810.92,1
13832,3867,1534.58,0
13833,12305,4272.09,0
13834,566,888.76,0
13835,26371,4107.56,0
13836,4714,2133.71,0
13837,19099,206.0,1
13838,7838,3612.31,0
13839,22556,2361.11,0
13840,32467,4638.24,1
13841,16633,3507.77,1
13842,31724,1982.9,0
13843,34861,4467.41,0
13844,2936,873.94,1
13845,103,3888.6,0
13846,26594,2442.83,1
13847,4023,3095.12,1
13848,7132,145.31,1
13849,4640,3360.6,0
13850,1317,3588.85,0
13851,10394,1191.86,0
13852,14186,2688.78,1
13853,14180,1877.03,0
13854,3871,4436.06,1
13855,26235,1963.85,1
13856,28143,606.98,0
13857,21812,4060.05,0
13858,8874,4052.89,0
13859,17372,3712.51,0
13860,29547,2844.72,0
13861,18107,4286.88,0
13862,2255,1773.16,0
13863,21207,653.24,1
13864,34366,2920.25,1
13865,3990,4622.58,1
13866,29497,258.67,0
13867,13180,1145.25,1
13868,29835,4909.54,0
13869,14248,1771.91,0
13870,26542,4342.8,1
13871,8605,2104.06,0
13872,28345,3844.84,1
13873,15141,3699.58,1
13874,26750,4395.83,0
13875,31223,4011.75,0
13876,10609,2388.79,0
13877,4670,3653.87,1
13878,7382,3037.73,1
13879,30123,1065.44,1
13880,2619,4438.88,0
13881,18727,2513.3,0
13882,26052,1918.44,1
13883,11072,539.35,1
13884,28506,3730.29,1
13885,5017,366.84,0
13886,22269,1347.28,1
13887,24754,462.42,0
13888,346,2482.31,0
13889,23773,4469.44,0
13890,28581,1333.2,1
13891,28590,1583.52,1
13892,3345,3875.11,0
13893,19539,3969.43,0
13894,34536,204.79,1
13895,23838,1279.32,1
13896,18197,2593.17,0
13897,11056,761.15,1
13898,32304,2814.45,0
13899,30563,4820.71,0
13900,23836,2551.26,1
13901,382,606.37,0
13902,20063,4598.79,1
13903,7063,2469.77,1
13904,19396,2003.19,1
13905,4391,2613.38,1
13906,13188,4538.01,1
13907,27697,3875.4,1
13908,15323,1668.68,0
13909,31033,294.86,0
13910,2274,4587.98,0
13911,16192,4938.31,0
13912,27911,2830.17,0
13913,7624,1024.83,1
13914,33581,1669.19,1
13915,3397,4473.56,0
13916,9777,187.64,1
13917,25753,2207.52,0
13918,7299,4660.14,1
13919,5185,3972.35,1
13920,14092,1942.34,1
13921,12914,4872.72,1
13922,2873,3326.48,0
13923,24348,4649.89,1
13924,7659,654.83,0
13925,20642,424.17,1
13926,32636,3610.3,0
13927,8305,1630.47,0
13928,25149,137.37,0
13929,29495,2125.72,1
13930,10892,1069.87,0
13931,30026,4982.43,1
13932,11894,861.44,1
13933,1453,2143.92,0
13934,34410,4858.76,1
13935,30068,3356.42,1
13936,8124,1575.29,1
13937,29367,3747.72,0
13938,109,2268.93,1
13939,3719,4479.52,0
13940,34143,1688.92,1
13941,8878,916.02,0
13942,33736,4923.83,1
13943,19783,3378.56,0
13944,27109,4823.31,0
13945,10130,4379.16,0
13946,32212,2662.92,1
13947,20477,3928.32,1
13948,27448,4071.53,1
13949,32711,3165.71,1
13950,26742,286.36,1
13951,5914,4662.64,1
13952,2496,1598.78,0
13953,18899,1876.46,0
13954,14918,2068.94,0
13955,6340,1164.41,1
13956,32193,3355.37,0
13957,19294,2010.95,0
13958,4314,1296.17,1
13959,19054,1099.69,1
13960,32633,3246.31,1
13961,14669,2350.58,1
13962,24437,3959.61,0
13963,465,4188.5,1
13964,17196,4560.05,0
13965,15483,1275.73,0
13966,11369,769.57,1
13967,10479,1179.47,0
13968,13029,4422.6,0
13969,28973,4351.5,1
13970,3979,2863.68,1
13971,19573,2406.45,0
13972,12947,4040.13,0
13973,34044,4387.12,1
13974,30731,1406.51,0
13975,14433,550.64,0
13976,21673,4512.65,0
13977,16615,4273.49,1
13978,18488,3542.88,1
13979,18308,3922.06,1
13980,9320,1088.5,1
13981,16654,2975.08,0
13982,23519,591.18,1
13983,33980,180.04,0
13984,4899,765.48,0
13985,33508,1693.64,0
13986,22872,3642.59,1
13987,9925,1921.75,0
13988,1767,4083.6,0
13989,24168,2135.86,1
13990,5736,3283.84,1
13991,2582,3108.05,0
13992,26113,353.52,1
13993,9697,2617.09,1
13994,13632,955.36,0
13995,12387,753.71,1
13996,20263,2214.67,1
13997,27196,991.77,0
13998,14049,326.16,0
13999,32904,719.59,0
14000,11674,1824.98,0
14001,11908,4710.41,1
14002,31138,2657.75,1
14003,12285,4157.23,1
14004,5808,1444.95,0
14005,5349,1114.95,0
14006,21691,110.92,0
14007,6761,3249.57,0
14008,34285,4523.43,1
14009,21726,2234.86,1
14010,19518,3464.05,0
14011,27410,1897.99,0
14012,16483,238.96,0
14013,17785,3720.39,0
14014,22775,2032.27,1
14015,13594,2465.69,1
14016,4147,4320.39,1
14017,6619,1555.52,0
14018,22735,645.77,0
14019,23911,3448.53,0
14020,33487,1127.12,1
14021,26890,4960.17,0
14022,17445,3762.19,1
14023,23486,3574.37,1
14024,23530,2349.92,1
14025,15391,4791.33,0
14026,10201,224.36,0
14027,26770,4048.67,0
14028,7375,3930.44,1
14029,982,1060.66,1
14030,22428,1818.0,1
14031,10727,1748.28,1
14032,1141,3258.81,0
14033,18715,400.16,0
14034,20321,3908.77,1
14035,12497,4523.81,0
14036,10359,3878.52,0
14037,25605,450.15,1
14038,18500,2306.02,0
14039,5289,4670.87,0
14040,9685,1032.05,1
14041,16496,2313.21,0
14042,22063,440.02,1
14043,5360,2059.82,0
14044,2232,3052.32,1
14045,981,4816.52,0
14046,11366,162.38,0
14047,25564,595.66,0
14048,10603,725.57,1
14049,28767,2019.03,0
14050,3998,896.21,1
14051,17270,2408.94,0
14052,1246,409.27,0
14053,389,4714.37,0
14054,22111,3839.4,1
14055,26173,4042.72,1
14056,30700,3282.63,0
14057,4824,1058.81,0
14058,20993,4337.67,0
14059,8275,4619.74,1
14060,859,2184.55,0
14061,29846,3601.74,1
14062,31213,4369.03,0
14063,26003,2884.0,0
14064,24725,188.06,1
14065,7115,2573.53,1
14066,6731,1089.89,1
14067,6864,3124.49,1
14068,25109,2310.64,0
14069,25078,4810.06,1
14070,3093,3000.82,1
14071,11610,565.65,1
14072,31135,285.92,0
14073,8011,798.68,1
14074,34387,3461.26,1
14075,487,4357.02,0
14076,13847,3075.18,0
14077,17390,1824.33,0
14078,16559,1249.23,1
14079,31438,1332.04,0
14080,32350,2457.21,1
14081,30333,4916.72,0
14082,23277,1112.85,0
14083,32442,1089.52,1
14084,27734,2897.89,0
14085,5101,4618.07,0
14086,18190,2331.05,0
14087,10111,876.34,0
14088,17249,3432.22,0
14089,13649,2702.59,1
14090,34297,1878.83,1
14091,7770,4746.33,1
14092,2843,2452.25,0
14093,23898,3092.1,1
14094,7122,2388.05,1
14095,25181,2361.39,1
14096,26483,1682.88,1
14097,29821,1759.82,0
14098,34167,743.93,0
14099,31435,1267.83,0
14100,17666,730.97,0
14101,30389,3476.02,1
14102,2472,3517.03,1
14103,8631,2537.62,1
14104,3610,4491.07,0
14105,26932,4952.6,1
14106,24642,2530.03,0
14107,30024,1446.53,1
14108,5583,2176.4,1
14109,18128,312.82,1
14110,13859,3916.09,1
14111,27203,1596.17,0
14112,16744,898.88,1
14113,22904,648.42,1
14114,34953,4153.29,0
14115,19893,4458.33,0
14116,2730,4045.64,0
14117,6795,3719.33,0
14118,18953,4184.74,1
14119,20916,1168.03,1
14120,4891,3099.3,0
14121,3655,931.97,0
14122,8370,3012.0,1
14123,7142,550.34,0
14124,9760,2171.83,1
14125,18859,2593.48,0
14126,33857,2552.88,0
14127,6219,2928.32,1
14128,10901,2828.14,0
14129,32758,3021.51,1
14130,30568,4430.5,0
14131,34867,4646.56,0
14132,20686,1392.88,0
14133,32688,3053.51,1
14134,27198,410.36,1
14135,28019,3042.93,1
14136,9186,4056.51,0
14137,8691,4015.94,0
14138,31457,3548.34,1
14139,32093,3925.58,1
14140,24559,2401.79,0
14141,1898,4027.11,0
14142,9468,3536.64,0
14143,5793,4997.29,0
14144,4790,138.65,1
14145,6052,821.62,0
14146,10758,4107.82,0
14147,19783,3335.45,0
14148,1178,3977.9,1
14149,26519,3459.8,1
14150,3467,215.47,1
14151,13066,1062.48,1
14152,25760,3435.24,0
14153,7202,1559.54,1
14154,22014,3955.5,1
14155,13356,4107.5,1
14156,26524,3446.85,1
14157,24541,1284.37,0
14158,31790,4566.7,1
14159,27458,4619.47,0
14160,28837,3043.65,0
14161,15796,2875.98,0
14162,15277,158.72,1
14163,955,3130.93,0
14164,18799,3857.54,1
14165,14133,1094.88,1
14166,31568,3839.26,1
14167,32472,518.62,0
14168,33816,2050.67,0
14169,23946,4243.9,0
14170,8410,1111.14,0
14171,30328,2365.57,1
14172,32398,3669.25,0
14173,5186,4712.76,0
14174,19947,941.13,0
14175,18527,3013.19,0
14176,1141,2883.88,0
14177,1353,3552.48,0
14178,2439,3677.18,1
14179,14698,2946.78,0
14180,8403,3823.18,0
14181,13771,1567.79,1
14182,3936,3217.98,1
14183,16850,432.0,0
14184,11083,943.69,1
14185,8340,2382.56,0
14186,19335,4439.69,1
14187,27481,4748.14,1
14188,3468,1607.1,1
14189,6062,1428.71,0
14190,32292,2559.95,0
14191,7216,2899.98,0
14192,12282,295.56,1
14193,21704,4368.61,0
14194,21360,4247.8,0
14195,29701,4987.14,0
14196,32981,1075.1,1
14197,7229,3158.92,1
14198,15866,2949.22,1
14199,20458,382.56,1
14200,21170,3933.93,0
14201,32429,4512.88,0
14202,28255,2061.71,0
14203,1781,3648.15,0
14204,3375,4890.41,0
14205,29670,4128.18,1
14206,4457,762.51,1
14207,9196,4328.25,1
14208,22808,4469.13,1
14209,34325,1438.87,1
14210,19723,3880.46,0
14211,24828,1780.58,1
14212,18487,4522.67,0
14213,8920,1857.69,1
14214,14719,2325.2,1
14215,23128,4867.62,0
14216,23924,3343.0,1
14217,14345,1367.45,0
14218,26138,4353.52,1
14219,27452,832.52,1
14220,29549,4039.72,1
14221,7879,4931.71,1
14222,21505,944.33,0
14223,11941,2727.88,0
14224,25944,172.86,1
14225,33942,2553.9,0
14226,6419,3679.72,1
14227,103,2087.41,1
14228,432,4439.19,1
14229,33370,105.38,0
14230,29480,2855.85,1
14231,24486,4709.56,1
14232,58,4944.34,0
14233,9107,3374.34,0
14234,31341,3786.62,1
14235,3519,1046.3,0
14236,3664,4738.17,1
14237,22137,2101.67,1
14238,13572,4171.59,1
14239,26138,3051.87,0
14240,25875,4395.38,0
14241,8772,4630.29,0
14242,21328,4249.79,1
14243,12330,526.28,1
14244,30649,569.5,1
14245,31034,505.1,1
14246,21004,1227.43,0
14247,1624,4540.87,1
14248,5187,2545.71,0
14249,30006,466.09,1
14250,18487,2823.63,1
14251,23989,2783.49,1
14252,17220,4322.72,0
14253,27142,1446.74,1
14254,13482,3583.81,0
14255,12113,462.0,0
14256,34598,3715.43,1
14257,21899,3705.21,0
14258,11215,716.83,0
14259,17699,389.64,0
14260,12003,555.97,1
14261,17767,1201.96,0
14262,34713,1819.47,0
14263,20823,1145.03,0
14264,10666,4986.96,1
14265,30809,1888.55,1
14266,13140,530.9,1
14267,26813,1363.43,1
14268,7681,1621.8,1
14269,27203,4931.85,0
14270,29171,4989.91,1
14271,5309,569.92,0
14272,30289,779.14,0
14273,32150,2519.33,0
14274,19959,4168.41,0
14275,26205,3047.99,0
14276,25138,3093.17,1
14277,26074,2715.2,1
14278,16123,2869.77,0
14279,4410,3905.02,0
14280,31255,4709.17,0
14281,4991,4006.83,0
14282,12941,3241.53,1
14283,205,1636.64,1
14284,27331,730.99,1
14285,32965,3044.68,1
14286,6921,878.21,1
14287,33492,1351.2,1
14288,11999,3283.84,1
14289,1681,2965.07,1
14290,2594,113.39,0
14291,13627,3895.68,1
14292,15353,2521.25,0
14293,16590,426.92,1
14294,29080,1792.98,0
14295,1565,4942.61,0
14296,17212,1145.36,0
14297,21844,4694.17,1
14298,16692,1321.48,1
14299,6734,3545.91,1
14300,17337,4504.01,1
14301,34211,1132.76,0
14302,18558,4263.08,0
14303,19319,2333.63,1
14304,15206,852.72,1
14305,27803,1670.36,1
14306,14542,1053.24,1
14307,15412,4978.54,1
14308,17636,1003.96,0
14309,1481,3628.53,0
14310,33792,2495.4,1
14311,21946,3378.65,0
14312,9267,3475.25,0
14313,7993,4462.07,0
14314,30309,4559.78,0
14315,30978,1820.69,0
14316,19036,2972.03,1
14317,20663,1104.81,1
14318,7384,2096.5,0
14319,10816,3509.21,1
14320,10390,3857.21,1
14321,17375,2923.29,1
14322,10298,4634.45,0
14323,23349,4683.63,1
14324,21686,1759.33,0
14325,3070,4336.15,1
14326,25749,1209.52,1
14327,31572,3925.07,0
14328,23702,1200.82,1
14329,31034,4932.56,0
14330,22947,4753.47,0
14331,2756,4766.67,0
14332,9343,2251.56,0
14333,16611,181.81,0
14334,30046,4503.32,1
14335,410,3002.15,1
14336,17544,396.31,1
14337,18538,4600.47,0
14338,30622,4558.03,1
14339,2866,3322.87,0
14340,28809,138.47,1
14341,2846,3374.93,1
14342,9002,2602.25,0
14343,17515,3214.33,0
14344,32409,3211.59,0
14345,34489,3621.04,0
14346,2892,4107.6,0
14347,22589,2081.38,0
14348,31161,1188.18,1
14349,32639,4786.34,1
14350,24276,664.33,0
14351,23689,4024.57,0
14352,11377,1642.3,1
14353,1189,2499.38,1
14354,694,1658.71,1
14355,4944,414.23,1
14356,21888,1949.82,0
14357,1677,1504.68,0
14358,33516,1640.33,1
14359,30289,4441.77,1
14360,4267,1356.9,0
14361,450,110.37,1
14362,3856,2272.08,0
14363,16365,4254.33,1
14364,14559,3850.18,0
14365,33555,2635.7,1
14366,9076,2398.36,1
14367,21789,902.01,0
14368,33595,2247.43,0
14369,11935,3545.44,1
14370,1262,1311.66,1
14371,31812,217.2,1
14372,32045,3766.41,0
14373,10926,3944.58,1
14374,25221,3082.1,0
14375,8610,4880.8,1
14376,4853,1617.11,1
14377,29369,496.46,0
14378,28265,2622.27,0
14379,31538,1834.39,0
14380,18562,4429.41,0
14381,30719,1414.31,0
14382,14631,4906.04,0
14383,24159,3172.95,1
14384,6570,4191.67,0
14385,13087,4394.65,1
14386,26450,620.67,1
14387,31908,2587.03,0
14388,24009,684.3,1
14389,5648,1357.08,0
14390,21827,374.49,1
14391,28775,1692.75,1
14392,34992,3531.22,0
14393,13889,3666.04,0
14394,12136,3713.1,1
14395,26196,3251.7,0
14396,2260,1307.13,1
14397,4315,4668.2,0
14398,11340,557.4,1
14399,2724,2311.72,1
14400,24107,2877.95,1
14401,7108,1336.39,1
14402,34298,524.64,1
14403,220,4003.8,0
14404,23555,723.05,0
14405,32906,4345.0,0
14406,20005,969.42,1
14407,22794,2021.15,0
14408,22309,1837.73,0
14409,9482,1090.29,0
14410,16622,854.98,0
14411,3553,4370.17,1
14412,26621,969.79,1
14413,8918,2107.33,1
14414,26509,3245.01,1
14415,2443,2489.95,0
14416,24526,3934.42,0
14417,10346,1331.94,0
14418,21253,2823.81,0
14419,24050,1819.68,1
14420,34850,3437.98,1
14421,12752,1102.87,1
14422,16445,104.82,1
14423,382,3165.19,1
14424,24710,604.69,0
14425,5755,109.84,1
14426,9011,4538.73,1
14427,1337,2158.95,1
14428,34106,1730.44,1
14429,19215,4710.44,1
14430,12525,2295.8,1
14431,19620,3844.36,0
14432,16064,2359.1,0
14433,20607,4566.94,0
14434,5637,1705.02,1
14435,27506,1979.39,1
14436,23268,1447.07,1
14437,24880,1658.73,0
14438,27597,3612.92,1
14439,4465,2741.32,0
14440,27144,3992.62,1
14441,16336,2716.67,0
14442,8153,3553.35,1
14443,14652,4491.62,1
14444,24543,3227.69,0
14445,14460,1703.7,0
14446,13116,115.05,0
14447,30993,312.07,1
14448,27126,3521.75,0
14449,489,2801.42,1
14450,8344,2030.32,1
14451,14504,1063.23,1
14452,14436,4131.58,1
14453,34411,3359.83,1
14454,11820,957.61,1
14455,17658,551.4,0
14456,18434,1936.37,0
14457,4058,3291.08,1
14458,30729,1376.9,0
14459,13250,2322.37,1
14460,15140,2504.19,1
14461,13247,1532.08,0
14462,26841,3453.96,1
14463,29007,1829.65,1
14464,5394,909.33,0
14465,23945,243.94,0
14466,26614,2212.78,1
14467,34900,2383.94,1
14468,34516,1306.48,1
14469,16375,2859.7,1
14470,30426,220.24,0
14471,31916,4915.02,0
14472,25234,4991.59,1
14473,4320,4835.82,1
14474,23617,3602.79,1
14475,14993,1020.17,1
14476,3602,3790.19,1
14477,20890,3712.56,0
14478,32195,2138.85,0
14479,1236,4370.39,1
14480,10933,852.54,1
14481,4183,3278.34,0
14482,29187,1603.08,1
14483,15462,633.75,0
14484,33431,542.68,0
14485,1703,919.1,0
14486,27859,3761.52,1
14487,34924,2877.14,0
14488,21255,2626.09,0
14489,6963,2246.33,1
14490,8910,2076.4,0
14491,2226,4976.66,0
14492,27089,3638.56,1
14493,34583,1445.73,0
14494,10557,3195.67,1
14495,29340,3091.42,1
14496,27188,1845.3,1
14497,9182,2659.99,1
14498,8882,4277.76,0
14499,18587,4754.31,0
14500,14686,3126.4,0
14501,24284,3294.57,0
14502,25210,3526.72,1
14503,1176,680.2,1
14504,2513,3324.81,0
14505,16579,2775.03,0
14506,25282,2284.81,0
14507,1102,1398.79,0
14508,19648,2412.87,0
14509,34552,3620.04,0
14510,13154,2755.32,0
14511,9816,1655.56,0
14512,21803,1645.6,0
14513,14097,1248.54,0
14514,18260,4406.28,0
14515,33654,3566.68,0
14516,28855,2990.77,1
14517,16624,2768.42,1
14518,3128,721.18,0
14519,12943,4020.5,1
14520,2268,1807.98,0
14521,30364,371.9,1
14522,5680,2333.25,1
14523,13184,530.15,0
14524,26600,1809.51,1
14525,24767,3171.48,0
14526,21215,221.58,0
14527,16387,2657.68,0
14528,19750,3843.56,1
14529,27025,1116.5,0
14530,5609,3122.92,1
14531,5394,1317.94,1
14532,6432,1151.4,1
14533,9703,1034.41,1
14534,34625,773.39,0
14535,25130,3576.52,1
14536,4832,1422.08,1
14537,13380,2203.19,1
14538,27384,1732.63,0
14539,18763,3091.56,0
14540,22220,4866.18,0
14541,28070,3694.95,0
14542,28042,558.83,1
14543,7064,4053.04,1
14544,30115,3215.86,0
14545,27180,3317.76,0
14546,12565,918.25,1
14547,30366,188.6,1
14548,29418,1496.52,0
14549,15756,3728.71,0
14550,31973,336.76,0
14551,26574,1499.8,0
14552,5968,3844.3,0
14553,22463,3952.41,1
14554,5940,2403.09,0
14555,29403,4730.24,0
14556,30136,633.99,1
14557,5492,3078.06,1
14558,25556,1151.74,0
14559,27322,1235.68,1
14560,34624,3323.04,1
14561,32062,2734.88,0
14562,16095,3717.28,1
14563,18022,4685.41,1
14564,25845,3044.8,1
14565,15853,2723.89,0
14566,23315,4333.93,1
14567,32733,3945.48,0
14568,12207,4281.34,0
