event_id,time_id,vehicle_id,part_id,failure_probability,predicted_days_to_failure
13832,22613,12506,157,0.715,176
13833,23737,7100,1833,0.954,48
13834,5663,20384,23059,0.068,74
13835,8005,17680,18190,0.402,8
13836,9690,6092,19291,0.307,29
13837,4121,28305,9045,0.182,1
13838,76,30769,15267,0.108,116
13839,4346,32435,24623,0.867,41
13840,26442,2877,32469,0.851,16
13841,30626,15298,7285,0.11,10
13842,10635,17222,7304,0.907,147
13843,23959,13950,19291,0.473,138
13844,10328,5495,16121,0.958,55
13845,34641,21957,19011,0.939,145
13846,33181,9722,930,0.496,67
13847,9549,33845,33359,0.217,70
13848,8314,10571,14687,0.489,99
13849,28276,18548,6734,0.501,139
13850,21831,11310,24659,0.143,25
13851,33727,1909,21378,0.509,19
13852,6364,12677,30284,0.039,39
13853,309,34539,13975,0.552,3
13854,18054,28470,11542,0.22,122
13855,22815,12084,1029,0.482,119
13856,14185,18061,7109,0.281,148
13857,297,13456,14291,0.241,178
13858,11578,4527,15129,0.077,51
13859,25355,5285,19076,0.539,34
13860,8077,12391,30275,0.337,25
13861,2887,4210,25018,0.947,168
13862,20021,18611,20172,0.333,71
13863,13792,19318,28459,0.536,93
13864,29859,4457,1545,0.518,29
13865,31514,25605,2998,0.82,115
13866,4433,6367,12633,0.431,43
13867,28160,29148,19097,0.605,117
13868,25711,1578,3827,0.486,130
13869,15216,25215,9318,0.233,8
13870,17506,16039,28322,0.126,52
13871,6425,27609,4464,0.428,150
13872,10067,25721,1284,0.683,69
13873,34221,6238,12429,0.442,78
13874,12591,30934,27425,0.558,109
13875,27861,15544,32589,0.825,35
13876,20277,28671,33804,0.083,142
13877,15099,6542,4190,0.412,79
13878,32649,23944,19065,0.351,59
13879,160,13227,22190,0.88,110
13880,9268,29422,5701,0.1,133
13881,13929,1557,30775,0.808,7
13882,17086,34763,25868,0.198,19
13883,25042,12529,206,0.939,105
13884,33967,24693,27962,0.748,71
13885,25548,5401,29165,0.829,121
13886,27952,19850,202,0.581,18
13887,25668,24953,21617,0.404,154
13888,25314,6386,21004,0.178,151
13889,7466,30194,22078,0.525,18
13890,20584,29050,3563,0.363,30
13891,31655,28213,6891,0.955,75
13892,7238,12527,22904,0.47,112
13893,22660,30504,17210,0.379,72
13894,10018,13759,13137,0.751,16
13895,29101,34344,25277,0.819,133
13896,11163,25423,29996,0.266,69
13897,8261,4835,7154,0.992,171
13898,8572,22882,373,0.422,113
13899,13499,6815,756,0.544,143
13900,1672,1248,17170,0.834,31
13901,20555,11677,8633,0.422,137
13902,17350,14151,23308,0.27,7
13903,15215,27285,32105,0.399,8
13904,15584,12653,19334,0.464,45
13905,15204,5256,13621,0.405,140
13906,15332,8741,4066,0.458,7
13907,15392,9604,33282,0.5,85
13908,24295,4376,3667,0.192,95
13909,2165,993,5712,0.382,64
13910,25238,29275,33973,0.037,163
13911,32780,8895,32831,0.376,99
13912,1354,30844,16814,0.397,122
13913,20464,14906,19282,0.773,95
13914,95,30727,27362,0.585,174
13915,27134,20184,3984,0.429,76
13916,10335,10297,2813,0.149,19
13917,20676,25145,25641,0.453,166
13918,22634,34608,25605,0.603,140
13919,8760,33994,5100,0.588,71
13920,32377,22952,15128,0.055,9
13921,31771,1031,4572,0.601,74
13922,10300,18380,16479,0.248,133
13923,14515,16238,26779,0.24,149
13924,8249,29525,10620,0.498,104
13925,16434,31858,14200,0.674,12
13926,14657,33696,27035,0.573,126
13927,19144,16546,2109,0.033,102
13928,20364,2270,14060,0.741,105
13929,10232,4618,28613,0.287,133
13930,23086,17649,26890,0.817,160
13931,24151,10645,10666,0.902,167
13932,3331,25160,3033,0.58,161
13933,31033,14564,30839,0.891,153
13934,25884,32965,5853,0.15,152
13935,28554,890,3466,0.979,5
13936,13058,13619,6209,0.641,163
13937,13201,22626,22878,0.233,134
13938,8348,27596,15187,0.698,11
13939,25484,5115,31359,0.073,88
13940,21342,29439,30042,0.306,86
13941,3160,24057,687,0.989,12
13942,10660,32120,18985,0.888,125
13943,27168,29651,9540,0.902,77
13944,6804,22380,3672,0.293,95
13945,25316,7394,8817,0.165,125
13946,11868,14513,11992,0.108,169
13947,9454,14872,3295,0.024,167
13948,30991,5018,28768,0.479,69
13949,4976,21439,12938,0.521,123
13950,23509,33862,8581,0.686,67
13951,7380,6053,11063,0.017,136
13952,17868,23817,24658,0.059,150
13953,9808,11216,11268,0.488,114
13954,16511,28963,28552,0.256,111
13955,21269,14739,19083,0.988,136
13956,1600,26622,32595,0.528,138
13957,8989,4451,26618,0.344,128
13958,16177,26294,30994,0.492,70
13959,18195,16808,29444,0.206,148
13960,9417,30458,30312,0.986,56
13961,28851,12498,1335,0.67,101
13962,22611,5728,24931,0.012,32
13963,27324,3605,11256,0.328,141
13964,25926,12624,3510,0.101,77
13965,374,28933,20244,0.155,131
13966,31784,31997,10197,0.763,150
13967,15,3331,32790,0.728,29
13968,25402,9371,31826,0.459,138
13969,27986,31894,26454,0.291,19
13970,29348,228,5780,0.259,124
13971,20857,11289,11629,0.768,126
13972,34954,10484,8694,0.148,109
13973,7238,16446,33811,0.642,128
13974,16467,21504,8851,0.118,132
13975,28147,20353,11412,0.989,124
13976,27411,30792,34700,0.028,129
13977,28918,24287,5833,0.571,105
13978,6597,17818,27838,0.425,5
13979,1307,22269,34682,0.729,124
13980,9736,23034,2381,0.712,52
13981,9342,32108,11247,0.193,93
13982,14193,23896,19841,0.651,98
13983,12230,6060,31042,0.088,163
13984,30617,29513,12428,0.149,164
13985,8760,18896,32530,0.411,140
13986,19651,25264,16929,0.763,156
13987,10039,824,31877,0.222,5
13988,29630,14835,33567,0.245,15
13989,25268,12570,31388,0.152,82
13990,30170,34557,28594,0.521,98
13991,19181,8925,810,0.924,128
13992,3939,31468,3645,0.392,134
13993,20763,24965,2643,0.963,99
13994,31656,19156,17136,0.811,166
13995,21396,3376,1853,0.4,5
13996,31561,5978,13641,0.409,48
13997,13072,33260,13873,0.442,100
13998,17606,33403,18228,0.873,81
13999,12737,21179,11736,0.834,123
14000,1264,21629,30439,0.071,167
14001,24509,16020,31077,0.235,67
14002,27230,33272,15320,0.512,40
14003,11227,20360,8935,0.396,38
14004,2068,22220,27461,0.331,18
14005,1138,12662,24252,0.97,57
14006,8441,29711,23612,0.326,29
14007,1135,9074,14019,0.472,152
14008,13009,23699,20935,0.336,146
14009,5615,564,15614,0.106,174
14010,28021,13044,27793,0.194,57
14011,20979,24149,5183,0.053,60
14012,27723,32229,20971,0.742,151
14013,34228,33987,8314,0.587,11
14014,2899,16467,29551,0.21,19
14015,28555,17051,17443,0.574,106
14016,16215,8573,4537,0.642,79
14017,26990,34549,31386,0.542,125
14018,22612,20388,33210,0.154,54
14019,18724,22934,1555,0.561,170
14020,9571,6919,26518,0.348,103
14021,3587,16664,10628,0.883,57
14022,5396,7170,17756,0.081,176
14023,29305,34269,24028,0.752,97
14024,27057,23579,16168,0.868,27
14025,17167,17209,10809,0.61,30
14026,25567,23455,1150,0.493,157
14027,15122,14792,18921,0.999,47
14028,18615,22389,564,0.793,103
14029,17584,1672,2966,0.484,135
14030,5839,7128,23482,0.287,31
14031,7070,29217,11103,0.912,26
14032,26690,11629,600,0.465,99
14033,7259,24223,6640,0.13,147
14034,33971,14190,16304,0.477,163
14035,23873,7757,31306,0.928,65
14036,12250,17017,10451,0.004,147
14037,34013,6225,2110,0.548,95
14038,17484,18573,10038,0.298,130
14039,6546,6096,24842,0.807,3
14040,33232,5401,13977,0.905,141
14041,18555,791,1097,0.233,42
14042,25767,27962,31420,0.561,83
14043,2984,14962,22394,0.34,67
14044,21983,13253,25331,0.696,71
14045,20377,11772,5971,0.879,115
14046,33535,18288,29073,0.02,39
14047,8301,199,24290,0.49,117
14048,7530,11248,20216,0.91,47
14049,31816,7646,23561,0.05,117
14050,26705,30518,3238,0.231,108
14051,32433,30235,13093,0.439,116
14052,3036,7272,27797,0.991,16
14053,26435,1864,31697,0.059,80
14054,15144,17043,32164,0.233,149
14055,13161,2908,17615,0.392,43
14056,27617,19614,19846,0.905,175
14057,11583,18574,18044,0.138,39
14058,24032,22598,19771,0.9,164
14059,8063,18615,5818,0.972,12
14060,31012,3195,10368,0.245,66
14061,8660,3593,9994,0.3,150
14062,9129,12341,23402,0.2,84
14063,10360,34923,27653,0.327,47
14064,809,34391,11927,0.259,165
14065,10046,28251,13463,0.116,76
14066,4324,9650,14503,0.779,116
14067,12909,68,30952,0.116,12
14068,3081,29902,21211,0.613,20
14069,5307,1749,32593,0.327,128
14070,20462,29978,12327,0.381,178
14071,8832,10373,8561,0.935,153
14072,655,31322,2121,0.103,131
14073,34964,17914,19409,0.445,4
14074,18167,27258,26447,0.544,10
14075,19212,14163,17,0.577,160
14076,2653,7893,27080,0.945,20
14077,25903,30720,24591,0.739,91
14078,5137,34153,8123,0.198,58
14079,11761,29515,30409,0.407,121
14080,18904,5716,14752,0.361,154
14081,9232,16239,24646,0.589,83
14082,6292,21737,9197,0.987,3
14083,28001,2183,12808,0.875,100
14084,10925,16730,8153,0.981,45
14085,28472,25143,4763,0.204,33
14086,10742,7301,17323,0.939,2
14087,10914,33186,28391,0.034,171
14088,6146,8752,33839,0.421,11
14089,4945,10750,20623,0.277,20
14090,25670,7891,8057,0.648,98
14091,2661,25285,11196,0.103,45
14092,6963,1246,1181,0.496,125
14093,9204,32459,11743,0.8,37
14094,19906,20217,4013,0.268,4
14095,1113,1858,27844,0.778,78
14096,34443,20532,12816,0.11,142
14097,26887,29618,19484,0.957,172
14098,29152,34525,32558,0.782,63
14099,1025,28111,13694,0.68,10
14100,11961,4603,20923,0.371,10
14101,2958,15986,14314,0.9,124
14102,3357,10597,17834,0.922,13
14103,5904,15841,15253,0.978,17
14104,6008,31000,21313,0.373,100
14105,19585,19648,29404,0.501,7
14106,13597,14382,19099,0.739,152
14107,10235,10756,34356,0.449,101
14108,19746,29063,32744,0.956,10
14109,33814,29466,27847,0.44,139
14110,1880,8233,6621,0.999,24
14111,11467,28957,17039,0.239,35
14112,8351,26288,27174,0.83,169
14113,3900,31080,17273,0.362,55
14114,22067,24344,33895,0.139,142
14115,33375,13283,6118,0.273,142
14116,11424,10380,13120,0.567,75
14117,28007,4168,34422,0.313,141
14118,21458,12467,20391,0.342,129
14119,22373,25129,30573,0.422,144
14120,22322,2957,24772,0.806,159
14121,1125,2475,18590,0.564,130
14122,32205,22075,22188,0.263,105
14123,7346,9995,6700,0.774,176
14124,7725,32806,4112,0.189,111
14125,2100,17106,34809,0.73,122
14126,14397,22552,16243,0.999,69
14127,10918,27033,25334,0.427,113
14128,7904,31699,34060,0.227,134
14129,17228,19651,16473,0.734,3
14130,4195,6899,785,0.905,66
14131,21327,7828,12291,0.591,71
14132,8018,25217,18834,0.064,137
14133,26383,33473,10537,0.386,66
14134,30984,14800,5953,0.107,170
14135,11857,34449,3384,0.165,26
14136,21554,147,25347,0.502,23
14137,2836,14009,23069,0.417,141
14138,17348,27873,3421,0.008,35
14139,34514,15680,26583,0.641,82
14140,1768,8545,24043,0.772,120
14141,981,10865,22940,0.656,77
14142,17676,3739,28832,0.461,151
14143,24709,17986,25845,0.815,152
14144,17363,4079,30542,0.42,48
14145,27331,3758,23630,0.497,168
14146,13475,7790,27009,0.87,16
14147,21319,29443,398,0.191,83
14148,19638,25007,10883,0.014,127
14149,31438,8474,1040,0.244,145
14150,31393,7750,23108,0.078,41
14151,27648,8386,1840,0.681,114
14152,27800,13870,7502,0.728,18
14153,17866,16440,28149,0.868,88
14154,27162,23762,19230,0.001,126
14155,1910,4718,10843,0.988,5
14156,22249,24949,7380,0.624,19
14157,223,17308,15135,0.352,137
14158,21511,27857,13239,0.393,59
14159,16773,4704,15181,0.496,32
14160,12001,13205,34322,0.964,6
14161,601,1775,28338,0.087,76
14162,28853,15283,29418,0.086,58
14163,34927,8262,30616,0.012,13
14164,22189,24812,32534,0.167,71
14165,1707,30345,17213,0.859,60
14166,14500,18239,21516,0.599,62
14167,11685,7662,4462,0.009,157
14168,30631,20402,5011,0.499,19
14169,26859,31141,13531,0.649,163
14170,12227,27798,20271,0.911,125
14171,13832,34845,25703,0.285,160
14172,20272,19953,32557,0.007,49
14173,9463,28053,21764,0.951,63
14174,31230,33367,34650,0.051,147
14175,33926,28620,5117,0.404,55
14176,15540,30324,24443,0.75,100
14177,6177,22527,22796,0.704,35
14178,34428,34018,28986,0.918,52
14179,32394,10166,8487,0.287,109
14180,26660,20063,13385,0.954,117
14181,23118,2014,859,0.284,101
14182,24482,30316,2671,0.444,100
14183,13726,24047,25113,0.898,75
14184,9438,14046,21744,0.734,155
14185,34790,21122,17717,0.212,127
14186,34665,24147,2314,0.762,71
14187,28554,21307,30787,0.05,75
14188,19898,22999,26787,0.116,70
14189,215,3992,29821,0.143,118
14190,15689,27599,28517,0.46,166
14191,32489,756,12105,0.293,73
14192,27410,26365,11196,0.284,22
14193,15129,19463,4979,0.128,90
14194,4240,9089,25076,0.635,19
14195,22813,19539,25701,0.368,44
14196,27454,21984,24110,0.059,9
14197,19379,12676,1928,0.33,153
14198,10128,28649,29905,0.674,6
14199,17126,30500,33010,0.098,161
14200,20019,24259,13029,0.521,32
14201,34345,12891,33748,0.34,37
14202,33571,26761,23410,0.845,56
14203,30891,34908,16224,0.728,97
14204,14034,23473,1479,0.301,88
14205,125,13536,23092,0.779,31
14206,33678,10809,5032,0.465,159
14207,17639,24146,21569,0.386,102
14208,3189,23746,19987,0.685,107
14209,24400,33129,29666,0.971,49
14210,23783,7837,10690,0.362,42
14211,8483,18976,1232,0.428,87
14212,24809,24765,9600,0.935,15
14213,2935,3074,9238,0.063,114
14214,24852,13695,2293,0.471,178
14215,18865,33173,30822,0.196,63
14216,10304,8084,33183,0.258,29
14217,24331,28266,21897,0.451,139
14218,10476,27367,17092,0.615,133
14219,16177,29745,5946,0.242,99
14220,14937,7925,10990,0.588,31
14221,13095,27499,9481,0.369,6
14222,22150,2045,10105,0.587,166
14223,28637,16298,3948,0.143,59
14224,31869,25417,34943,0.938,76
14225,30426,12434,34772,0.613,75
14226,6285,5232,31569,0.036,71
14227,13959,26569,8090,0.686,122
14228,5865,34459,906,0.589,20
14229,33729,15484,33380,0.429,133
14230,28427,7457,15061,0.542,36
14231,31146,10973,20541,0.64,36
14232,17704,21128,1343,0.377,71
14233,1074,12303,5150,0.993,3
14234,11137,272,13257,0.244,91
14235,28984,25441,24626,0.115,7
14236,23548,15444,5673,0.261,11
14237,33475,2590,13674,0.168,136
14238,33023,8231,14353,0.328,27
14239,12848,852,7058,0.591,122
14240,3998,15695,22034,0.837,26
14241,1813,18688,33673,0.138,156
14242,10512,5558,20572,0.367,17
14243,11111,12262,31820,0.177,176
14244,1564,9580,3741,0.587,121
14245,22192,12957,8532,0.728,73
14246,26157,2464,12305,0.467,42
14247,8651,14153,27124,0.009,115
14248,15897,30609,9145,0.858,46
14249,16673,3782,19580,0.954,121
14250,30360,18840,34610,0.334,42
14251,26508,33896,13670,0.424,28
14252,5134,19165,13062,0.235,26
14253,34013,14929,34671,0.234,141
14254,7468,34755,14331,0.936,105
14255,25328,16139,6537,0.544,86
14256,31939,16919,17417,0.788,78
14257,3999,18762,16966,0.786,14
14258,23005,4517,19750,0.441,98
14259,25058,19013,15055,0.126,74
14260,19755,22193,341,0.023,131
14261,9413,3705,23859,0.264,167
14262,24110,23248,10876,0.3,167
14263,30646,15881,264,0.289,4
14264,15920,30740,1481,0.345,21
14265,5133,1172,25828,0.03,92
14266,18565,20761,16510,0.577,84
14267,8898,17248,17565,0.242,156
14268,6600,19675,19238,0.711,4
14269,17303,32865,22848,0.184,66
14270,11771,8267,20911,0.187,12
14271,34137,24294,34625,0.966,17
14272,32079,20913,14405,0.698,79
14273,21963,33387,4688,0.388,159
14274,4068,28969,27763,0.009,8
14275,21716,33696,17345,0.655,171
14276,33912,15082,19373,0.302,155
14277,29845,11091,26817,0.211,15
14278,31356,4589,20447,0.816,164
14279,6492,30946,17919,0.187,161
14280,34705,10429,31137,0.308,25
14281,17267,10840,5397,0.677,91
14282,5584,20952,21778,0.715,100
14283,18444,1556,90,0.104,118
14284,14022,34732,1119,0.983,65
14285,25780,15697,32214,0.706,132
14286,33186,7330,10886,0.146,33
14287,17499,25799,9306,0.38,60
14288,13029,31200,6937,0.836,29
14289,25594,14751,17192,0.105,106
14290,25099,15849,12107,0.011,122
14291,33236,27957,4829,0.273,58
14292,15247,19971,4328,0.866,51
14293,5115,6702,27592,0.382,84
14294,9552,9248,26145,0.566,91
14295,11931,3043,7612,0.005,130
14296,25388,22802,25598,0.066,87
14297,3490,27793,24238,0.686,27
14298,26881,31221,11090,0.185,132
14299,33143,337,25793,0.476,123
14300,10366,8954,8663,0.612,21
14301,29509,24704,12002,0.912,19
14302,18772,24537,18765,0.348,73
14303,13600,6476,11734,0.011,135
14304,5198,5071,6554,0.759,55
14305,5685,24886,34476,0.057,60
14306,16772,5832,5874,0.104,155
14307,20931,30545,1843,0.087,55
14308,8252,33970,28645,0.971,18
14309,17654,24198,10856,0.325,179
14310,20877,26681,9313,0.391,80
14311,15613,27137,29067,0.15,139
14312,32336,27699,32954,0.818,145
14313,26564,26369,14585,0.404,78
14314,11076,8210,11648,0.89,62
14315,4897,34511,26673,0.661,3
14316,3966,27881,24100,0.102,22
14317,32234,16712,27322,0.749,153
14318,13711,29673,24607,0.315,25
14319,29098,12290,27571,0.254,19
14320,27217,31792,32997,0.203,66
14321,2272,18295,27399,0.586,43
14322,30206,31688,14016,0.625,42
14323,9570,18503,19927,0.11,61
14324,25727,9369,2704,0.258,5
14325,11979,7190,10609,0.57,54
14326,26424,18576,24053,0.199,117
14327,30332,4625,23151,0.184,115
14328,29831,26320,21233,0.544,108
14329,4848,18154,2974,0.991,37
14330,20302,21399,28644,0.551,174
14331,16919,2766,1800,0.349,70
14332,8568,21670,21850,0.0,165
14333,18004,22356,3542,0.163,106
14334,5253,4901,30540,0.366,79
14335,32880,8071,10704,0.761,21
14336,5468,5499,1451,0.563,81
14337,10655,5402,2834,0.719,116
14338,12809,21909,696,0.719,38
14339,8201,15173,17639,0.581,45
14340,25918,25459,30475,0.08,120
14341,5114,30054,13026,0.724,18
14342,34416,11554,10086,0.732,118
14343,27800,25502,19957,0.412,75
14344,12521,34416,5501,0.843,4
14345,20689,21896,15568,0.888,131
14346,34418,9055,7379,0.733,74
14347,22973,20195,20323,0.158,63
14348,132,915,395,0.776,115
14349,7633,17973,33276,0.898,15
14350,19393,7740,2258,0.872,28
14351,21281,1636,32757,0.917,97
14352,7308,34820,6977,0.886,58
14353,16811,3191,7015,0.688,27
14354,34989,23801,5212,0.745,96
14355,32873,23732,11371,0.074,2
14356,24456,2151,20929,0.029,108
14357,34364,29727,17536,0.9,90
14358,522,7847,30429,0.007,137
14359,23830,5663,34447,0.506,103
14360,8341,12882,3366,0.751,30
14361,18398,10616,18765,0.535,20
14362,18503,6782,30779,0.86,104
14363,34074,20394,26345,0.922,32
14364,27582,33406,11901,0.308,1
14365,23744,4749,3874,0.556,73
14366,19729,27989,32402,0.03,38
14367,4091,14416,30978,0.404,152
14368,13885,30897,5786,0.767,175
14369,5264,29444,846,0.198,44
14370,3271,16552,2475,0.711,1
14371,25245,29158,6743,0.055,112
14372,25815,27128,19298,0.766,54
14373,11570,12304,18357,0.328,173
14374,32607,27401,24820,0.948,64
14375,12165,4432,14299,0.993,52
14376,3008,10375,7080,0.001,22
14377,14752,649,20217,0.464,178
14378,30962,13883,5061,0.437,116
14379,6333,28417,17488,0.345,74
14380,34860,5334,3865,0.361,76
14381,26825,16225,21167,0.475,36
14382,14087,23615,4614,0.547,38
14383,14308,19849,6702,0.295,63
14384,19405,7869,28356,0.691,114
14385,23450,29061,34628,0.932,48
14386,3451,23082,29383,0.243,117
14387,27840,26021,29832,0.586,42
14388,16111,934,16827,0.352,14
14389,10378,20902,5061,0.541,133
14390,32003,1403,22843,0.803,42
14391,30771,11735,2222,0.011,53
14392,8841,6953,23389,0.095,45
14393,31433,24210,33567,0.956,10
14394,25941,30400,9623,0.216,107
14395,14283,26257,29226,0.478,123
14396,28173,32876,12846,0.799,178
14397,31867,1662,34235,0.023,27
14398,21430,31283,20319,0.431,48
14399,18024,9823,19782,0.136,6
14400,22169,33925,12741,0.741,132
14401,5320,8430,16606,0.212,14
14402,23254,4229,854,0.35,18
14403,14311,17330,17979,0.644,97
14404,2648,1432,26547,0.382,174
14405,11683,9418,4914,0.205,33
14406,2382,22474,10682,0.856,172
14407,5768,6774,23722,0.626,141
14408,27386,23452,26412,0.759,42
14409,8519,33913,23055,0.952,160
14410,7865,16188,32714,0.527,100
14411,11308,12394,3064,0.758,156
14412,29958,16721,25309,0.721,99
14413,18554,13237,5058,0.479,62
14414,915,15544,5921,0.785,40
14415,34713,31709,21739,0.927,58
14416,15925,24744,33029,0.396,151
14417,33074,11774,16439,0.115,43
14418,13269,18341,12580,0.369,33
14419,29928,31989,9751,0.469,76
14420,24593,18425,7150,0.911,167
14421,11726,21098,21987,0.421,89
14422,20288,20615,32965,0.111,96
14423,6379,6140,20768,0.923,102
14424,7936,26117,30866,0.227,49
14425,34129,18018,29766,0.075,178
14426,26068,3907,646,0.551,63
14427,7976,27610,32542,0.42,128
14428,22689,8838,8802,0.068,61
14429,12514,29003,27982,0.999,139
14430,28969,27385,33704,0.879,177
14431,23219,6967,18940,0.054,16
14432,2132,5578,1679,0.252,163
14433,16953,28072,20229,0.571,176
14434,11789,25704,17022,0.653,99
14435,4156,4424,17785,0.093,4
14436,22690,21746,33156,0.554,24
14437,22363,32747,5950,0.984,68
14438,133,2216,15006,0.351,19
14439,33259,29740,11847,0.26,94
14440,4060,14708,1345,0.682,17
14441,30314,14207,3279,0.105,175
14442,19788,13699,19135,0.809,89
14443,13465,7256,2069,0.18,38
14444,26057,15782,15107,0.411,167
14445,34774,833,26260,0.12,135
14446,11270,10129,21196,0.098,171
14447,30944,19809,17003,0.46,80
14448,20185,8105,20280,0.536,51
14449,27629,31583,6183,0.231,19
14450,16634,20654,14516,0.312,5
14451,1624,8148,3188,0.431,127
14452,15888,32880,32901,0.856,93
14453,4410,30663,17651,0.981,117
14454,7179,31490,30194,0.832,65
14455,34883,18828,34339,0.653,93
14456,519,20509,28553,0.849,155
14457,24176,4076,13190,0.681,58
14458,20542,9007,779,0.018,64
14459,10109,10438,28891,0.737,49
14460,32597,6819,4564,0.56,52
14461,14517,16548,24293,0.82,60
14462,34262,25323,5933,0.504,85
14463,23777,26891,26926,0.894,23
14464,12844,24271,33698,0.004,131
14465,9449,6990,5332,0.588,7
14466,10470,20234,33125,0.874,28
14467,9940,5311,1606,0.993,66
14468,32700,3805,6449,0.671,22
14469,20186,3958,10667,0.073,19
14470,15245,2335,11638,0.047,46
14471,9326,508,11956,0.168,72
14472,32345,8240,27461,0.468,142
14473,25244,775,5320,0.623,9
14474,19266,16742,28035,0.29,65
14475,17427,7207,33837,0.648,49
14476,2724,13869,12549,0.794,124
14477,7903,22409,25739,0.316,147
14478,13781,5406,28473,0.52,90
14479,10758,14763,34619,0.76,127
14480,16473,22849,21524,0.99,107
14481,13833,739,15121,0.234,77
14482,16814,33071,18410,0.436,135
14483,1372,22046,23426,0.019,57
14484,29624,24767,5334,0.648,2
14485,27899,24472,30958,0.041,17
14486,9654,22078,34225,0.777,54
14487,29347,8970,13196,0.352,116
14488,7214,4711,11579,0.32,69
14489,24165,15104,21715,0.587,130
14490,8672,7590,1437,0.21,160
14491,31726,10628,5678,0.567,34
14492,15018,26415,14472,0.37,33
14493,21835,1136,3605,0.099,147
14494,9160,18097,12437,0.665,144
14495,29725,30998,32525,0.741,69
14496,21491,11088,22893,0.904,118
14497,25251,13946,19240,0.656,99
14498,18296,19690,18583,0.806,70
14499,2198,33137,27748,0.414,159
14500,7410,34944,3708,0.986,15
14501,34571,33182,6344,0.309,46
14502,11087,4220,16785,0.617,110
14503,31279,1149,23344,0.349,71
14504,9754,19675,23977,0.831,44
14505,23623,24160,12456,0.838,63
14506,993,7930,29179,0.309,128
14507,9947,30107,7145,0.573,112
14508,29452,31129,29269,0.059,96
14509,1960,23696,5077,0.164,162
14510,17090,31595,17159,0.944,75
14511,27307,25011,28853,0.67,77
14512,27891,3291,28295,0.057,86
14513,16252,10281,14900,0.936,120
14514,5772,16591,9077,0.87,86
14515,29389,14306,34738,0.276,131
14516,23457,31474,16513,0.128,128
14517,10159,26200,33638,0.44,128
14518,23871,11590,39,0.971,72
14519,31055,32672,14204,0.219,4
14520,8292,23070,11608,0.05,76
14521,34205,32095,31919,0.589,26
14522,27607,17225,18912,0.645,109
14523,7850,27647,27998,0.117,49
14524,7195,5234,23894,0.54,94
14525,29278,28625,6510,0.053,5
14526,4309,22307,30556,0.702,99
14527,16402,965,18645,0.605,70
14528,25379,26280,6209,0.191,153
14529,19108,27996,20368,0.836,117
14530,1369,30915,22576,0.891,109
14531,30541,24941,5401,0.637,10
14532,26262,30575,23420,0.944,2
14533,21120,28531,33252,0.523,130
14534,3532,1558,31871,0.061,165
14535,4037,9881,10760,0.387,79
14536,13733,3820,24588,0.94,27
14537,9935,13003,14800,0.518,129
14538,15786,14609,21478,0.538,98
14539,6426,15940,9557,0.699,83
14540,18041,20208,8982,0.66,43
14541,21265,33372,10643,0.717,168
14542,9761,7213,1656,0.854,149
14543,17392,22898,1572,0.644,20
14544,28503,16700,12132,0.268,168
14545,24473,7219,22775,0.763,144
14546,14698,31305,12426,0.459,67
14547,12818,11145,19409,0.395,134
14548,13374,6954,30083,0.942,88
14549,7454,34276,20329,0.784,169
14550,19072,865,7049,0.211,41
14551,9723,3883,19200,0.733,1
14552,15630,20860,16954,0.982,140
14553,31601,34509,13287,0.802,124
14554,31060,31957,18761,0.569,155
14555,11988,7537,1892,0.899,112
14556,11411,5590,31104,0.196,123
14557,30361,32832,10272,0.115,71
14558,15895,15637,29843,0.165,98
14559,21298,21980,32590,0.05,166
14560,32554,33605,5398,0.916,116
14561,22741,9364,20549,0.054,88
14562,32721,22152,13913,0.456,15
14563,13807,12193,30359,0.44,147
14564,33856,34570,19760,0.185,126
14565,7976,26252,25710,0.477,47
14566,9988,11626,5140,0.265,164
14567,8736,30387,21905,0.551,17
14568,11986,109,15442,0.303,75
14569,3893,12667,19443,0.397,32
14570,6220,30582,13923,0.982,100
14571,27872,12169,9019,0.211,107
14572,3639,21631,21041,0.943,140
14573,25624,23352,17950,0.342,92
14574,16718,5253,34889,0.667,18
14575,657,5524,19585,0.419,70
14576,34938,31325,25514,0.165,3
14577,2825,1582,26912,0.676,92
14578,25274,17919,5913,0.611,112
14579,33402,24859,33458,0.047,134
14580,32827,3394,12268,0.369,94
14581,13770,33159,12830,0.998,20
14582,3434,8233,5280,0.102,94
14583,18865,15277,14608,0.51,131
14584,17929,32429,2323,0.123,150
14585,22556,1028,13455,0.387,11
14586,12108,9898,14465,0.118,48
14587,24619,4542,15020,0.866,1
14588,13610,34315,8676,0.041,13
14589,9438,21157,29167,0.308,137
14590,3156,26449,23209,0.253,20
14591,13312,16373,28473,0.463,85
14592,22422,12337,23804,0.829,75
14593,8900,4879,2352,0.564,89
14594,30605,10715,18293,0.96,169
14595,17973,28748,28663,0.938,7
14596,22939,24190,11043,0.353,163
14597,23305,27807,33199,0.333,90
14598,24705,34113,30203,0.944,33
14599,20301,30341,34015,0.872,174
14600,5452,24881,23294,0.818,162
14601,4279,21457,4386,0.289,72
14602,20818,25032,18268,0.14,100
14603,16004,8829,10078,0.312,143
14604,19328,4101,20059,0.328,27
14605,3368,7901,21474,0.338,168
14606,17056,6284,7791,0.822,117
14607,30960,3367,19889,0.328,154
14608,14374,26374,827,0.283,73
14609,5700,30982,16208,0.333,145
14610,32026,19098,11686,0.807,44
