investment_event_id,region_id,predicted_budget,roi_prediction
17726,4973,20139.9,0.36
17727,28603,214081.51,0.4
17728,28201,439981.53,0.59
17729,5537,149361.37,0.71
17730,1413,275819.6,0.79
17731,31337,374849.81,0.2
17732,2687,188651.96,0.55
17733,27057,241512.55,0.48
17734,16443,222652.19,0.57
17735,26996,196689.36,0.86
17736,22715,55475.5,0.52
17737,17646,312104.74,0.19
17738,21767,210448.14,0.76
17739,20830,105885.05,0.84
17740,18171,437025.58,0.78
17741,9031,230389.57,0.68
17742,21485,180541.92,0.38
17743,26833,467652.4,0.42
17744,13878,436259.07,0.53
17745,855,227981.44,0.23
17746,31888,376848.4,0.61
17747,21241,493685.04,0.75
17748,14117,87244.15,0.18
17749,17003,416238.27,0.27
17750,29457,400672.57,0.74
17751,7087,492499.66,0.36
17752,14781,92492.75,0.37
17753,4653,158058.48,0.11
17754,33588,180290.82,0.74
17755,13379,382087.67,0.6
17756,21825,220043.21,0.73
17757,5319,223172.14,0.18
17758,14098,396274.53,0.87
17759,16461,490768.75,0.59
17760,5165,316756.93,0.38
17761,27671,375963.86,0.78
17762,11826,303379.94,0.16
17763,24838,393879.56,0.83
17764,11453,413871.69,0.8
17765,20328,228208.55,0.51
17766,27642,273935.54,0.3
17767,23905,93026.48,0.67
17768,27364,258097.28,0.16
17769,17849,78994.07,0.39
17770,34362,462937.19,0.82
17771,3738,364020.11,0.72
17772,6679,31372.19,0.79
17773,7590,303213.09,0.83
17774,26425,470295.45,0.27
17775,4846,163607.5,0.42
17776,9561,355500.55,0.77
17777,25643,366441.66,0.77
17778,7173,207665.53,0.37
17779,21239,297625.64,0.26
17780,7749,97731.61,0.19
17781,10385,102389.36,0.54
17782,22115,316051.46,0.14
17783,4896,349448.31,0.7
17784,22563,59489.94,0.25
17785,10753,158965.28,0.22
17786,11307,42411.42,0.42
17787,2057,410094.34,0.77
17788,23465,119918.67,0.23
17789,17474,249394.52,0.64
17790,18622,469852.36,0.63
17791,22984,379589.64,0.63
17792,4517,232760.77,0.86
17793,12961,384017.18,0.77
17794,19299,311970.69,0.77
17795,28324,462485.97,0.83
17796,33898,434531.39,0.41
17797,27579,390449.8,0.57
17798,26526,357329.23,0.45
17799,2280,195848.54,0.61
17800,21996,25117.06,0.54
17801,29262,266794.58,0.78
17802,5904,415215.51,0.68
17803,16615,161493.08,0.19
17804,30531,319848.24,0.52
17805,15617,87920.44,0.46
17806,9357,165142.96,0.48
17807,17753,258041.15,0.88
17808,8571,436464.88,0.64
17809,7526,74904.31,0.68
17810,33884,220485.1,0.12
17811,14166,162916.71,0.85
17812,16295,35225.92,0.34
17813,12289,192324.71,0.67
17814,2217,487087.48,0.42
17815,8656,173927.54,0.34
17816,3279,85600.88,0.13
17817,23080,166640.04,0.4
17818,30477,474988.49,0.71
17819,26282,111892.46,0.76
17820,19690,356465.81,0.21
17821,27848,80344.8,0.59
17822,19778,368524.66,0.35
17823,12013,395145.99,0.86
17824,25308,198722.31,0.5
17825,9539,426631.84,0.45
17826,10694,210922.17,0.6
17827,22,123097.9,0.73
17828,4532,353764.91,0.39
17829,21829,452088.18,0.13
17830,7882,247196.18,0.11
17831,3366,386154.35,0.33
17832,21146,163089.44,0.21
17833,26090,187236.83,0.24
17834,1276,99679.63,0.2
17835,32084,444296.0,0.22
17836,26621,82661.67,0.52
17837,2008,184294.76,0.41
17838,15980,229689.77,0.26
17839,868,234472.86,0.42
17840,3265,483064.5,0.2
17841,33124,237269.77,0.2
17842,8659,222774.54,0.69
17843,12543,392626.89,0.14
17844,10378,282846.82,0.25
17845,31674,375891.48,0.68
17846,3512,222132.79,0.61
17847,9057,293849.81,0.82
17848,11813,190771.37,0.19
17849,34254,128412.82,0.14
17850,25068,496913.0,0.65
17851,31944,238143.4,0.75
17852,22317,372826.74,0.26
17853,7777,175343.32,0.15
17854,17011,241562.24,0.89
17855,24800,237752.03,0.76
17856,555,447621.53,0.6
17857,21180,476926.19,0.56
17858,28707,418380.11,0.74
17859,1954,163740.75,0.19
17860,19313,281780.68,0.33
17861,12677,447157.62,0.22
17862,26529,284170.23,0.36
17863,24273,479382.87,0.29
17864,24464,264963.54,0.33
17865,34637,186039.2,0.45
17866,4233,363563.75,0.14
17867,32695,335948.51,0.62
17868,7894,492950.55,0.71
17869,6732,136944.32,0.28
17870,12096,305949.6,0.31
17871,7051,290221.99,0.58
17872,24986,311662.67,0.88
17873,25831,113657.33,0.67
17874,8310,155006.37,0.74
17875,8188,49319.96,0.66
17876,14935,491716.78,0.76
17877,23266,270841.19,0.45
17878,12647,178101.4,0.69
17879,28884,216220.88,0.56
17880,23888,492196.65,0.74
17881,11729,213690.03,0.32
17882,34878,262595.69,0.48
17883,3236,54871.1,0.31
17884,6171,416314.79,0.42
17885,20915,101666.34,0.69
17886,3024,178097.96,0.14
17887,12005,391811.6,0.61
17888,23444,401180.29,0.88
17889,33836,490658.77,0.87
17890,26872,456755.52,0.13
17891,15345,132616.41,0.87
17892,27546,431324.25,0.28
17893,21812,230865.98,0.82
17894,6803,388654.21,0.71
17895,26034,22913.72,0.27
17896,19756,30267.81,0.25
17897,29679,166491.35,0.51
17898,27991,161033.15,0.27
17899,3312,477896.9,0.56
17900,20167,108761.75,0.89
17901,18454,405090.47,0.84
17902,24404,164869.29,0.14
17903,20302,244743.67,0.23
17904,2290,97532.66,0.72
17905,34604,116016.61,0.58
17906,1111,428108.92,0.32
17907,26878,162339.05,0.54
17908,23360,196327.59,0.65
17909,14005,108329.77,0.11
17910,27102,78414.09,0.34
17911,27969,362688.79,0.62
17912,5451,253969.27,0.71
17913,24087,217348.56,0.57
17914,24523,283283.3,0.29
17915,32745,494557.86,0.71
17916,744,56743.03,0.76
17917,18985,410348.69,0.76
17918,19942,275508.56,0.46
17919,28037,466133.77,0.68
17920,17844,165172.64,0.74
17921,32642,300337.67,0.77
17922,14214,448872.78,0.83
17923,11339,147673.02,0.69
17924,6312,78502.87,0.78
17925,3314,143882.7,0.58
17926,33596,134519.51,0.59
17927,34346,77186.41,0.44
17928,34837,285137.63,0.81
17929,21278,218329.65,0.43
17930,25570,191174.65,0.67
17931,6532,245077.23,0.71
17932,30904,448248.15,0.86
17933,23105,332420.18,0.43
17934,17014,113164.25,0.73
17935,26295,160132.76,0.86
17936,15819,405558.14,0.54
17937,10037,112295.43,0.63
17938,31246,282441.94,0.82
17939,34240,368322.12,0.47
17940,16774,38441.0,0.63
17941,9344,312259.18,0.87
17942,4315,332546.88,0.41
17943,22024,67989.41,0.41
17944,19422,319366.84,0.67
17945,11313,463032.54,0.57
17946,33554,411386.21,0.63
17947,32114,438393.0,0.64
17948,31834,167236.42,0.48
17949,34416,391741.95,0.61
17950,21435,460716.56,0.55
17951,32685,496492.27,0.12
17952,3964,480913.78,0.31
17953,24966,351843.97,0.11
17954,33594,162540.57,0.6
17955,30205,220073.78,0.75
17956,25604,301501.88,0.57
17957,6208,255759.35,0.66
17958,8111,260920.05,0.43
17959,17050,90357.6,0.62
17960,1562,238155.92,0.22
17961,18519,143457.95,0.5
17962,30786,488116.2,0.21
17963,27455,337478.78,0.36
17964,9246,432365.53,0.32
17965,23529,155553.41,0.79
17966,2381,293746.42,0.8
17967,29520,227569.53,0.14
17968,33629,438189.02,0.41
17969,6699,117762.62,0.28
17970,373,442300.89,0.76
17971,16851,158477.38,0.69
17972,32245,64538.42,0.54
17973,24555,33861.63,0.6
17974,7196,253792.2,0.73
17975,4075,145272.34,0.58
17976,33959,483329.65,0.48
17977,5963,29849.22,0.71
17978,16852,230033.95,0.73
17979,19876,428385.96,0.73
17980,16575,256897.25,0.42
17981,22900,119733.63,0.47
17982,29122,302015.5,0.86
17983,14433,226907.53,0.35
17984,6649,356181.2,0.7
17985,31529,241498.14,0.13
17986,8508,413746.0,0.86
17987,34459,399889.96,0.41
17988,16043,426233.79,0.84
17989,26821,146449.93,0.74
17990,24609,256363.21,0.25
17991,11789,162412.81,0.6
17992,16176,119453.07,0.47
17993,30147,450895.16,0.48
17994,3550,413111.73,0.12
17995,34161,76138.87,0.71
17996,27677,194569.45,0.51
17997,3827,252501.83,0.63
17998,18515,310955.28,0.52
17999,3917,133593.46,0.28
18000,27888,85701.03,0.64
18001,21336,229432.04,0.64
18002,16035,401554.33,0.19
18003,9669,473575.97,0.28
18004,28248,25276.36,0.63
18005,19029,135751.68,0.35
18006,17790,124416.0,0.73
18007,27816,473051.76,0.36
18008,23345,207128.39,0.78
18009,16845,138220.61,0.74
18010,4809,63429.49,0.39
18011,4114,417053.33,0.78
18012,14594,79199.57,0.2
18013,24229,117640.7,0.47
18014,6975,171035.87,0.54
18015,26811,190806.49,0.3
18016,22360,450775.85,0.53
18017,26702,123309.86,0.74
18018,11488,309357.86,0.48
18019,33988,306371.72,0.78
18020,13459,104067.25,0.46
18021,7284,189874.45,0.52
18022,31422,153639.65,0.38
18023,32134,387033.24,0.62
18024,10764,469071.43,0.14
18025,6625,175683.57,0.27
18026,22286,477446.96,0.77
18027,420,117706.68,0.6
18028,2932,23394.54,0.48
18029,27632,329491.21,0.84
18030,10388,444906.7,0.34
18031,9693,171523.1,0.73
18032,31997,474385.76,0.15
18033,15753,312399.22,0.35
18034,28632,369344.52,0.51
18035,22806,331090.48,0.18
18036,30775,404608.86,0.64
18037,12761,60743.85,0.35
18038,32431,242317.02,0.52
18039,17775,213363.31,0.52
18040,15356,444983.13,0.61
18041,5098,282997.99,0.2
18042,27065,498429.14,0.64
18043,30929,378594.88,0.76
18044,14958,76062.63,0.79
18045,9486,314728.64,0.54
18046,15863,358587.32,0.12
18047,8434,425435.26,0.22
18048,34936,359903.87,0.44
18049,21112,417446.91,0.38
18050,19276,53449.67,0.64
18051,29635,476278.46,0.21
18052,32696,257155.73,0.25
18053,25662,136590.72,0.86
18054,3032,74550.27,0.15
18055,6946,491630.83,0.52
18056,11481,457916.12,0.55
18057,2352,103790.95,0.6
18058,24777,69556.35,0.58
18059,18829,41564.79,0.61
18060,25892,16738.27,0.62
18061,17208,221878.36,0.12
18062,3347,186674.91,0.42
18063,33812,390234.71,0.29
18064,18578,478703.67,0.19
18065,25065,255456.25,0.47
18066,3802,414448.33,0.3
18067,20442,374636.07,0.47
18068,17857,300744.84,0.8
18069,17898,228407.94,0.12
18070,8710,59906.49,0.15
18071,34553,468327.53,0.85
18072,23468,271071.94,0.57
18073,34391,82274.77,0.51
18074,32443,78669.03,0.31
18075,15168,442946.5,0.56
18076,27695,375045.43,0.45
18077,32879,13973.65,0.52
18078,27543,73793.3,0.8
18079,19268,443344.1,0.69
18080,6279,320330.78,0.42
18081,10500,380223.33,0.28
18082,11887,191846.27,0.31
18083,9313,439263.45,0.15
18084,23515,398767.11,0.59
18085,30358,447868.09,0.85
18086,27140,114198.69,0.81
18087,2945,351325.4,0.61
18088,15293,363641.07,0.56
18089,18024,189416.3,0.12
18090,19670,267876.13,0.78
18091,16012,323813.06,0.13
18092,34866,418324.2,0.2
18093,20458,181240.11,0.84
18094,4269,162790.48,0.22
18095,27268,312235.52,0.52
18096,32000,451566.35,0.68
18097,13916,158584.87,0.44
18098,34515,357790.7,0.24
18099,20848,328026.51,0.55
18100,11772,277111.17,0.56
18101,21900,108783.02,0.36
18102,15241,276315.94,0.69
18103,30353,97893.74,0.65
18104,20705,31164.36,0.81
18105,10988,70483.97,0.64
18106,19683,170724.31,0.59
18107,3433,123100.69,0.44
18108,14435,278299.76,0.71
18109,27511,321837.82,0.47
18110,17835,481998.04,0.83
18111,4861,234478.28,0.68
18112,7608,183592.63,0.36
18113,5927,238961.46,0.45
18114,3921,354018.33,0.87
18115,25602,221545.33,0.31
18116,12007,263414.19,0.75
18117,518,403231.45,0.61
18118,13474,197987.93,0.12
18119,11339,218509.32,0.56
18120,3590,176004.79,0.59
18121,5973,359295.33,0.82
18122,21648,214277.49,0.82
18123,5883,425634.01,0.32
18124,3059,75163.65,0.11
18125,10332,284659.91,0.55
18126,5984,395748.99,0.57
18127,11686,47703.38,0.83
18128,16767,63488.26,0.43
18129,16752,229479.29,0.38
18130,19264,35328.57,0.79
18131,17010,100317.82,0.31
18132,16009,126740.98,0.69
18133,31603,491352.32,0.26
18134,17776,262574.87,0.27
18135,3702,314468.49,0.6
18136,23334,274047.86,0.75
18137,17905,111163.54,0.34
18138,26837,307677.44,0.43
18139,11042,22385.74,0.39
18140,1994,43708.29,0.14
18141,14379,150980.85,0.69
18142,19072,348417.84,0.18
18143,23583,102176.4,0.86
18144,4669,437525.55,0.43
18145,25630,83227.56,0.84
18146,17370,326038.07,0.65
18147,12211,171628.08,0.34
18148,24671,437250.19,0.67
18149,34580,439907.21,0.2
18150,14986,165013.11,0.59
18151,16844,490897.28,0.76
18152,11031,151879.3,0.86
18153,17250,164008.97,0.21
18154,31874,339880.66,0.85
18155,19412,165872.9,0.21
18156,14250,43418.38,0.17
18157,19646,297993.8,0.19
18158,22922,413096.26,0.33
18159,5584,121897.54,0.55
18160,7609,188576.19,0.29
18161,19813,444932.57,0.41
18162,34297,197501.06,0.35
18163,32990,218532.48,0.51
18164,34197,264668.76,0.21
18165,18421,285318.68,0.66
18166,5222,191995.26,0.31
18167,6372,278922.15,0.12
18168,15781,187585.48,0.57
18169,10205,33861.63,0.2
18170,1156,370847.13,0.32
18171,30482,397919.74,0.42
18172,26937,106768.17,0.12
18173,19002,268281.06,0.35
18174,19396,337573.26,0.3
18175,14313,320407.98,0.33
18176,9032,101803.28,0.86
18177,17787,452877.22,0.63
18178,32061,326396.14,0.75
18179,10580,143781.2,0.33
18180,14893,165380.9,0.54
18181,20267,434318.15,0.16
18182,13020,201409.19,0.32
18183,8117,298543.54,0.11
18184,22365,236530.95,0.57
18185,9419,188158.22,0.4
18186,31261,137850.38,0.2
18187,32730,76709.86,0.4
18188,4042,149213.42,0.11
18189,320,198243.0,0.69
18190,15817,302449.65,0.39
18191,9867,361960.02,0.36
18192,6753,486686.21,0.75
18193,26103,355468.38,0.18
18194,21371,82965.93,0.76
18195,32702,454822.73,0.55
18196,5137,58857.27,0.36
18197,14529,432774.34,0.51
18198,32134,154849.18,0.73
18199,16150,449292.13,0.16
18200,19747,435951.69,0.26
18201,7111,210374.51,0.56
18202,24556,61421.55,0.55
18203,30511,80838.61,0.78
18204,1057,346295.6,0.77
18205,3127,218724.22,0.14
18206,30326,296423.49,0.54
18207,6136,472036.6,0.17
18208,10786,479247.99,0.72
18209,22256,485241.61,0.78
18210,16712,109952.36,0.58
18211,15976,436869.58,0.85
18212,23599,328086.79,0.66
18213,23637,92192.52,0.6
18214,18096,322447.4,0.36
18215,10176,141296.57,0.5
18216,30517,472337.69,0.4
18217,5791,312807.28,0.75
18218,5654,221991.26,0.54
18219,33938,357523.99,0.44
18220,17701,157011.75,0.73
18221,29115,269584.84,0.73
18222,20250,26593.4,0.24
18223,30799,76073.88,0.28
18224,20174,133105.15,0.35
18225,34522,213968.25,0.56
18226,24904,463796.17,0.68
18227,16859,307610.35,0.61
18228,16354,308660.43,0.14
18229,25922,37697.32,0.7
18230,2960,11138.22,0.42
18231,16541,141264.24,0.84
18232,4953,393933.37,0.86
18233,4815,309380.64,0.37
18234,2645,318420.16,0.74
18235,25693,368289.71,0.37
18236,25363,424064.4,0.78
18237,12858,126050.7,0.59
18238,26025,12970.79,0.11
18239,27352,260589.33,0.32
18240,31907,296859.08,0.87
18241,15679,197841.72,0.79
18242,21767,99722.24,0.34
18243,28054,284668.84,0.5
18244,7479,279013.73,0.75
18245,1442,126274.46,0.21
18246,2353,473530.9,0.36
18247,15053,206875.63,0.36
18248,2180,266519.31,0.77
18249,19034,455750.84,0.51
18250,22644,479573.74,0.42
18251,6684,88992.83,0.24
18252,21702,261091.03,0.62
18253,32455,356781.97,0.75
18254,21368,45986.37,0.69
18255,33080,315823.08,0.66
18256,33260,426787.85,0.13
18257,17459,390336.82,0.74
18258,4834,439132.5,0.8
18259,19700,67416.05,0.59
18260,11211,54255.98,0.76
18261,14390,354377.09,0.3
18262,27113,61169.06,0.61
18263,32718,436812.34,0.59
18264,31044,311278.67,0.34
18265,8228,486325.63,0.15
18266,11645,146366.63,0.41
18267,11700,365171.27,0.71
18268,27017,454585.23,0.72
18269,22761,241206.63,0.87
18270,30451,71836.97,0.11
18271,10876,481752.7,0.57
18272,3252,27033.85,0.43
18273,34158,114860.85,0.13
18274,11030,175439.7,0.31
18275,5159,131818.15,0.71
18276,25928,307587.05,0.76
18277,10614,168531.38,0.84
18278,33699,340433.36,0.21
18279,14571,418372.67,0.61
18280,12839,126471.82,0.16
18281,3601,128094.53,0.84
18282,8922,376966.68,0.14
18283,9523,102181.76,0.32
18284,33418,399022.73,0.22
18285,32655,361483.35,0.56
18286,21875,255421.08,0.25
18287,17150,179170.04,0.66
18288,7691,281868.04,0.45
18289,11555,187540.16,0.12
18290,3005,386078.47,0.55
18291,7888,355387.83,0.48
18292,25457,457635.96,0.33
18293,5513,101686.71,0.74
18294,4495,163475.71,0.59
18295,25801,118266.29,0.23
18296,7229,296257.62,0.75
18297,15551,82261.91,0.69
18298,3371,462172.33,0.17
18299,1301,114151.3,0.13
18300,17787,204186.59,0.15
18301,26071,146921.82,0.51
18302,30194,383944.64,0.85
18303,29710,259175.61,0.28
18304,29545,180840.82,0.61
18305,16774,43021.69,0.78
18306,3195,33913.22,0.73
18307,21656,83380.55,0.87
18308,34190,451047.01,0.52
18309,14893,197529.95,0.13
18310,15910,152368.05,0.82
18311,6000,94939.06,0.83
18312,3479,399244.3,0.6
18313,18213,456422.72,0.13
18314,7848,479947.76,0.43
18315,19535,260287.09,0.42
18316,3830,468322.94,0.24
18317,25614,448902.33,0.37
18318,23181,90717.53,0.53
18319,11312,461805.59,0.29
18320,30250,94492.12,0.5
18321,30052,239731.09,0.12
18322,32296,162662.81,0.55
18323,29776,142291.81,0.65
18324,29875,30671.48,0.34
18325,28237,236502.83,0.84
18326,4134,343335.52,0.59
18327,13692,106743.43,0.52
18328,4183,405432.03,0.24
18329,23129,63496.19,0.5
18330,18591,344603.37,0.82
18331,3942,31375.83,0.41
18332,20833,311406.69,0.77
18333,13238,459473.33,0.82
18334,27312,436281.6,0.37
18335,30140,380146.63,0.72
18336,30166,141398.24,0.61
18337,29656,254232.51,0.48
18338,16089,124343.56,0.14
18339,26795,287945.36,0.45
18340,28752,256459.43,0.4
18341,10445,64292.25,0.37
18342,24146,234665.1,0.8
18343,5076,134633.37,0.76
18344,17591,306736.71,0.36
18345,29231,152459.18,0.13
18346,33040,107757.82,0.61
18347,9692,140978.47,0.58
18348,16165,266351.8,0.83
18349,16859,169155.99,0.13
18350,11648,30059.87,0.77
18351,29087,455576.02,0.36
18352,14095,204057.49,0.43
18353,4774,15223.65,0.17
18354,19567,254242.0,0.3
18355,25578,240626.94,0.79
18356,9341,115164.31,0.8
18357,28969,433331.5,0.25
18358,26885,312827.57,0.2
18359,21793,246853.52,0.51
18360,9015,195670.71,0.16
18361,2619,499643.48,0.68
18362,5718,214434.81,0.32
18363,544,415845.58,0.23
18364,19968,306608.07,0.22
18365,29547,239680.26,0.29
18366,18371,171814.19,0.41
18367,15408,407428.82,0.85
18368,6416,276005.8,0.77
18369,30639,266165.83,0.77
18370,23366,79998.78,0.37
18371,26176,42900.22,0.44
18372,98,436576.88,0.28
18373,26428,396243.29,0.67
18374,12482,230135.12,0.68
18375,26348,276308.69,0.63
18376,13425,216764.91,0.57
18377,1754,332766.41,0.26
18378,3376,73180.89,0.43
18379,21338,102525.79,0.8
18380,14336,46922.29,0.7
18381,30976,211580.07,0.87
18382,22580,210110.14,0.26
18383,8592,52658.61,0.65
18384,32627,99215.8,0.69
18385,12324,63677.29,0.42
18386,7458,146633.86,0.36
18387,5490,98781.39,0.72
18388,784,380371.66,0.67
18389,13567,356121.89,0.75
18390,27267,425925.85,0.32
18391,16947,265641.32,0.5
18392,21059,405803.28,0.63
18393,9303,356442.46,0.78
18394,31066,115028.25,0.23
18395,18221,142059.69,0.25
18396,25156,26170.16,0.78
18397,8414,422330.79,0.86
18398,2722,432326.64,0.14
18399,17477,54487.01,0.2
18400,15494,24382.43,0.55
18401,31564,220960.66,0.53
18402,22697,62861.96,0.38
18403,3174,23540.94,0.17
18404,33593,270292.22,0.21
18405,7830,304024.2,0.77
18406,2188,179486.92,0.42
18407,29061,196486.45,0.42
18408,16307,381931.85,0.73
18409,1288,111307.52,0.58
18410,31970,469745.61,0.77
18411,21821,495171.02,0.76
18412,4863,85536.33,0.56
18413,25515,429725.77,0.29
18414,15037,167591.66,0.71
18415,30030,383139.65,0.14
18416,24476,360488.38,0.15
18417,18464,256615.42,0.2
18418,3154,353478.58,0.4
18419,3626,158400.05,0.33
18420,23356,71381.63,0.13
18421,17592,301801.56,0.69
18422,30816,260860.0,0.37
18423,30725,107314.02,0.42
18424,15029,109736.25,0.14
18425,31854,493402.1,0.11
18426,29081,319172.26,0.75
18427,7936,425339.82,0.82
18428,23505,403098.15,0.47
18429,31724,446009.79,0.88
18430,12062,173719.8,0.74
18431,11277,341258.78,0.27
18432,14060,129825.69,0.58
18433,12753,197954.63,0.11
18434,17160,138728.2,0.45
18435,18813,295924.91,0.83
18436,11599,274140.87,0.46
18437,25228,371244.16,0.74
18438,2573,400814.57,0.6
18439,7846,477735.67,0.54
18440,26140,305926.69,0.85
18441,1000,49761.58,0.66
18442,9290,397282.34,0.28
18443,9489,61519.5,0.76
18444,12838,360222.0,0.26
18445,5531,197180.04,0.33
18446,13335,89045.98,0.14
18447,17713,223390.17,0.82
18448,17305,199914.7,0.65
18449,34058,323923.42,0.28
18450,28233,395058.26,0.2
18451,5870,149921.21,0.26
18452,28849,177435.85,0.9
18453,33468,47783.36,0.59
18454,10679,355558.97,0.56
18455,27143,157020.61,0.3
18456,25408,295932.75,0.33
18457,34633,413955.1,0.13
18458,11009,110767.11,0.62
18459,17160,205640.32,0.23
18460,14366,499857.74,0.33
18461,684,196848.06,0.5
18462,4649,259258.67,0.36
18463,34396,284246.84,0.11
18464,28469,298174.43,0.75
18465,7854,215344.37,0.57
18466,22359,385180.99,0.22
18467,24572,226979.82,0.24
18468,14427,460302.46,0.77
18469,30961,216935.99,0.38
18470,781,258740.38,0.52
18471,20760,141560.51,0.59
18472,23063,444891.86,0.71
18473,33847,272042.32,0.83
18474,29321,467679.32,0.76
18475,4019,177392.45,0.58
18476,9269,233117.19,0.1
18477,8371,363072.94,0.48
18478,28363,493972.84,0.13
18479,27202,408500.84,0.36
18480,4986,58446.52,0.38
18481,3988,197216.59,0.37
18482,6461,109284.82,0.84
18483,11771,285155.11,0.47
18484,22488,331421.92,0.3
18485,25988,307675.55,0.59
18486,30449,196079.93,0.39
18487,15965,54398.91,0.89
18488,2882,452471.98,0.63
18489,23005,184921.09,0.54
18490,15755,453551.89,0.69
18491,27472,76594.02,0.36
18492,28554,210449.19,0.12
18493,31013,244243.33,0.66
18494,7190,208490.98,0.53
18495,17571,285847.22,0.46
18496,6160,191789.4,0.35
18497,440,91998.73,0.62
18498,30633,38760.68,0.4
18499,21776,441724.24,0.58
18500,28857,215495.75,0.83
18501,18355,312615.76,0.33
18502,11574,410098.84,0.27
18503,25925,129166.51,0.86
18504,19966,272124.63,0.82
18505,5259,84382.8,0.28
18506,33639,97114.12,0.56
18507,12095,29370.52,0.17
18508,33836,465638.35,0.19
18509,13470,424823.15,0.77
18510,5179,339109.57,0.4
18511,31334,419471.52,0.5
18512,15739,354949.79,0.61
18513,34489,438854.71,0.84
18514,26952,244293.37,0.82
18515,20616,12815.37,0.57
18516,7742,305240.45,0.53
18517,29943,124700.74,0.9
18518,14860,58371.13,0.44
18519,49,372614.28,0.3
18520,30291,239351.65,0.64
18521,16153,357954.51,0.29
18522,30896,263361.64,0.15
18523,23863,221318.61,0.37
18524,1334,492268.23,0.28
18525,1731,166256.15,0.28
18526,12967,251289.52,0.77
18527,5355,49526.53,0.37
18528,23580,144609.52,0.47
18529,2179,376420.13,0.39
18530,27731,228715.12,0.51
18531,28892,212773.07,0.65
18532,14108,374927.67,0.53
18533,31368,414517.2,0.4
18534,28673,320362.51,0.15
18535,16266,427077.87,0.46
18536,13255,60672.8,0.22
18537,5586,381717.05,0.14
18538,15843,271409.46,0.15
18539,33570,267243.75,0.51
18540,27847,130076.4,0.64
18541,26959,111045.71,0.74
18542,31735,305356.09,0.62
18543,28927,227508.69,0.84
18544,28224,137769.6,0.43
18545,19978,143842.35,0.31
18546,2293,242659.17,0.83
18547,14002,58280.35,0.13
18548,19742,293683.04,0.15
18549,1109,306747.73,0.3
18550,12177,150596.06,0.39
18551,16118,195081.56,0.5
18552,15250,241582.88,0.24
18553,13211,450662.22,0.8
18554,33440,419508.35,0.77
18555,2077,157915.15,0.83
18556,25815,289148.32,0.81
18557,34856,405843.1,0.56
18558,16570,494331.74,0.11
18559,4832,316303.15,0.11
18560,28105,85786.78,0.55
18561,3716,287388.37,0.58
18562,27140,219685.99,0.52
18563,20544,67548.87,0.42
18564,21933,489425.33,0.28
18565,4628,66038.08,0.12
18566,5346,161562.41,0.2
18567,14675,236489.22,0.52
18568,11715,200189.9,0.83
18569,33437,180476.97,0.8
18570,9820,198464.52,0.58
18571,7596,458438.39,0.54
18572,32183,351794.36,0.51
18573,9709,22721.16,0.63
18574,25995,87280.88,0.24
18575,32394,175964.42,0.1
18576,17750,429240.45,0.7
18577,30358,169608.0,0.23
18578,579,177825.65,0.4
18579,7659,288592.56,0.44
18580,25202,93815.92,0.34
18581,21805,268019.4,0.51
18582,16874,281196.1,0.69
18583,31617,279384.59,0.61
18584,3885,85776.01,0.82
18585,15236,90415.19,0.65
18586,26736,113597.91,0.32
18587,9217,135402.61,0.42
18588,29992,102469.01,0.68
18589,13088,332105.99,0.63
18590,31139,331218.76,0.4
18591,9360,228458.28,0.61
18592,31840,432709.49,0.22
18593,7924,265678.34,0.14
18594,1539,283299.21,0.61
18595,11704,316268.58,0.22
18596,11973,182280.7,0.72
18597,13226,40621.36,0.62
18598,12896,438151.77,0.62
18599,2420,298210.47,0.78
18600,31097,142244.63,0.47
18601,29117,291596.23,0.12
18602,13313,321430.06,0.59
18603,24756,56707.73,0.67
18604,31521,157754.98,0.72
18605,18085,342225.38,0.24
18606,30677,397272.62,0.15
18607,835,299635.86,0.14
18608,21641,314194.37,0.81
18609,4159,274726.07,0.14
18610,11516,301407.9,0.38
18611,1784,409189.24,0.8
18612,34864,327700.24,0.53
18613,21826,193244.03,0.64
18614,9356,357080.43,0.57
18615,18808,79320.48,0.45
18616,10256,217876.28,0.5
18617,14883,141031.7,0.9
18618,4464,169321.05,0.73
18619,34405,205060.52,0.58
18620,18778,304281.09,0.38
18621,17153,319054.84,0.61
18622,26696,148577.29,0.18
18623,12052,377280.56,0.11
18624,28238,120152.91,0.6
18625,6684,433291.14,0.3
18626,15366,476332.8,0.71
18627,14676,457405.84,0.57
18628,15024,162587.98,0.22
18629,10553,407184.11,0.88
18630,16251,242294.17,0.37
18631,5256,315276.49,0.49
18632,2907,165866.74,0.18
18633,26154,360399.69,0.85
18634,27792,254732.03,0.44
18635,17404,339150.78,0.88
18636,6200,269748.63,0.5
18637,7606,169816.13,0.63
18638,26701,357271.33,0.71
18639,5286,176561.36,0.62
18640,5515,390945.02,0.23
18641,31767,491738.96,0.31
18642,28943,94731.06,0.47
18643,228,149630.12,0.86
18644,34080,477010.04,0.43
18645,22486,307701.93,0.18
18646,5918,368653.01,0.24
18647,14127,450744.28,0.39
18648,16954,114328.42,0.74
18649,32881,184963.15,0.52
18650,32616,411009.62,0.59
18651,22395,151232.4,0.71
18652,9927,89871.6,0.59
18653,5414,388695.12,0.36
18654,34103,111276.14,0.9
18655,12712,39230.6,0.16
18656,2231,132159.67,0.16
18657,33620,47796.12,0.25
